belief,policy,budget,room_change_cost,day_index,n,task_accuracy,belief_accuracy,senses_per_question,cost_per_question
OracleBelief,VoIThresholdSense_lambda0.01,90,0.25,25,900,0.89,0.767076,0.58,0.660833
OracleBelief,VoIThresholdSense_lambda0.01,90,0.25,26,900,0.814444,0.72532,0.552222,0.631111
OracleBelief,VoIThresholdSense_lambda0.01,90,0.25,27,900,0.864444,0.750188,0.586667,0.676944
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,3,900,0.868889,0.773581,0.655556,0.838889
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,4,900,0.886667,0.771829,0.586667,0.751667
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,5,900,0.806667,0.717139,0.506667,0.657778
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,6,900,0.864444,0.749053,0.671111,0.865556
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,7,900,0.854444,0.759836,0.583333,0.734444
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,8,900,0.872222,0.738149,0.627778,0.81
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,9,900,0.852222,0.738839,0.57,0.730556
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,10,900,0.825556,0.72382,0.526667,0.669444
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,11,900,0.831111,0.73003,0.558889,0.705556
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,12,900,0.827778,0.719529,0.578889,0.745556
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,13,900,0.824444,0.709295,0.55,0.7
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,14,900,0.846667,0.746939,0.446667,0.57
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,15,900,0.836667,0.746695,0.56,0.724444
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,16,900,0.841111,0.74364,0.544444,0.691111
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,17,900,0.852222,0.729111,0.582222,0.742778
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,18,900,0.87,0.765185,0.511111,0.655
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,19,900,0.845556,0.73647,0.567778,0.732222
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,20,900,0.871111,0.731741,0.648889,0.836667
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,21,900,0.875556,0.769241,0.523333,0.666667
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,22,900,0.861111,0.758728,0.574444,0.731667
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,23,900,0.85,0.75768,0.507778,0.652222
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,24,900,0.863333,0.743788,0.573333,0.742222
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,25,900,0.884444,0.764147,0.558889,0.715
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,26,900,0.791111,0.723866,0.541111,0.683333
OracleBelief,VoIThresholdSense_lambda0.01,90,0.5,27,900,0.88,0.750594,0.574444,0.746667
OracleBelief,VoIThresholdSense_lambda0.01,90,1,3,900,0.856667,0.769407,0.586667,0.903333
OracleBelief,VoIThresholdSense_lambda0.01,90,1,4,900,0.886667,0.772782,0.553333,0.831111
OracleBelief,VoIThresholdSense_lambda0.01,90,1,5,900,0.79,0.699956,0.475556,0.753333
OracleBelief,VoIThresholdSense_lambda0.01,90,1,6,900,0.833333,0.747378,0.585556,0.925556
OracleBelief,VoIThresholdSense_lambda0.01,90,1,7,900,0.85,0.762532,0.558889,0.827778
OracleBelief,VoIThresholdSense_lambda0.01,90,1,8,900,0.852222,0.743652,0.537778,0.826667
OracleBelief,VoIThresholdSense_lambda0.01,90,1,9,900,0.858889,0.736189,0.575556,0.887778
OracleBelief,VoIThresholdSense_lambda0.01,90,1,10,900,0.813333,0.712937,0.482222,0.721111
OracleBelief,VoIThresholdSense_lambda0.01,90,1,11,900,0.828889,0.730033,0.497778,0.754444
OracleBelief,VoIThresholdSense_lambda0.01,90,1,12,900,0.806667,0.718145,0.526667,0.818889
OracleBelief,VoIThresholdSense_lambda0.01,90,1,13,900,0.818889,0.707169,0.556667,0.847778
OracleBelief,VoIThresholdSense_lambda0.01,90,1,14,900,0.865556,0.752645,0.512222,0.79
OracleBelief,VoIThresholdSense_lambda0.01,90,1,15,900,0.833333,0.739127,0.557778,0.844444
OracleBelief,VoIThresholdSense_lambda0.01,90,1,16,900,0.845556,0.74918,0.516667,0.8
OracleBelief,VoIThresholdSense_lambda0.01,90,1,17,900,0.851111,0.736246,0.527778,0.827778
OracleBelief,VoIThresholdSense_lambda0.01,90,1,18,900,0.875556,0.773495,0.532222,0.8
OracleBelief,VoIThresholdSense_lambda0.01,90,1,19,900,0.814444,0.738176,0.452222,0.698889
OracleBelief,VoIThresholdSense_lambda0.01,90,1,20,900,0.844444,0.729772,0.568889,0.866667
OracleBelief,VoIThresholdSense_lambda0.01,90,1,21,900,0.861111,0.757518,0.518889,0.804444
OracleBelief,VoIThresholdSense_lambda0.01,90,1,22,900,0.833333,0.755257,0.5,0.765556
OracleBelief,VoIThresholdSense_lambda0.01,90,1,23,900,0.861111,0.755086,0.504444,0.81
OracleBelief,VoIThresholdSense_lambda0.01,90,1,24,900,0.852222,0.748931,0.546667,0.833333
OracleBelief,VoIThresholdSense_lambda0.01,90,1,25,900,0.872222,0.752014,0.518889,0.776667
OracleBelief,VoIThresholdSense_lambda0.01,90,1,26,900,0.821111,0.731213,0.548889,0.852222
OracleBelief,VoIThresholdSense_lambda0.01,90,1,27,900,0.85,0.751458,0.533333,0.848889
OracleBelief,VoIThresholdSense_lambda0.01,90,2,3,900,0.851111,0.763568,0.502222,0.995556
OracleBelief,VoIThresholdSense_lambda0.01,90,2,4,900,0.865556,0.7608,0.49,0.974444
OracleBelief,VoIThresholdSense_lambda0.01,90,2,5,900,0.78,0.709679,0.404444,0.835556
OracleBelief,VoIThresholdSense_lambda0.01,90,2,6,900,0.81,0.739063,0.481111,0.994444
OracleBelief,VoIThresholdSense_lambda0.01,90,2,7,900,0.837778,0.754915,0.491111,0.955556
OracleBelief,VoIThresholdSense_lambda0.01,90,2,8,900,0.811111,0.728908,0.45,0.934444
OracleBelief,VoIThresholdSense_lambda0.01,90,2,9,900,0.824444,0.738928,0.493333,0.993333
OracleBelief,VoIThresholdSense_lambda0.01,90,2,10,900,0.798889,0.713955,0.458889,0.927778
OracleBelief,VoIThresholdSense_lambda0.01,90,2,11,900,0.804444,0.734893,0.461111,0.898889
OracleBelief,VoIThresholdSense_lambda0.01,90,2,12,900,0.803333,0.706566,0.455556,0.9
OracleBelief,VoIThresholdSense_lambda0.01,90,2,13,900,0.788889,0.699096,0.465556,0.934444
OracleBelief,VoIThresholdSense_lambda0.01,90,2,14,900,0.841111,0.743104,0.446667,0.888889
OracleBelief,VoIThresholdSense_lambda0.01,90,2,15,900,0.782222,0.736391,0.46,0.908889
OracleBelief,VoIThresholdSense_lambda0.01,90,2,16,900,0.817778,0.735574,0.466667,0.924444
OracleBelief,VoIThresholdSense_lambda0.01,90,2,17,900,0.822222,0.729387,0.472222,0.963333
OracleBelief,VoIThresholdSense_lambda0.01,90,2,18,900,0.846667,0.763393,0.458889,0.914444
OracleBelief,VoIThresholdSense_lambda0.01,90,2,19,900,0.824444,0.73697,0.453333,0.931111
OracleBelief,VoIThresholdSense_lambda0.01,90,2,20,900,0.82,0.73026,0.472222,0.963333
OracleBelief,VoIThresholdSense_lambda0.01,90,2,21,900,0.857778,0.757903,0.473333,0.931111
OracleBelief,VoIThresholdSense_lambda0.01,90,2,22,900,0.821111,0.757719,0.394444,0.77
OracleBelief,VoIThresholdSense_lambda0.01,90,2,23,900,0.831111,0.75803,0.413333,0.853333
OracleBelief,VoIThresholdSense_lambda0.01,90,2,24,900,0.815556,0.737023,0.435556,0.837778
OracleBelief,VoIThresholdSense_lambda0.01,90,2,25,900,0.862222,0.759315,0.473333,0.944444
OracleBelief,VoIThresholdSense_lambda0.01,90,2,26,900,0.773333,0.708942,0.413333,0.82
OracleBelief,VoIThresholdSense_lambda0.01,90,2,27,900,0.837778,0.742207,0.47,0.981111
PeriodicPersistence,NeverSense,24,0,3,900,0.616667,0.611023,0.0,0.0
PeriodicPersistence,NeverSense,24,0,4,900,0.551111,0.538102,0.0,0.0
PeriodicPersistence,NeverSense,24,0,5,900,0.636667,0.631479,0.0,0.0
PeriodicPersistence,NeverSense,24,0,6,900,0.705556,0.700107,0.0,0.0
PeriodicPersistence,NeverSense,24,0,7,900,0.553333,0.545317,0.0,0.0
PeriodicPersistence,NeverSense,24,0,8,900,0.565556,0.558844,0.0,0.0
PeriodicPersistence,NeverSense,24,0,9,900,0.584444,0.570548,0.0,0.0
PeriodicPersistence,NeverSense,24,0,10,900,0.568889,0.562001,0.0,0.0
PeriodicPersistence,NeverSense,24,0,11,900,0.578889,0.558567,0.0,0.0
PeriodicPersistence,NeverSense,24,0,12,900,0.676667,0.669851,0.0,0.0
PeriodicPersistence,NeverSense,24,0,13,900,0.706667,0.70409,0.0,0.0
PeriodicPersistence,NeverSense,24,0,14,900,0.544444,0.545099,0.0,0.0
PeriodicPersistence,NeverSense,24,0,15,900,0.522222,0.535137,0.0,0.0
PeriodicPersistence,NeverSense,24,0,16,900,0.525556,0.52371,0.0,0.0
PeriodicPersistence,NeverSense,24,0,17,900,0.551111,0.551163,0.0,0.0
PeriodicPersistence,NeverSense,24,0,18,900,0.543333,0.531721,0.0,0.0
PeriodicPersistence,NeverSense,24,0,19,900,0.652222,0.650798,0.0,0.0
PeriodicPersistence,NeverSense,24,0,20,900,0.715556,0.698637,0.0,0.0
PeriodicPersistence,NeverSense,24,0,21,900,0.563333,0.546388,0.0,0.0
PeriodicPersistence,NeverSense,24,0,22,900,0.555556,0.548139,0.0,0.0
PeriodicPersistence,NeverSense,24,0,23,900,0.554444,0.548339,0.0,0.0
PeriodicPersistence,NeverSense,24,0,24,900,0.524444,0.542739,0.0,0.0
PeriodicPersistence,NeverSense,24,0,25,900,0.522222,0.513827,0.0,0.0
PeriodicPersistence,NeverSense,24,0,26,900,0.617778,0.635525,0.0,0.0
PeriodicPersistence,NeverSense,24,0,27,900,0.673333,0.700832,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,3,900,0.616667,0.611023,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,4,900,0.551111,0.538102,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,5,900,0.636667,0.631479,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,6,900,0.705556,0.700107,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,7,900,0.553333,0.545317,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,8,900,0.565556,0.558844,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,9,900,0.584444,0.570548,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,10,900,0.568889,0.562001,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,11,900,0.578889,0.558567,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,12,900,0.676667,0.669851,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,13,900,0.706667,0.70409,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,14,900,0.544444,0.545099,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,15,900,0.522222,0.535137,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,16,900,0.525556,0.52371,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,17,900,0.551111,0.551163,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,18,900,0.543333,0.531721,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,19,900,0.652222,0.650798,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,20,900,0.715556,0.698637,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,21,900,0.563333,0.546388,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,22,900,0.555556,0.548139,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,23,900,0.554444,0.548339,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,24,900,0.524444,0.542739,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,25,900,0.522222,0.513827,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,26,900,0.617778,0.635525,0.0,0.0
PeriodicPersistence,NeverSense,24,0.25,27,900,0.673333,0.700832,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,3,900,0.616667,0.611023,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,4,900,0.551111,0.538102,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,5,900,0.636667,0.631479,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,6,900,0.705556,0.700107,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,7,900,0.553333,0.545317,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,8,900,0.565556,0.558844,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,9,900,0.584444,0.570548,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,10,900,0.568889,0.562001,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,11,900,0.578889,0.558567,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,12,900,0.676667,0.669851,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,13,900,0.706667,0.70409,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,14,900,0.544444,0.545099,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,15,900,0.522222,0.535137,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,16,900,0.525556,0.52371,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,17,900,0.551111,0.551163,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,18,900,0.543333,0.531721,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,19,900,0.652222,0.650798,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,20,900,0.715556,0.698637,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,21,900,0.563333,0.546388,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,22,900,0.555556,0.548139,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,23,900,0.554444,0.548339,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,24,900,0.524444,0.542739,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,25,900,0.522222,0.513827,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,26,900,0.617778,0.635525,0.0,0.0
PeriodicPersistence,NeverSense,24,0.5,27,900,0.673333,0.700832,0.0,0.0
PeriodicPersistence,NeverSense,24,1,3,900,0.616667,0.611023,0.0,0.0
PeriodicPersistence,NeverSense,24,1,4,900,0.551111,0.538102,0.0,0.0
PeriodicPersistence,NeverSense,24,1,5,900,0.636667,0.631479,0.0,0.0
PeriodicPersistence,NeverSense,24,1,6,900,0.705556,0.700107,0.0,0.0
PeriodicPersistence,NeverSense,24,1,7,900,0.553333,0.545317,0.0,0.0
PeriodicPersistence,NeverSense,24,1,8,900,0.565556,0.558844,0.0,0.0
PeriodicPersistence,NeverSense,24,1,9,900,0.584444,0.570548,0.0,0.0
PeriodicPersistence,NeverSense,24,1,10,900,0.568889,0.562001,0.0,0.0
PeriodicPersistence,NeverSense,24,1,11,900,0.578889,0.558567,0.0,0.0
PeriodicPersistence,NeverSense,24,1,12,900,0.676667,0.669851,0.0,0.0
PeriodicPersistence,NeverSense,24,1,13,900,0.706667,0.70409,0.0,0.0
PeriodicPersistence,NeverSense,24,1,14,900,0.544444,0.545099,0.0,0.0
PeriodicPersistence,NeverSense,24,1,15,900,0.522222,0.535137,0.0,0.0
PeriodicPersistence,NeverSense,24,1,16,900,0.525556,0.52371,0.0,0.0
PeriodicPersistence,NeverSense,24,1,17,900,0.551111,0.551163,0.0,0.0
PeriodicPersistence,NeverSense,24,1,18,900,0.543333,0.531721,0.0,0.0
PeriodicPersistence,NeverSense,24,1,19,900,0.652222,0.650798,0.0,0.0
PeriodicPersistence,NeverSense,24,1,20,900,0.715556,0.698637,0.0,0.0
PeriodicPersistence,NeverSense,24,1,21,900,0.563333,0.546388,0.0,0.0
PeriodicPersistence,NeverSense,24,1,22,900,0.555556,0.548139,0.0,0.0
PeriodicPersistence,NeverSense,24,1,23,900,0.554444,0.548339,0.0,0.0
PeriodicPersistence,NeverSense,24,1,24,900,0.524444,0.542739,0.0,0.0
PeriodicPersistence,NeverSense,24,1,25,900,0.522222,0.513827,0.0,0.0
PeriodicPersistence,NeverSense,24,1,26,900,0.617778,0.635525,0.0,0.0
PeriodicPersistence,NeverSense,24,1,27,900,0.673333,0.700832,0.0,0.0
PeriodicPersistence,NeverSense,24,2,3,900,0.616667,0.611023,0.0,0.0
PeriodicPersistence,NeverSense,24,2,4,900,0.551111,0.538102,0.0,0.0
PeriodicPersistence,NeverSense,24,2,5,900,0.636667,0.631479,0.0,0.0
PeriodicPersistence,NeverSense,24,2,6,900,0.705556,0.700107,0.0,0.0
PeriodicPersistence,NeverSense,24,2,7,900,0.553333,0.545317,0.0,0.0
PeriodicPersistence,NeverSense,24,2,8,900,0.565556,0.558844,0.0,0.0
PeriodicPersistence,NeverSense,24,2,9,900,0.584444,0.570548,0.0,0.0
PeriodicPersistence,NeverSense,24,2,10,900,0.568889,0.562001,0.0,0.0
PeriodicPersistence,NeverSense,24,2,11,900,0.578889,0.558567,0.0,0.0
PeriodicPersistence,NeverSense,24,2,12,900,0.676667,0.669851,0.0,0.0
PeriodicPersistence,NeverSense,24,2,13,900,0.706667,0.70409,0.0,0.0
PeriodicPersistence,NeverSense,24,2,14,900,0.544444,0.545099,0.0,0.0
PeriodicPersistence,NeverSense,24,2,15,900,0.522222,0.535137,0.0,0.0
PeriodicPersistence,NeverSense,24,2,16,900,0.525556,0.52371,0.0,0.0
PeriodicPersistence,NeverSense,24,2,17,900,0.551111,0.551163,0.0,0.0
PeriodicPersistence,NeverSense,24,2,18,900,0.543333,0.531721,0.0,0.0
PeriodicPersistence,NeverSense,24,2,19,900,0.652222,0.650798,0.0,0.0
PeriodicPersistence,NeverSense,24,2,20,900,0.715556,0.698637,0.0,0.0
PeriodicPersistence,NeverSense,24,2,21,900,0.563333,0.546388,0.0,0.0
PeriodicPersistence,NeverSense,24,2,22,900,0.555556,0.548139,0.0,0.0
PeriodicPersistence,NeverSense,24,2,23,900,0.554444,0.548339,0.0,0.0
PeriodicPersistence,NeverSense,24,2,24,900,0.524444,0.542739,0.0,0.0
PeriodicPersistence,NeverSense,24,2,25,900,0.522222,0.513827,0.0,0.0
PeriodicPersistence,NeverSense,24,2,26,900,0.617778,0.635525,0.0,0.0
PeriodicPersistence,NeverSense,24,2,27,900,0.673333,0.700832,0.0,0.0
PeriodicPersistence,NeverSense,90,0,3,900,0.616667,0.611173,0.0,0.0
PeriodicPersistence,NeverSense,90,0,4,900,0.55,0.538106,0.0,0.0
PeriodicPersistence,NeverSense,90,0,5,900,0.636667,0.631449,0.0,0.0
PeriodicPersistence,NeverSense,90,0,6,900,0.705556,0.699988,0.0,0.0
PeriodicPersistence,NeverSense,90,0,7,900,0.553333,0.545178,0.0,0.0
PeriodicPersistence,NeverSense,90,0,8,900,0.565556,0.558844,0.0,0.0
PeriodicPersistence,NeverSense,90,0,9,900,0.584444,0.570519,0.0,0.0
PeriodicPersistence,NeverSense,90,0,10,900,0.568889,0.561919,0.0,0.0
PeriodicPersistence,NeverSense,90,0,11,900,0.578889,0.558479,0.0,0.0
PeriodicPersistence,NeverSense,90,0,12,900,0.676667,0.66983,0.0,0.0
PeriodicPersistence,NeverSense,90,0,13,900,0.707778,0.704071,0.0,0.0
PeriodicPersistence,NeverSense,90,0,14,900,0.544444,0.545062,0.0,0.0
PeriodicPersistence,NeverSense,90,0,15,900,0.522222,0.535126,0.0,0.0
PeriodicPersistence,NeverSense,90,0,16,900,0.525556,0.523638,0.0,0.0
PeriodicPersistence,NeverSense,90,0,17,900,0.551111,0.551097,0.0,0.0
PeriodicPersistence,NeverSense,90,0,18,900,0.543333,0.531577,0.0,0.0
PeriodicPersistence,NeverSense,90,0,19,900,0.652222,0.650798,0.0,0.0
PeriodicPersistence,NeverSense,90,0,20,900,0.715556,0.698637,0.0,0.0
PeriodicPersistence,NeverSense,90,0,21,900,0.563333,0.546581,0.0,0.0
PeriodicPersistence,NeverSense,90,0,22,900,0.555556,0.548022,0.0,0.0
PeriodicPersistence,NeverSense,90,0,23,900,0.554444,0.548483,0.0,0.0
PeriodicPersistence,NeverSense,90,0,24,900,0.524444,0.542739,0.0,0.0
PeriodicPersistence,NeverSense,90,0,25,900,0.522222,0.513827,0.0,0.0
PeriodicPersistence,NeverSense,90,0,26,900,0.617778,0.635525,0.0,0.0
PeriodicPersistence,NeverSense,90,0,27,900,0.673333,0.700832,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,3,900,0.616667,0.611173,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,4,900,0.55,0.538106,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,5,900,0.636667,0.631449,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,6,900,0.705556,0.699988,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,7,900,0.553333,0.545178,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,8,900,0.565556,0.558844,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,9,900,0.584444,0.570519,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,10,900,0.568889,0.561919,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,11,900,0.578889,0.558479,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,12,900,0.676667,0.66983,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,13,900,0.707778,0.704071,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,14,900,0.544444,0.545062,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,15,900,0.522222,0.535126,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,16,900,0.525556,0.523638,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,17,900,0.551111,0.551097,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,18,900,0.543333,0.531577,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,19,900,0.652222,0.650798,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,20,900,0.715556,0.698637,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,21,900,0.563333,0.546581,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,22,900,0.555556,0.548022,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,23,900,0.554444,0.548483,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,24,900,0.524444,0.542739,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,25,900,0.522222,0.513827,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,26,900,0.617778,0.635525,0.0,0.0
PeriodicPersistence,NeverSense,90,0.25,27,900,0.673333,0.700832,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,3,900,0.616667,0.611173,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,4,900,0.55,0.538106,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,5,900,0.636667,0.631449,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,6,900,0.705556,0.699988,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,7,900,0.553333,0.545178,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,8,900,0.565556,0.558844,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,9,900,0.584444,0.570519,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,10,900,0.568889,0.561919,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,11,900,0.578889,0.558479,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,12,900,0.676667,0.66983,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,13,900,0.707778,0.704071,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,14,900,0.544444,0.545062,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,15,900,0.522222,0.535126,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,16,900,0.525556,0.523638,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,17,900,0.551111,0.551097,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,18,900,0.543333,0.531577,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,19,900,0.652222,0.650798,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,20,900,0.715556,0.698637,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,21,900,0.563333,0.546581,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,22,900,0.555556,0.548022,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,23,900,0.554444,0.548483,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,24,900,0.524444,0.542739,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,25,900,0.522222,0.513827,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,26,900,0.617778,0.635525,0.0,0.0
PeriodicPersistence,NeverSense,90,0.5,27,900,0.673333,0.700832,0.0,0.0
PeriodicPersistence,NeverSense,90,1,3,900,0.616667,0.611173,0.0,0.0
PeriodicPersistence,NeverSense,90,1,4,900,0.55,0.538106,0.0,0.0
PeriodicPersistence,NeverSense,90,1,5,900,0.636667,0.631449,0.0,0.0
PeriodicPersistence,NeverSense,90,1,6,900,0.705556,0.699988,0.0,0.0
PeriodicPersistence,NeverSense,90,1,7,900,0.553333,0.545178,0.0,0.0
PeriodicPersistence,NeverSense,90,1,8,900,0.565556,0.558844,0.0,0.0
PeriodicPersistence,NeverSense,90,1,9,900,0.584444,0.570519,0.0,0.0
PeriodicPersistence,NeverSense,90,1,10,900,0.568889,0.561919,0.0,0.0
PeriodicPersistence,NeverSense,90,1,11,900,0.578889,0.558479,0.0,0.0
PeriodicPersistence,NeverSense,90,1,12,900,0.676667,0.66983,0.0,0.0
PeriodicPersistence,NeverSense,90,1,13,900,0.707778,0.704071,0.0,0.0
PeriodicPersistence,NeverSense,90,1,14,900,0.544444,0.545062,0.0,0.0
PeriodicPersistence,NeverSense,90,1,15,900,0.522222,0.535126,0.0,0.0
PeriodicPersistence,NeverSense,90,1,16,900,0.525556,0.523638,0.0,0.0
PeriodicPersistence,NeverSense,90,1,17,900,0.551111,0.551097,0.0,0.0
PeriodicPersistence,NeverSense,90,1,18,900,0.543333,0.531577,0.0,0.0
PeriodicPersistence,NeverSense,90,1,19,900,0.652222,0.650798,0.0,0.0
PeriodicPersistence,NeverSense,90,1,20,900,0.715556,0.698637,0.0,0.0
PeriodicPersistence,NeverSense,90,1,21,900,0.563333,0.546581,0.0,0.0
PeriodicPersistence,NeverSense,90,1,22,900,0.555556,0.548022,0.0,0.0
PeriodicPersistence,NeverSense,90,1,23,900,0.554444,0.548483,0.0,0.0
PeriodicPersistence,NeverSense,90,1,24,900,0.524444,0.542739,0.0,0.0
PeriodicPersistence,NeverSense,90,1,25,900,0.522222,0.513827,0.0,0.0
PeriodicPersistence,NeverSense,90,1,26,900,0.617778,0.635525,0.0,0.0
PeriodicPersistence,NeverSense,90,1,27,900,0.673333,0.700832,0.0,0.0
PeriodicPersistence,NeverSense,90,2,3,900,0.616667,0.611173,0.0,0.0
PeriodicPersistence,NeverSense,90,2,4,900,0.55,0.538106,0.0,0.0
PeriodicPersistence,NeverSense,90,2,5,900,0.636667,0.631449,0.0,0.0
PeriodicPersistence,NeverSense,90,2,6,900,0.705556,0.699988,0.0,0.0
PeriodicPersistence,NeverSense,90,2,7,900,0.553333,0.545178,0.0,0.0
