belief,policy,budget,room_change_cost,day_index,n,task_accuracy,belief_accuracy,senses_per_question,cost_per_question
LastObservation,SequentialSearch,90,1,25,900,0.612222,0.591821,0.585556,1.0
LastObservation,SequentialSearch,90,1,26,900,0.714444,0.694452,0.601111,1.0
LastObservation,SequentialSearch,90,1,27,900,0.765556,0.752774,0.601111,1.0
LastObservation,SequentialSearch,90,2,3,900,0.653333,0.648779,0.453333,1.0
LastObservation,SequentialSearch,90,2,4,900,0.627778,0.586797,0.428889,1.0
LastObservation,SequentialSearch,90,2,5,900,0.716667,0.686918,0.433333,1.0
LastObservation,SequentialSearch,90,2,6,900,0.754444,0.738522,0.442222,1.0
LastObservation,SequentialSearch,90,2,7,900,0.615556,0.588946,0.433333,1.0
LastObservation,SequentialSearch,90,2,8,900,0.628889,0.616732,0.462222,1.0
LastObservation,SequentialSearch,90,2,9,900,0.645556,0.620713,0.411111,1.0
LastObservation,SequentialSearch,90,2,10,900,0.641111,0.614218,0.435556,1.0
LastObservation,SequentialSearch,90,2,11,900,0.654444,0.618236,0.444444,1.0
LastObservation,SequentialSearch,90,2,12,900,0.754444,0.740384,0.44,1.0
LastObservation,SequentialSearch,90,2,13,900,0.774444,0.75709,0.44,1.0
LastObservation,SequentialSearch,90,2,14,900,0.615556,0.59024,0.435556,1.0
LastObservation,SequentialSearch,90,2,15,900,0.613333,0.594418,0.457778,1.0
LastObservation,SequentialSearch,90,2,16,900,0.615556,0.590078,0.442222,1.0
LastObservation,SequentialSearch,90,2,17,900,0.611111,0.588929,0.44,1.0
LastObservation,SequentialSearch,90,2,18,900,0.615556,0.584458,0.424444,1.0
LastObservation,SequentialSearch,90,2,19,900,0.715556,0.70715,0.431111,1.0
LastObservation,SequentialSearch,90,2,20,900,0.776667,0.746894,0.46,1.0
LastObservation,SequentialSearch,90,2,21,900,0.606667,0.584508,0.442222,1.0
LastObservation,SequentialSearch,90,2,22,900,0.626667,0.599086,0.453333,1.0
LastObservation,SequentialSearch,90,2,23,900,0.607778,0.591937,0.44,1.0
LastObservation,SequentialSearch,90,2,24,900,0.612222,0.601065,0.457778,1.0
LastObservation,SequentialSearch,90,2,25,900,0.6,0.587173,0.437778,1.0
LastObservation,SequentialSearch,90,2,26,900,0.716667,0.696396,0.457778,1.0
LastObservation,SequentialSearch,90,2,27,900,0.755556,0.751236,0.444444,1.0
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,3,900,0.644444,0.636783,0.225556,0.225556
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,4,900,0.584444,0.556758,0.22,0.22
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,5,900,0.712222,0.688865,0.24,0.24
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,6,900,0.752222,0.744723,0.258889,0.258889
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,7,900,0.606667,0.592156,0.266667,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,8,900,0.615556,0.599116,0.236667,0.236667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,9,900,0.642222,0.619035,0.26,0.26
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,10,900,0.627778,0.601122,0.266667,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,11,900,0.624444,0.600515,0.234444,0.234444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,12,900,0.747778,0.731021,0.244444,0.244444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,13,900,0.756667,0.739882,0.25,0.25
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,14,900,0.613333,0.590435,0.266667,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,15,900,0.597778,0.585121,0.246667,0.246667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,16,900,0.594444,0.575745,0.266667,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,17,900,0.606667,0.577003,0.266667,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,18,900,0.598889,0.578113,0.241111,0.241111
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,19,900,0.713333,0.699025,0.266667,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,20,900,0.768889,0.735674,0.24,0.24
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,21,900,0.598889,0.56793,0.266667,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,22,900,0.612222,0.588167,0.266667,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,23,900,0.61,0.592811,0.266667,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,24,900,0.588889,0.59237,0.266667,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,25,900,0.596667,0.579401,0.266667,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,26,900,0.693333,0.689151,0.266667,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0,27,900,0.741111,0.738581,0.233333,0.233333
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,3,900,0.644444,0.63651,0.212222,0.230833
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,4,900,0.584444,0.557485,0.2,0.220556
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,5,900,0.697778,0.686798,0.222222,0.242222
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,6,900,0.746667,0.73595,0.226667,0.245
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,7,900,0.595556,0.578875,0.24,0.259167
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,8,900,0.602222,0.58868,0.241111,0.261667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,9,900,0.634444,0.611588,0.242222,0.262778
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,10,900,0.596667,0.590865,0.237778,0.259167
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,11,900,0.626667,0.594505,0.206667,0.221944
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,12,900,0.733333,0.714958,0.184444,0.203333
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,13,900,0.764444,0.745088,0.224444,0.245
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,14,900,0.612222,0.586313,0.243333,0.2625
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,15,900,0.576667,0.581083,0.238889,0.258333
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,16,900,0.58,0.565011,0.222222,0.239444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,17,900,0.592222,0.573977,0.241111,0.261389
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,18,900,0.603333,0.577408,0.201111,0.216944
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,19,900,0.702222,0.694092,0.212222,0.233056
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,20,900,0.761111,0.730137,0.187778,0.205278
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,21,900,0.592222,0.564187,0.244444,0.262222
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,22,900,0.582222,0.570442,0.218889,0.235833
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,23,900,0.57,0.557052,0.185556,0.201389
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,24,900,0.578889,0.575383,0.243333,0.262778
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,25,900,0.565556,0.550819,0.242222,0.261389
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,26,900,0.661111,0.662686,0.175556,0.190833
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.25,27,900,0.735556,0.73705,0.207778,0.224722
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,3,900,0.641111,0.636619,0.206667,0.243333
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,4,900,0.59,0.555241,0.213333,0.254444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,5,900,0.697778,0.680274,0.208889,0.242778
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,6,900,0.763333,0.748167,0.221111,0.257222
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,7,900,0.583333,0.565072,0.217778,0.257778
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,8,900,0.601111,0.586263,0.227778,0.265
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,9,900,0.637778,0.618154,0.226667,0.263333
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,10,900,0.616667,0.604879,0.227778,0.264444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,11,900,0.637778,0.603646,0.225556,0.264444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,12,900,0.732222,0.723543,0.214444,0.252222
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,13,900,0.752222,0.737765,0.215556,0.255
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,14,900,0.611111,0.585519,0.23,0.263889
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,15,900,0.581111,0.574817,0.228889,0.264444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,16,900,0.587778,0.567749,0.226667,0.263333
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,17,900,0.604444,0.576522,0.218889,0.253333
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,18,900,0.587778,0.567183,0.206667,0.238889
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,19,900,0.695556,0.686402,0.22,0.259444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,20,900,0.761111,0.730927,0.181111,0.214444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,21,900,0.584444,0.564475,0.225556,0.261667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,22,900,0.597778,0.574933,0.214444,0.249444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,23,900,0.584444,0.579374,0.231111,0.263889
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,24,900,0.572222,0.579358,0.221111,0.256667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,25,900,0.554444,0.544944,0.227778,0.263333
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,26,900,0.642222,0.652133,0.196667,0.227222
LastObservation,VoIBudgetPriceSense_gamma0.1,24,0.5,27,900,0.723333,0.730386,0.195556,0.227222
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,3,900,0.628889,0.626249,0.187778,0.251111
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,4,900,0.577778,0.548622,0.203333,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,5,900,0.682222,0.657507,0.182222,0.244444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,6,900,0.737778,0.726053,0.178889,0.24
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,7,900,0.582222,0.569902,0.205556,0.264444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,8,900,0.598889,0.591472,0.202222,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,9,900,0.634444,0.610238,0.197778,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,10,900,0.606667,0.597599,0.203333,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,11,900,0.63,0.590761,0.2,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,12,900,0.75,0.72907,0.18,0.236667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,13,900,0.745556,0.730707,0.194444,0.257778
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,14,900,0.611111,0.584879,0.204444,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,15,900,0.566667,0.568914,0.2,0.265556
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,16,900,0.581111,0.564658,0.202222,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,17,900,0.594444,0.576162,0.207778,0.265556
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,18,900,0.576667,0.5677,0.186667,0.242222
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,19,900,0.688889,0.678446,0.182222,0.244444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,20,900,0.75,0.715538,0.171111,0.233333
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,21,900,0.585556,0.563978,0.207778,0.265556
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,22,900,0.598889,0.575799,0.187778,0.251111
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,23,900,0.585556,0.574646,0.206667,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,24,900,0.566667,0.575635,0.204444,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,25,900,0.583333,0.564485,0.203333,0.265556
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,26,900,0.67,0.668762,0.208889,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,1,27,900,0.731111,0.729271,0.18,0.241111
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,3,900,0.611111,0.609021,0.156667,0.258889
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,4,900,0.585556,0.555931,0.168889,0.26
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,5,900,0.688889,0.660905,0.16,0.248889
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,6,900,0.746667,0.729524,0.141111,0.234444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,7,900,0.576667,0.567281,0.171111,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,8,900,0.593333,0.58107,0.167778,0.265556
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,9,900,0.608889,0.593818,0.162222,0.262222
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,10,900,0.602222,0.595287,0.17,0.265556
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,11,900,0.621111,0.584677,0.155556,0.246667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,12,900,0.732222,0.713513,0.146667,0.24
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,13,900,0.746667,0.729637,0.15,0.243333
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,14,900,0.59,0.578402,0.173333,0.264444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,15,900,0.567778,0.559351,0.178889,0.265556
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,16,900,0.558889,0.548366,0.165556,0.265556
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,17,900,0.567778,0.558967,0.161111,0.238889
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,18,900,0.565556,0.54614,0.156667,0.243333
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,19,900,0.692222,0.679712,0.161111,0.245556
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,20,900,0.744444,0.714233,0.147778,0.225556
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,21,900,0.576667,0.554872,0.175556,0.264444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,22,900,0.587778,0.563814,0.161111,0.254444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,23,900,0.58,0.571064,0.173333,0.264444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,24,900,0.556667,0.566739,0.168889,0.266667
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,25,900,0.567778,0.545395,0.168889,0.264444
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,26,900,0.662222,0.660864,0.176667,0.261111
LastObservation,VoIBudgetPriceSense_gamma0.1,24,2,27,900,0.717778,0.722773,0.152222,0.241111
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,3,900,0.712222,0.685883,0.785556,0.785556
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,4,900,0.684444,0.629,0.804444,0.804444
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,5,900,0.777778,0.740758,0.616667,0.616667
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,6,900,0.817778,0.797845,0.574444,0.574444
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,7,900,0.654444,0.625147,0.936667,0.936667
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,8,900,0.665556,0.636253,0.991111,0.991111
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,9,900,0.682222,0.63993,0.848889,0.848889
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,10,900,0.667778,0.62616,0.947778,0.947778
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,11,900,0.678889,0.632635,0.88,0.88
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,12,900,0.792222,0.763372,0.56,0.56
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,13,900,0.822222,0.795096,0.6,0.6
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,14,900,0.651111,0.610027,0.965556,0.965556
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,15,900,0.64,0.615897,0.881111,0.881111
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,16,900,0.647778,0.608313,1.0,1.0
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,17,900,0.672222,0.629683,0.908889,0.908889
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,18,900,0.623333,0.598085,0.901111,0.901111
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,19,900,0.746667,0.71941,0.811111,0.811111
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,20,900,0.832222,0.783298,0.404444,0.404444
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,21,900,0.656667,0.617393,0.912222,0.912222
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,22,900,0.676667,0.627238,0.935556,0.935556
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,23,900,0.643333,0.619395,0.978889,0.978889
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,24,900,0.658889,0.638427,0.87,0.87
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,25,900,0.645556,0.60387,0.927778,0.927778
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,26,900,0.776667,0.747572,0.767778,0.767778
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0,27,900,0.81,0.78608,0.572222,0.572222
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,3,900,0.718889,0.689007,0.731111,0.794167
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,4,900,0.676667,0.623812,0.846667,0.911111
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,5,900,0.783333,0.734367,0.598889,0.6475
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,6,900,0.815556,0.794021,0.544444,0.586667
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,7,900,0.653333,0.621145,0.886667,0.945833
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,8,900,0.663333,0.63418,0.88,0.946667
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,9,900,0.68,0.641233,0.812222,0.872222
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,10,900,0.658889,0.623271,0.872222,0.937222
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,11,900,0.68,0.629471,0.835556,0.895833
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,12,900,0.813333,0.783301,0.547778,0.5925
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,13,900,0.838889,0.821015,0.655556,0.708056
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,14,900,0.657778,0.611345,0.898889,0.96
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,15,900,0.635556,0.613087,0.838889,0.899722
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,16,900,0.64,0.604505,0.927778,0.995833
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,17,900,0.673333,0.62143,0.891111,0.957222
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,18,900,0.626667,0.595698,0.837778,0.898056
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,19,900,0.747778,0.718342,0.824444,0.890833
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,20,900,0.832222,0.786014,0.49,0.533611
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,21,900,0.647778,0.616843,0.868889,0.931944
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,22,900,0.661111,0.621167,0.878889,0.9425
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,23,900,0.644444,0.613352,0.903333,0.969722
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,24,900,0.651111,0.634579,0.802222,0.863889
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,25,900,0.636667,0.597758,0.872222,0.933889
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,26,900,0.778889,0.744057,0.721111,0.780278
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.25,27,900,0.803333,0.78262,0.607778,0.656667
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,3,900,0.712222,0.688428,0.697778,0.815
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,4,900,0.662222,0.609902,0.817778,0.935
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,5,900,0.77,0.718302,0.591111,0.680556
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,6,900,0.822222,0.797684,0.531111,0.618333
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,7,900,0.656667,0.621278,0.804444,0.915
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,8,900,0.66,0.634952,0.85,0.971111
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,9,900,0.68,0.640351,0.763333,0.877222
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,10,900,0.653333,0.626422,0.835556,0.951667
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,11,900,0.682222,0.634281,0.791111,0.907222
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,12,900,0.823333,0.795367,0.567778,0.667222
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,13,900,0.827778,0.799384,0.654444,0.758333
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,14,900,0.657778,0.615258,0.853333,0.967222
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,15,900,0.644444,0.615698,0.788889,0.903333
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,16,900,0.64,0.60098,0.87,0.996667
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,17,900,0.657778,0.618974,0.843333,0.964444
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,18,900,0.624444,0.5937,0.788889,0.900556
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,19,900,0.752222,0.72122,0.797778,0.918333
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,20,900,0.816667,0.772176,0.402222,0.473333
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,21,900,0.643333,0.613029,0.817778,0.932778
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,22,900,0.65,0.614534,0.827778,0.946667
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,23,900,0.643333,0.616201,0.85,0.976111
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,24,900,0.647778,0.628702,0.76,0.872222
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,25,900,0.63,0.600627,0.831111,0.950556
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,26,900,0.777778,0.742593,0.701111,0.807222
LastObservation,VoIBudgetPriceSense_gamma0.1,90,0.5,27,900,0.802222,0.78506,0.502222,0.587778
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,3,900,0.696667,0.672924,0.641111,0.838889
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,4,900,0.652222,0.603217,0.743333,0.962222
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,5,900,0.767778,0.724008,0.571111,0.741111
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,6,900,0.797778,0.776368,0.375556,0.504444
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,7,900,0.642222,0.616064,0.731111,0.924444
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,8,900,0.647778,0.625524,0.747778,0.957778
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,9,900,0.676667,0.636718,0.716667,0.923333
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,10,900,0.654444,0.62638,0.746667,0.95
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,11,900,0.664444,0.62198,0.663333,0.855556
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,12,900,0.803333,0.773179,0.495556,0.653333
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,13,900,0.813333,0.792221,0.543333,0.716667
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,14,900,0.644444,0.602095,0.763333,0.97
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,15,900,0.625556,0.605785,0.716667,0.918889
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,16,900,0.644444,0.600408,0.78,1.0
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,17,900,0.655556,0.617933,0.776667,0.997778
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,18,900,0.627778,0.594309,0.708889,0.902222
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,19,900,0.748889,0.715498,0.626667,0.823333
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,20,900,0.823333,0.778472,0.388889,0.524444
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,21,900,0.633333,0.603873,0.736667,0.942222
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,22,900,0.643333,0.608423,0.752222,0.956667
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,23,900,0.638889,0.615815,0.784444,1.0
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,24,900,0.644444,0.627761,0.662222,0.853333
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,25,900,0.631111,0.597207,0.735556,0.936667
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,26,900,0.748889,0.718905,0.582222,0.758889
LastObservation,VoIBudgetPriceSense_gamma0.1,90,1,27,900,0.813333,0.785675,0.494444,0.666667
LastObservation,VoIBudgetPriceSense_gamma0.1,90,2,3,900,0.69,0.668743,0.592222,0.921111
LastObservation,VoIBudgetPriceSense_gamma0.1,90,2,4,900,0.638889,0.594841,0.634444,0.97
LastObservation,VoIBudgetPriceSense_gamma0.1,90,2,5,900,0.731111,0.694061,0.486667,0.753333
LastObservation,VoIBudgetPriceSense_gamma0.1,90,2,6,900,0.794444,0.772193,0.357778,0.566667
LastObservation,VoIBudgetPriceSense_gamma0.1,90,2,7,900,0.634444,0.60771,0.621111,0.934444
LastObservation,VoIBudgetPriceSense_gamma0.1,90,2,8,900,0.633333,0.617657,0.631111,0.975556
LastObservation,VoIBudgetPriceSense_gamma0.1,90,2,9,900,0.661111,0.626236,0.525556,0.841111
LastObservation,VoIBudgetPriceSense_gamma0.1,90,2,10,900,0.648889,0.622707,0.61,0.932222
LastObservation,VoIBudgetPriceSense_gamma0.1,90,2,11,900,0.666667,0.62061,0.597778,0.9
