belief,alpha,mode,age_bin,n,n_covered,coverage,qhat,target,n_calibration,fallback_to_global
"TimetableLookup(bin=1h,days=all,hl=24h)",0.02,age_binned,0-6h,4947,4947,1.0,1.0,0.98,6132,False
"TimetableLookup(bin=1h,days=all,hl=24h)",0.02,age_binned,6-24h,11660,11660,1.0,1.0,0.98,12053,False
"TimetableLookup(bin=1h,days=all,hl=24h)",0.02,age_binned,24-72h,4691,4691,1.0,1.0,0.98,3750,False
"TimetableLookup(bin=1h,days=all,hl=24h)",0.02,age_binned,72h+,1202,1202,1.0,1.0,0.98,565,False
"TimetableLookup(bin=1h,days=all,hl=24h)",0.05,global,0-6h,4947,4947,1.0,1.0,0.95,6132,
"TimetableLookup(bin=1h,days=all,hl=24h)",0.05,global,6-24h,11660,11660,1.0,1.0,0.95,12053,
"TimetableLookup(bin=1h,days=all,hl=24h)",0.05,global,24-72h,4691,4691,1.0,1.0,0.95,3750,
"TimetableLookup(bin=1h,days=all,hl=24h)",0.05,global,72h+,1202,1202,1.0,1.0,0.95,565,
"TimetableLookup(bin=1h,days=all,hl=24h)",0.05,age_binned,0-6h,4947,4947,1.0,1.0,0.95,6132,False
"TimetableLookup(bin=1h,days=all,hl=24h)",0.05,age_binned,6-24h,11660,11660,1.0,1.0,0.95,12053,False
"TimetableLookup(bin=1h,days=all,hl=24h)",0.05,age_binned,24-72h,4691,4691,1.0,1.0,0.95,3750,False
"TimetableLookup(bin=1h,days=all,hl=24h)",0.05,age_binned,72h+,1202,1202,1.0,1.0,0.95,565,False
"TimetableLookup(bin=1h,days=all,hl=24h)",0.1,global,0-6h,4947,4947,1.0,1.0,0.9,6132,
"TimetableLookup(bin=1h,days=all,hl=24h)",0.1,global,6-24h,11660,11660,1.0,1.0,0.9,12053,
"TimetableLookup(bin=1h,days=all,hl=24h)",0.1,global,24-72h,4691,4691,1.0,1.0,0.9,3750,
"TimetableLookup(bin=1h,days=all,hl=24h)",0.1,global,72h+,1202,1202,1.0,1.0,0.9,565,
"TimetableLookup(bin=1h,days=all,hl=24h)",0.1,age_binned,0-6h,4947,4947,1.0,1.0,0.9,6132,False
"TimetableLookup(bin=1h,days=all,hl=24h)",0.1,age_binned,6-24h,11660,11660,1.0,1.0,0.9,12053,False
"TimetableLookup(bin=1h,days=all,hl=24h)",0.1,age_binned,24-72h,4691,4691,1.0,1.0,0.9,3750,False
"TimetableLookup(bin=1h,days=all,hl=24h)",0.1,age_binned,72h+,1202,1202,1.0,1.0,0.9,565,False
"TimetableLookup(bin=1h,days=all,hl=24h)",0.2,global,0-6h,4947,4947,1.0,1.0,0.8,6132,
"TimetableLookup(bin=1h,days=all,hl=24h)",0.2,global,6-24h,11660,11660,1.0,1.0,0.8,12053,
"TimetableLookup(bin=1h,days=all,hl=24h)",0.2,global,24-72h,4691,4691,1.0,1.0,0.8,3750,
"TimetableLookup(bin=1h,days=all,hl=24h)",0.2,global,72h+,1202,1202,1.0,1.0,0.8,565,
"TimetableLookup(bin=1h,days=all,hl=24h)",0.2,age_binned,0-6h,4947,3907,0.789772,0.952381,0.8,6132,False
"TimetableLookup(bin=1h,days=all,hl=24h)",0.2,age_binned,6-24h,11660,11660,1.0,1.0,0.8,12053,False
"TimetableLookup(bin=1h,days=all,hl=24h)",0.2,age_binned,24-72h,4691,4691,1.0,1.0,0.8,3750,False
"TimetableLookup(bin=1h,days=all,hl=24h)",0.2,age_binned,72h+,1202,1202,1.0,1.0,0.8,565,False
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.02,global,0-6h,4947,4947,1.0,1.0,0.98,6132,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.02,global,6-24h,11660,11660,1.0,1.0,0.98,12053,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.02,global,24-72h,4691,4691,1.0,1.0,0.98,3750,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.02,global,72h+,1202,1202,1.0,1.0,0.98,565,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.02,age_binned,0-6h,4947,4947,1.0,1.0,0.98,6132,False
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.02,age_binned,6-24h,11660,11660,1.0,1.0,0.98,12053,False
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.02,age_binned,24-72h,4691,4691,1.0,1.0,0.98,3750,False
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.02,age_binned,72h+,1202,1202,1.0,1.0,0.98,565,False
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.05,global,0-6h,4947,4947,1.0,1.0,0.95,6132,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.05,global,6-24h,11660,11660,1.0,1.0,0.95,12053,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.05,global,24-72h,4691,4691,1.0,1.0,0.95,3750,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.05,global,72h+,1202,1202,1.0,1.0,0.95,565,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.05,age_binned,0-6h,4947,4947,1.0,1.0,0.95,6132,False
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.05,age_binned,6-24h,11660,11660,1.0,1.0,0.95,12053,False
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.05,age_binned,24-72h,4691,4691,1.0,1.0,0.95,3750,False
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.05,age_binned,72h+,1202,1202,1.0,1.0,0.95,565,False
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.1,global,0-6h,4947,4947,1.0,1.0,0.9,6132,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.1,global,6-24h,11660,11660,1.0,1.0,0.9,12053,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.1,global,24-72h,4691,4691,1.0,1.0,0.9,3750,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.1,global,72h+,1202,1202,1.0,1.0,0.9,565,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.1,age_binned,0-6h,4947,4947,1.0,1.0,0.9,6132,False
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.1,age_binned,6-24h,11660,11660,1.0,1.0,0.9,12053,False
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.1,age_binned,24-72h,4691,4691,1.0,1.0,0.9,3750,False
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.1,age_binned,72h+,1202,1202,1.0,1.0,0.9,565,False
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.2,global,0-6h,4947,4947,1.0,1.0,0.8,6132,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.2,global,6-24h,11660,11660,1.0,1.0,0.8,12053,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.2,global,24-72h,4691,4691,1.0,1.0,0.8,3750,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.2,global,72h+,1202,1202,1.0,1.0,0.8,565,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.2,age_binned,0-6h,4947,3938,0.796038,0.103644,0.8,6132,False
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.2,age_binned,6-24h,11660,11660,1.0,1.0,0.8,12053,False
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.2,age_binned,24-72h,4691,4691,1.0,1.0,0.8,3750,False
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",0.2,age_binned,72h+,1202,1202,1.0,1.0,0.8,565,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.02,global,0-6h,4947,4947,1.0,1.0,0.98,6132,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.02,global,6-24h,11660,11660,1.0,1.0,0.98,12053,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.02,global,24-72h,4691,4691,1.0,1.0,0.98,3750,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.02,global,72h+,1202,1202,1.0,1.0,0.98,565,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.02,age_binned,0-6h,4947,4947,1.0,1.0,0.98,6132,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.02,age_binned,6-24h,11660,11660,1.0,1.0,0.98,12053,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.02,age_binned,24-72h,4691,4691,1.0,1.0,0.98,3750,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.02,age_binned,72h+,1202,1202,1.0,1.0,0.98,565,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.05,global,0-6h,4947,4947,1.0,1.0,0.95,6132,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.05,global,6-24h,11660,11660,1.0,1.0,0.95,12053,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.05,global,24-72h,4691,4691,1.0,1.0,0.95,3750,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.05,global,72h+,1202,1202,1.0,1.0,0.95,565,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.05,age_binned,0-6h,4947,4947,1.0,1.0,0.95,6132,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.05,age_binned,6-24h,11660,11660,1.0,1.0,0.95,12053,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.05,age_binned,24-72h,4691,4691,1.0,1.0,0.95,3750,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.05,age_binned,72h+,1202,1202,1.0,1.0,0.95,565,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.1,global,0-6h,4947,4947,1.0,1.0,0.9,6132,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.1,global,6-24h,11660,11660,1.0,1.0,0.9,12053,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.1,global,24-72h,4691,4691,1.0,1.0,0.9,3750,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.1,global,72h+,1202,1202,1.0,1.0,0.9,565,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.1,age_binned,0-6h,4947,4364,0.882151,0.993544,0.9,6132,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.1,age_binned,6-24h,11660,11660,1.0,1.0,0.9,12053,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.1,age_binned,24-72h,4691,4691,1.0,1.0,0.9,3750,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.1,age_binned,72h+,1202,1202,1.0,1.0,0.9,565,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.2,global,0-6h,4947,4947,1.0,1.0,0.8,6132,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.2,global,6-24h,11660,11660,1.0,1.0,0.8,12053,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.2,global,24-72h,4691,4691,1.0,1.0,0.8,3750,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.2,global,72h+,1202,1202,1.0,1.0,0.8,565,
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.2,age_binned,0-6h,4947,3992,0.806954,0.575785,0.8,6132,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.2,age_binned,6-24h,11660,9014,0.77307,0.997313,0.8,12053,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.2,age_binned,24-72h,4691,4691,1.0,1.0,0.8,3750,False
"HierarchyBackoff(po=5,pc=5,hl=24h)",0.2,age_binned,72h+,1202,1202,1.0,1.0,0.8,565,False
