belief,policy,mode,alpha,tau,gamma,feedback,n_households,n_questions,task_accuracy,belief_accuracy,mean_budget,mean_budget_per_day,forced_answer_rate,budget_per_day,qhat_global
LastObservation,"ResolvableMassSense(alpha=0.3,tau=0.6,global)",resolvable,0.3,0.6,,,10,22500,0.6536,0.626039,0.249156,22.424,0.0,24,0.997277
LastObservation,"ResolvableMassSense(alpha=0.3,tau=0.8,global)",resolvable,0.3,0.8,,,10,22500,0.654844,0.62247,0.238133,21.432,0.0,24,0.997277
LastObservation,"ResolvableMassSense(alpha=0.4,tau=0.2,global)",resolvable,0.4,0.2,,,10,22500,0.586844,0.583324,0.0,0.0,0.0,24,0.018034
LastObservation,"ResolvableMassSense(alpha=0.4,tau=0.4,global)",resolvable,0.4,0.4,,,10,22500,0.587022,0.583306,0.0,0.0,0.0,24,0.018034
LastObservation,"ResolvableMassSense(alpha=0.4,tau=0.6,global)",resolvable,0.4,0.6,,,10,22500,0.586933,0.583315,0.0,0.0,0.0,24,0.018034
LastObservation,"ResolvableMassSense(alpha=0.4,tau=0.8,global)",resolvable,0.4,0.8,,,10,22500,0.586978,0.583335,0.0,0.0,0.0,24,0.018034
LastObservation,"ACISense(alpha=0.3,gamma=0,oracle)",aci_static,0.3,,0,oracle,10,22500,0.645022,0.626748,0.249289,22.436,0.0,24,0.997277
LastObservation,"ACISense(alpha=0.3,gamma=0.01,oracle)",aci_oracle,0.3,,0.01,oracle,10,22500,0.644844,0.628215,0.242844,21.856,0.0,24,0.997277
LastObservation,"ACISense(alpha=0.3,gamma=0.01,sensed)",aci_sensed,0.3,,0.01,sensed,10,22500,0.6468,0.629124,0.244889,22.04,0.0,24,0.997277
LastObservation,"ACISense(alpha=0.3,gamma=0.05,oracle)",aci_oracle,0.3,,0.05,oracle,10,22500,0.647733,0.63039,0.260311,23.428,0.0,24,0.997277
LastObservation,"ACISense(alpha=0.3,gamma=0.05,sensed)",aci_sensed,0.3,,0.05,sensed,10,22500,0.631067,0.616973,0.182578,16.432,0.0,24,0.997277
LastObservation,"ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.644178,0.628587,0.265867,23.928,0.0,24,0.997277
LastObservation,"ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.613911,0.605283,0.12,10.8,0.0,24,0.997277
MostFrequentLocation(hl=24h),NeverSense,NeverSense,,,,,10,22500,0.592756,0.588511,0.0,0.0,0.0,24,
MostFrequentLocation(hl=24h),SequentialSearch,SequentialSearch,,,,,10,22500,0.646711,0.62451,0.266667,24.0,0.0,24,
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.02,global)",global,0.02,,,,10,22500,0.6484,0.625588,0.266667,24.0,0.0,24,0.999706
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.02,age_binned)",age_binned,0.02,,,,10,22500,0.646489,0.624002,0.266667,24.0,0.0,24,0.999706
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.05,global)",global,0.05,,,,10,22500,0.647022,0.624373,0.266667,24.0,0.0,24,0.999353
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.05,age_binned)",age_binned,0.05,,,,10,22500,0.647556,0.624938,0.266667,24.0,0.0,24,0.999353
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.1,global)",global,0.1,,,,10,22500,0.649556,0.625068,0.266667,24.0,0.0,24,0.999109
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.1,age_binned)",age_binned,0.1,,,,10,22500,0.653022,0.627387,0.266667,24.0,0.0,24,0.999109
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.2,global)",global,0.2,,,,10,22500,0.655067,0.628184,0.266667,24.0,0.0,24,0.991045
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.2,age_binned)",age_binned,0.2,,,,10,22500,0.658222,0.633085,0.2664,23.976,0.0,24,0.991045
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.3,global)",global,0.3,,,,10,22500,0.685911,0.641528,0.231022,20.792,0.0,24,0.798785
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.3,age_binned)",age_binned,0.3,,,,10,22500,0.673111,0.636791,0.261289,23.516,0.0,24,0.798785
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.4,global)",global,0.4,,,,10,22500,0.670178,0.632927,0.185422,16.688,0.0,24,0.362145
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.4,age_binned)",age_binned,0.4,,,,10,22500,0.668133,0.633036,0.265644,23.908,0.0,24,0.362145
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.5,global)",global,0.5,,,,10,22500,0.6716,0.630502,0.2664,23.976,0.0,24,0.173989
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.5,age_binned)",age_binned,0.5,,,,10,22500,0.661022,0.626525,0.266489,23.984,0.0,24,0.173989
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.2,tau=0.2,global)",resolvable,0.2,0.2,,,10,22500,0.6552,0.627953,0.266667,24.0,0.0,24,0.991045
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.2,tau=0.4,global)",resolvable,0.2,0.4,,,10,22500,0.656756,0.628327,0.266667,24.0,0.0,24,0.991045
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.2,tau=0.6,global)",resolvable,0.2,0.6,,,10,22500,0.655911,0.627659,0.266667,24.0,0.0,24,0.991045
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.2,tau=0.8,global)",resolvable,0.2,0.8,,,10,22500,0.653378,0.626354,0.266667,24.0,0.0,24,0.991045
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.3,tau=0.2,global)",resolvable,0.3,0.2,,,10,22500,0.685689,0.642827,0.229422,20.648,0.0,24,0.798785
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.3,tau=0.4,global)",resolvable,0.3,0.4,,,10,22500,0.685556,0.642691,0.229422,20.648,0.0,24,0.798785
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.3,tau=0.6,global)",resolvable,0.3,0.6,,,10,22500,0.685911,0.641938,0.230178,20.716,0.0,24,0.798785
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.3,tau=0.8,global)",resolvable,0.3,0.8,,,10,22500,0.683822,0.640697,0.2092,18.828,0.0,24,0.798785
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.4,tau=0.2,global)",resolvable,0.4,0.2,,,10,22500,0.592667,0.588506,0.0,0.0,0.0,24,0.362145
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.4,tau=0.4,global)",resolvable,0.4,0.4,,,10,22500,0.592711,0.588516,0.0,0.0,0.0,24,0.362145
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.4,tau=0.6,global)",resolvable,0.4,0.6,,,10,22500,0.592756,0.588511,0.0,0.0,0.0,24,0.362145
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.4,tau=0.8,global)",resolvable,0.4,0.8,,,10,22500,0.592711,0.588514,0.0,0.0,0.0,24,0.362145
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0,oracle)",aci_static,0.3,,0,oracle,10,22500,0.6864,0.642254,0.230711,20.764,0.0,24,0.798785
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.01,oracle)",aci_oracle,0.3,,0.01,oracle,10,22500,0.658489,0.627963,0.2196,19.764,0.0,24,0.798785
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.01,sensed)",aci_sensed,0.3,,0.01,sensed,10,22500,0.612622,0.601629,0.038,3.42,0.0,24,0.798785
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.05,oracle)",aci_oracle,0.3,,0.05,oracle,10,22500,0.6652,0.633123,0.255822,23.024,0.0,24,0.798785
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.05,sensed)",aci_sensed,0.3,,0.05,sensed,10,22500,0.615956,0.602429,0.042044,3.784,0.0,24,0.798785
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.661644,0.630474,0.2644,23.796,0.0,24,0.798785
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.626711,0.60985,0.066,5.94,0.0,24,0.798785
"TimetableLookup(bin=1h,days=all,hl=24h)",NeverSense,NeverSense,,,,,10,22500,0.546844,0.542092,0.0,0.0,0.0,24,
"TimetableLookup(bin=1h,days=all,hl=24h)",SequentialSearch,SequentialSearch,,,,,10,22500,0.5832,0.561072,0.266667,24.0,0.0,24,
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.02,global)",global,0.02,,,,10,22500,0.583467,0.560521,0.266667,24.0,0.0,24,0.999762
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.02,age_binned)",age_binned,0.02,,,,10,22500,0.5844,0.561422,0.266667,24.0,0.0,24,0.999762
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.05,global)",global,0.05,,,,10,22500,0.584089,0.559868,0.266667,24.0,0.0,24,0.999373
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.05,age_binned)",age_binned,0.05,,,,10,22500,0.585911,0.562153,0.266667,24.0,0.0,24,0.999373
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.1,global)",global,0.1,,,,10,22500,0.582756,0.559048,0.266667,24.0,0.0,24,0.999247
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.1,age_binned)",age_binned,0.1,,,,10,22500,0.585022,0.559675,0.266667,24.0,0.0,24,0.999247
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.2,global)",global,0.2,,,,10,22500,0.582622,0.558354,0.266667,24.0,0.0,24,0.998084
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.2,age_binned)",age_binned,0.2,,,,10,22500,0.5852,0.559029,0.266667,24.0,0.0,24,0.998084
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.3,global)",global,0.3,,,,10,22500,0.579156,0.555556,0.266667,24.0,0.0,24,0.988570
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.3,age_binned)",age_binned,0.3,,,,10,22500,0.581333,0.553537,0.265422,23.888,0.0,24,0.988570
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.4,global)",global,0.4,,,,10,22500,0.556889,0.53507,0.103156,9.284,0.0,24,0.758147
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.4,age_binned)",age_binned,0.4,,,,10,22500,0.574622,0.549152,0.261822,23.564,0.0,24,0.758147
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.5,global)",global,0.5,,,,10,22500,0.578533,0.544846,0.253733,22.836,0.0,24,0.214867
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.5,age_binned)",age_binned,0.5,,,,10,22500,0.572933,0.545468,0.266267,23.964,0.0,24,0.214867
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.2,global)",resolvable,0.2,0.2,,,10,22500,0.5844,0.557477,0.266667,24.0,0.0,24,0.998084
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.4,global)",resolvable,0.2,0.4,,,10,22500,0.584133,0.55854,0.266667,24.0,0.0,24,0.998084
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.6,global)",resolvable,0.2,0.6,,,10,22500,0.581733,0.555779,0.266667,24.0,0.0,24,0.998084
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.8,global)",resolvable,0.2,0.8,,,10,22500,0.582489,0.555619,0.266667,24.0,0.0,24,0.998084
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.2,global)",resolvable,0.3,0.2,,,10,22500,0.578622,0.555427,0.266667,24.0,0.0,24,0.988570
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.4,global)",resolvable,0.3,0.4,,,10,22500,0.580756,0.556586,0.266667,24.0,0.0,24,0.988570
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.6,global)",resolvable,0.3,0.6,,,10,22500,0.583111,0.555773,0.266667,24.0,0.0,24,0.988570
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.8,global)",resolvable,0.3,0.8,,,10,22500,0.579244,0.551608,0.266667,24.0,0.0,24,0.988570
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.2,global)",resolvable,0.4,0.2,,,10,22500,0.554356,0.532958,0.092978,8.368,0.0,24,0.758147
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.4,global)",resolvable,0.4,0.4,,,10,22500,0.554444,0.532954,0.092978,8.368,0.0,24,0.758147
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.6,global)",resolvable,0.4,0.6,,,10,22500,0.554222,0.532921,0.092356,8.312,0.0,24,0.758147
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.8,global)",resolvable,0.4,0.8,,,10,22500,0.551733,0.532585,0.082711,7.444,0.0,24,0.758147
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0,oracle)",aci_static,0.3,,0,oracle,10,22500,0.5764,0.554921,0.266667,24.0,0.0,24,0.988570
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.01,oracle)",aci_oracle,0.3,,0.01,oracle,10,22500,0.5776,0.550581,0.258578,23.272,0.0,24,0.988570
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.01,sensed)",aci_sensed,0.3,,0.01,sensed,10,22500,0.545911,0.532645,0.092311,8.308,0.0,24,0.988570
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.05,oracle)",aci_oracle,0.3,,0.05,oracle,10,22500,0.573911,0.549891,0.263467,23.712,0.0,24,0.988570
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.05,sensed)",aci_sensed,0.3,,0.05,sensed,10,22500,0.550267,0.536496,0.061067,5.496,0.0,24,0.988570
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.574,0.550121,0.266578,23.992,0.0,24,0.988570
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.554622,0.538919,0.091244,8.212,0.0,24,0.988570
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",NeverSense,NeverSense,,,,,10,22500,0.592356,0.588895,0.0,0.0,0.0,24,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",SequentialSearch,SequentialSearch,,,,,10,22500,0.653511,0.637176,0.266667,24.0,0.0,24,
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.02,global)",global,0.02,,,,10,22500,0.654756,0.637209,0.266667,24.0,0.0,24,0.999818
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.02,age_binned)",age_binned,0.02,,,,10,22500,0.654489,0.63733,0.266667,24.0,0.0,24,0.999818
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.05,global)",global,0.05,,,,10,22500,0.653867,0.636847,0.266667,24.0,0.0,24,0.999600
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.05,age_binned)",age_binned,0.05,,,,10,22500,0.656222,0.637672,0.266667,24.0,0.0,24,0.999600
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.1,global)",global,0.1,,,,10,22500,0.658844,0.640324,0.266667,24.0,0.0,24,0.999255
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.1,age_binned)",age_binned,0.1,,,,10,22500,0.658578,0.639256,0.266667,24.0,0.0,24,0.999255
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.2,global)",global,0.2,,,,10,22500,0.663067,0.641231,0.266667,24.0,0.0,24,0.997470
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.2,age_binned)",age_binned,0.2,,,,10,22500,0.668356,0.644774,0.266667,24.0,0.0,24,0.997470
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.3,global)",global,0.3,,,,10,22500,0.688311,0.653696,0.220356,19.832,0.0,24,0.937579
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.3,age_binned)",age_binned,0.3,,,,10,22500,0.668667,0.643978,0.265778,23.92,0.0,24,0.937579
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.4,global)",global,0.4,,,,10,22500,0.688222,0.647765,0.245511,22.096,0.0,24,0.117829
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.4,age_binned)",age_binned,0.4,,,,10,22500,0.6656,0.640298,0.266667,24.0,0.0,24,0.117829
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.5,global)",global,0.5,,,,10,22500,0.686222,0.648497,0.266667,24.0,0.0,24,0.037791
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.5,age_binned)",age_binned,0.5,,,,10,22500,0.664089,0.639701,0.266667,24.0,0.0,24,0.037791
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.2,global)",resolvable,0.2,0.2,,,10,22500,0.662356,0.641156,0.266667,24.0,0.0,24,0.997470
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.4,global)",resolvable,0.2,0.4,,,10,22500,0.664267,0.64061,0.266667,24.0,0.0,24,0.997470
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.6,global)",resolvable,0.2,0.6,,,10,22500,0.663867,0.639701,0.266667,24.0,0.0,24,0.997470
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.8,global)",resolvable,0.2,0.8,,,10,22500,0.662,0.63952,0.266667,24.0,0.0,24,0.997470
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.2,global)",resolvable,0.3,0.2,,,10,22500,0.688089,0.652867,0.212533,19.128,0.0,24,0.937579
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.4,global)",resolvable,0.3,0.4,,,10,22500,0.692222,0.657663,0.204889,18.44,0.0,24,0.937579
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.6,global)",resolvable,0.3,0.6,,,10,22500,0.688,0.657311,0.198844,17.896,0.0,24,0.937579
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.8,global)",resolvable,0.3,0.8,,,10,22500,0.684,0.654511,0.178667,16.08,0.0,24,0.937579
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.2,global)",resolvable,0.4,0.2,,,10,22500,0.592444,0.58888,0.0,0.0,0.0,24,0.117829
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.4,global)",resolvable,0.4,0.4,,,10,22500,0.5924,0.588878,0.0,0.0,0.0,24,0.117829
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.6,global)",resolvable,0.4,0.6,,,10,22500,0.592489,0.588887,0.0,0.0,0.0,24,0.117829
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.8,global)",resolvable,0.4,0.8,,,10,22500,0.5924,0.588884,0.0,0.0,0.0,24,0.117829
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0,oracle)",aci_static,0.3,,0,oracle,10,22500,0.689467,0.654087,0.218533,19.668,0.0,24,0.937579
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.01,oracle)",aci_oracle,0.3,,0.01,oracle,10,22500,0.664311,0.639385,0.224711,20.224,0.0,24,0.937579
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.01,sensed)",aci_sensed,0.3,,0.01,sensed,10,22500,0.610133,0.600665,0.030044,2.704,0.0,24,0.937579
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.05,oracle)",aci_oracle,0.3,,0.05,oracle,10,22500,0.666711,0.642683,0.261822,23.564,0.0,24,0.937579
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.05,sensed)",aci_sensed,0.3,,0.05,sensed,10,22500,0.609067,0.599503,0.027778,2.5,0.0,24,0.937579
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.667067,0.64426,0.266178,23.956,0.0,24,0.937579
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.628044,0.613629,0.077867,7.008,0.0,24,0.937579
"HierarchyBackoff(po=5,pc=5,hl=24h)",NeverSense,NeverSense,,,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,24,
"HierarchyBackoff(po=5,pc=5,hl=24h)",SequentialSearch,SequentialSearch,,,,,10,22500,0.645556,0.624898,0.266667,24.0,0.0,24,
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.02,global)",global,0.02,,,,10,22500,0.6456,0.624911,0.266667,24.0,0.0,24,0.999316
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.02,age_binned)",age_binned,0.02,,,,10,22500,0.645689,0.624911,0.266667,24.0,0.0,24,0.999316
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.05,global)",global,0.05,,,,10,22500,0.645867,0.625202,0.266667,24.0,0.0,24,0.999114
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.05,age_binned)",age_binned,0.05,,,,10,22500,0.645556,0.624897,0.266667,24.0,0.0,24,0.999114
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.1,global)",global,0.1,,,,10,22500,0.646622,0.625187,0.266667,24.0,0.0,24,0.998497
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.1,age_binned)",age_binned,0.1,,,,10,22500,0.650667,0.627469,0.266667,24.0,0.0,24,0.998497
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.2,global)",global,0.2,,,,10,22500,0.6516,0.628235,0.266667,24.0,0.0,24,0.986579
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.2,age_binned)",age_binned,0.2,,,,10,22500,0.659911,0.635342,0.266667,24.0,0.0,24,0.986579
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.3,global)",global,0.3,,,,10,22500,0.682356,0.640541,0.246933,22.224,0.0,24,0.809400
