agent,belief,policy,budget_per_day,stratum_type,stratum,n_questions,task_accuracy,belief_accuracy,attention_gap,mean_budget_per_question,mean_budget_per_day
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,overall,all,2250,0.6728888888888889,0.6756601307189543,-0.002771241830065385,0.03333333333333333,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,object_class,blanket,132,0.5454545454545454,0.5454545454545454,0.0,0.06060606060606061,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,object_class,book,137,0.38686131386861317,0.38686131386861317,0.0,0.029197080291970802,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,object_class,bowl,267,0.8539325842696629,0.8670411985018727,-0.01310861423220977,0.033707865168539325,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,object_class,charger,135,0.8148148148148148,0.8148148148148148,0.0,0.022222222222222223,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,object_class,headphones,128,0.421875,0.421875,0.0,0.0390625,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,object_class,jacket,133,0.7593984962406015,0.7593984962406015,0.0,0.045112781954887216,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,object_class,keys,130,0.7153846153846154,0.7153846153846154,0.0,0.05384615384615385,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,object_class,medication_bottle,130,1.0,1.0,0.0,0.023076923076923078,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,object_class,mug,261,0.5862068965517241,0.5919540229885057,-0.005747126436781658,0.02681992337164751,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,object_class,phone,138,0.5797101449275363,0.5797101449275363,0.0,0.014492753623188406,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,object_class,plate,134,0.47761194029850745,0.47761194029850745,0.0,0.014925373134328358,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,object_class,remote,133,0.6992481203007519,0.6992481203007519,0.0,0.022556390977443608,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,object_class,umbrella,131,0.8244274809160306,0.8244274809160306,0.0,0.04580152671755725,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,object_class,wallet,127,0.7795275590551181,0.7795275590551181,0.0,0.031496062992125984,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,object_class,water_bottle,134,0.5671641791044776,0.5671641791044776,0.0,0.04477611940298507,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,day_index,3,90,0.7666666666666667,0.7679738562091504,-0.0013071895424836555,0.03333333333333333,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,day_index,4,90,0.6444444444444445,0.6320261437908496,0.012418300653594838,0.03333333333333333,3.0
"LastObservation+FixedSchedule(k=6.0h,n_rot=4)",LastObservation,"FixedSchedule(k=6.0h,n_rot=4)",16,day_index,5,90,0.7,0.665359477124183,0.03464052287581698,0.03333333333333333,3.0
