household_id,day_index,ess,correct,routine_correct
hh_001,3,3.8598,0,0
hh_001,3,4.1449,1,1
hh_001,3,13.5507,1,0
hh_001,3,13.8764,0,0
hh_001,3,14.9556,1,1
hh_001,3,14.0136,1,1
hh_001,3,15.1254,1,1
hh_001,3,15.9285,1,1
hh_001,3,16.93,1,0
hh_001,3,19.3845,1,1
hh_001,3,22.3444,0,0
hh_001,3,22.5336,0,0
hh_001,3,22.8713,1,1
hh_001,3,23.9629,0,0
hh_001,3,24.2093,1,0
hh_001,3,26.6659,0,0
hh_001,3,26.7564,1,1
hh_001,3,28.2536,1,1
hh_001,3,28.2936,0,0
hh_001,3,30.8339,1,1
hh_001,3,40.6318,1,1
hh_001,3,42.523,0,0
hh_001,3,42.6802,1,1
hh_001,3,42.949,1,1
hh_001,3,47.4887,1,1
hh_001,3,47.7595,1,1
hh_001,3,51.727,0,0
hh_001,3,63.6068,1,1
hh_001,3,65.1787,1,1
hh_001,3,66.6326,1,1
hh_001,3,67.5485,1,1
hh_001,3,68.8162,0,0
hh_001,3,73.0548,0,0
hh_001,3,73.1208,1,1
hh_001,3,73.7405,0,0
hh_001,3,79.6509,1,1
hh_001,3,79.8257,1,1
hh_001,3,89.9271,1,1
hh_001,3,93.227,1,1
hh_001,3,93.3396,1,1
hh_001,3,96.5244,0,0
hh_001,3,99.788,1,1
hh_001,3,101.7689,1,1
hh_001,3,105.2297,1,1
hh_001,3,106.5409,1,1
hh_001,3,109.8555,0,0
hh_001,3,112.735,1,1
hh_001,3,116.5748,0,0
hh_001,3,121.5539,0,0
hh_001,3,122.7377,1,1
hh_001,3,122.8628,1,1
hh_001,3,97.5917,1,1
hh_001,3,99.8328,1,1
hh_001,3,102.0259,1,1
hh_001,3,110.0553,0,0
hh_001,3,117.5571,0,0
hh_001,3,122.7655,1,1
hh_001,3,123.6939,1,1
hh_001,3,125.9802,1,1
hh_001,3,130.2299,1,1
hh_001,3,141.0256,1,1
hh_001,3,142.6206,1,1
hh_001,3,147.751,1,1
hh_001,3,152.3199,1,1
hh_001,3,18.6158,1,1
hh_001,3,19.8175,1,1
hh_001,3,19.8741,1,1
hh_001,3,20.4297,1,1
hh_001,3,21.4681,1,1
hh_001,3,22.1264,1,1
hh_001,3,22.506,1,1
hh_001,3,22.5146,1,1
hh_001,3,22.9234,1,1
hh_001,3,23.0874,1,1
hh_001,3,23.8851,1,1
hh_001,3,24.082,1,1
hh_001,3,24.6175,1,1
hh_001,3,25.494,1,1
hh_001,3,25.7338,1,1
hh_001,3,26.883,1,1
hh_001,3,27.1487,1,1
hh_001,3,28.8714,1,1
hh_001,3,30.1574,1,1
hh_001,3,30.6029,1,1
