household_id,day_index,ess,correct,routine_correct
hh_001,3,701.3146,0,0
hh_001,3,704.6949,1,1
hh_001,3,742.3844,0,0
hh_001,3,742.9239,0,0
hh_001,3,744.59,1,1
hh_001,3,745.0342,1,1
hh_001,3,746.6218,1,1
hh_001,3,747.6701,1,1
hh_001,3,748.8789,0,0
hh_001,3,751.4658,1,1
hh_001,3,754.0496,0,0
hh_001,3,754.199,0,0
hh_001,3,754.4615,1,1
hh_001,3,755.2761,0,0
hh_001,3,755.4532,0,0
hh_001,3,757.0979,0,0
hh_001,3,757.1547,1,1
hh_001,3,758.0588,1,1
hh_001,3,758.082,0,0
hh_001,3,759.4793,1,1
hh_001,3,749.837,1,1
hh_001,3,751.0908,0,0
hh_001,3,751.1913,1,1
hh_001,3,751.3618,1,1
hh_001,3,754.0238,1,1
hh_001,3,754.1707,1,1
hh_001,3,756.1931,0,0
hh_001,3,761.1112,1,1
hh_001,3,761.6637,1,1
hh_001,3,762.1582,1,1
hh_001,3,762.4619,1,1
hh_001,3,762.8728,0,0
hh_001,3,763.1968,0,0
hh_001,3,763.216,1,1
hh_001,3,763.3953,0,0
hh_001,3,765.0082,1,1
hh_001,3,765.0534,1,1
hh_001,3,767.459,1,1
hh_001,3,768.1674,1,1
hh_001,3,768.191,1,1
hh_001,3,768.8426,0,0
hh_001,3,769.4812,1,1
hh_001,3,769.8555,1,1
hh_001,3,770.4867,1,1
hh_001,3,770.7188,1,1
hh_001,3,771.2889,0,0
hh_001,3,771.7662,1,1
hh_001,3,772.3783,0,0
hh_001,3,773.1338,0,0
hh_001,3,773.3075,1,1
hh_001,3,773.3257,1,1
hh_001,3,768.0705,1,1
hh_001,3,768.5212,1,1
hh_001,3,768.9495,1,1
hh_001,3,770.4201,0,0
hh_001,3,771.6723,0,0
hh_001,3,772.4821,1,1
hh_001,3,772.6217,1,1
hh_001,3,772.9599,1,1
hh_001,3,773.5679,1,1
hh_001,3,775.0036,1,1
hh_001,3,775.2037,1,1
hh_001,3,775.8284,1,1
hh_001,3,776.3617,1,1
hh_001,3,708.0594,1,1
hh_001,3,711.6552,1,1
hh_001,3,711.8152,1,1
hh_001,3,713.346,1,1
hh_001,3,716.0242,1,1
hh_001,3,717.6103,1,1
hh_001,3,718.4891,1,1
hh_001,3,718.5086,1,1
hh_001,3,719.4267,1,1
hh_001,3,719.7874,1,1
hh_001,3,721.4815,1,1
hh_001,3,721.8851,1,1
hh_001,3,722.9551,1,1
hh_001,3,724.625,1,1
hh_001,3,725.0653,1,1
hh_001,3,727.0839,1,1
hh_001,3,727.5304,1,1
hh_001,3,730.2589,1,1
hh_001,3,732.1271,1,1
hh_001,3,732.7441,1,1
hh_001,3,729.3296,1,1
hh_001,3,731.8468,1,1
hh_001,3,732.595,1,1
hh_001,3,732.6495,1,1
hh_001,3,735.5674,1,1
hh_001,3,738.5045,1,1
hh_001,4,766.7957,1,1
hh_001,4,767.2432,1,1
hh_001,4,768.753,0,0
hh_001,4,770.0492,0,0
hh_001,4,752.9988,1,1
hh_001,4,754.6373,1,1
hh_001,4,754.6736,0,0
hh_001,4,754.7906,1,1
hh_001,4,755.9746,1,1
hh_001,4,759.1094,1,1
hh_001,4,759.2343,1,1
hh_001,4,760.0953,0,0
hh_001,4,760.7596,0,0
hh_001,4,761.1003,0,0
hh_001,4,761.3486,1,1
hh_001,4,761.5169,1,1
hh_001,4,761.6192,1,1
hh_001,4,761.6726,1,1
hh_001,4,762.7061,1,1
hh_001,4,764.1932,1,1
hh_001,4,764.3693,0,0
hh_001,4,762.93,1,1
hh_001,4,763.2695,1,1
hh_001,4,763.4523,0,0
hh_001,4,764.1703,1,1
hh_001,4,766.7967,1,1
hh_001,4,768.1429,1,1
hh_001,4,768.2903,0,0
hh_001,4,769.4845,1,1
hh_001,4,770.3405,1,1
hh_001,4,770.6578,1,1
hh_001,4,771.0704,1,1
hh_001,4,768.2839,1,1
hh_001,4,768.6427,1,1
hh_001,4,771.1427,1,1
hh_001,4,771.4894,1,1
hh_001,4,772.5361,1,1
hh_001,4,773.0071,1,1
hh_001,4,775.2963,1,1
hh_001,4,775.6846,0,0
hh_001,4,775.9877,1,1
hh_001,4,776.3018,1,1
hh_001,4,776.3336,1,1
hh_001,4,706.75,1,1
hh_001,4,707.5921,1,1
hh_001,4,709.2581,1,1
hh_001,4,710.434,0,0
hh_001,4,712.397,1,1
hh_001,4,713.3185,1,1
hh_001,4,713.4875,1,1
hh_001,4,713.9532,1,1
hh_001,4,714.901,1,1
hh_001,4,715.3337,1,1
hh_001,4,715.7849,1,1
hh_001,4,716.9781,1,1
hh_001,4,720.9251,1,1
hh_001,4,721.0341,1,1
hh_001,4,721.2445,1,1
hh_001,4,721.5434,0,0
hh_001,4,722.1692,1,1
hh_001,4,724.6763,1,1
hh_001,4,725.1566,1,1
hh_001,4,726.1038,1,1
hh_001,4,727.015,1,1
hh_001,4,727.7709,0,0
hh_001,4,725.1388,1,1
hh_001,4,725.6041,0,0
hh_001,4,728.4439,1,1
hh_001,4,728.6639,1,0
hh_001,4,730.4374,0,0
