belief,policy,mode,alpha,tau,gamma,feedback,n_households,n_questions,task_accuracy,belief_accuracy,mean_budget,mean_budget_per_day,forced_answer_rate,budget_per_day,qhat_global
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.4,global)",resolvable,0.2,0.4,,,10,22500,0.779111,0.674396,0.996489,89.684,0.0,90,0.986579
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.6,global)",resolvable,0.2,0.6,,,10,22500,0.791378,0.675967,0.996889,89.72,0.0,90,0.986579
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.8,global)",resolvable,0.2,0.8,,,10,22500,0.762667,0.680239,0.994667,89.52,0.0,90,0.986579
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.2,global)",resolvable,0.3,0.2,,,10,22500,0.705467,0.651741,0.292267,26.304,0.0,90,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.4,global)",resolvable,0.3,0.4,,,10,22500,0.705378,0.651736,0.292133,26.292,0.0,90,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.6,global)",resolvable,0.3,0.6,,,10,22500,0.701956,0.649622,0.274311,24.688,0.0,90,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.8,global)",resolvable,0.3,0.8,,,10,22500,0.677689,0.636482,0.201022,18.092,0.0,90,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.2,global)",resolvable,0.4,0.2,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,90,0.429786
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.4,global)",resolvable,0.4,0.4,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,90,0.429786
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.6,global)",resolvable,0.4,0.6,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,90,0.429786
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.8,global)",resolvable,0.4,0.8,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,90,0.429786
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0,oracle)",aci_static,0.3,,0,oracle,10,22500,0.709511,0.653902,0.302933,27.264,0.0,90,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.01,oracle)",aci_oracle,0.3,,0.01,oracle,10,22500,0.722578,0.65574,0.564667,50.82,0.0,90,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.01,sensed)",aci_sensed,0.3,,0.01,sensed,10,22500,0.632,0.612382,0.105022,9.452,0.0,90,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.05,oracle)",aci_oracle,0.3,,0.05,oracle,10,22500,0.728578,0.663071,0.757689,68.192,0.0,90,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.05,sensed)",aci_sensed,0.3,,0.05,sensed,10,22500,0.636222,0.616104,0.125956,11.336,0.0,90,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.731289,0.670232,0.8268,74.412,0.0,90,0.809400
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.650267,0.624298,0.165067,14.856,0.0,90,0.809400
