belief,policy,budget,day_index,n,task_accuracy,belief_accuracy,senses_per_question
PerpetuaStar,SequentialSearch,90,18,900,0.562222,0.54726,1.0
PerpetuaStar,SequentialSearch,90,19,900,0.708889,0.660941,1.0
PerpetuaStar,SequentialSearch,90,20,900,0.777778,0.699517,1.0
PerpetuaStar,SequentialSearch,90,21,900,0.582222,0.546741,1.0
PerpetuaStar,SequentialSearch,90,22,900,0.604444,0.5675,1.0
PerpetuaStar,SequentialSearch,90,23,900,0.585556,0.555228,1.0
PerpetuaStar,SequentialSearch,90,24,900,0.573333,0.550827,1.0
PerpetuaStar,SequentialSearch,90,25,900,0.563333,0.538574,1.0
PerpetuaStar,SequentialSearch,90,26,900,0.674444,0.634723,1.0
PerpetuaStar,SequentialSearch,90,27,900,0.723333,0.673207,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,3,900,0.677778,0.653438,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,4,900,0.632222,0.585375,0.254444
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,5,900,0.744444,0.694352,0.247778
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,6,900,0.782222,0.743525,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,7,900,0.596667,0.564637,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,8,900,0.63,0.594669,0.265556
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,9,900,0.602222,0.579603,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,10,900,0.614444,0.587135,0.264444
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,11,900,0.615556,0.580382,0.251111
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,12,900,0.75,0.692527,0.251111
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,13,900,0.74,0.709695,0.245556
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,14,900,0.556667,0.542302,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,15,900,0.552222,0.539982,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,16,900,0.552222,0.530432,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,17,900,0.576667,0.541805,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,18,900,0.534444,0.529522,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,19,900,0.683333,0.649101,0.254444
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,20,900,0.737778,0.694909,0.254444
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,21,900,0.54,0.522472,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,22,900,0.608889,0.563708,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,23,900,0.562222,0.548059,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,24,900,0.57,0.552385,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,25,900,0.548889,0.527426,0.264444
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,26,900,0.655556,0.634112,0.261111
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,24,27,900,0.72,0.688614,0.255556
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,3,900,0.76,0.715974,0.797778
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,4,900,0.706667,0.658008,0.952222
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,5,900,0.84,0.772763,0.974444
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,6,900,0.887778,0.811047,0.988889
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,7,900,0.661111,0.607803,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,8,900,0.684444,0.623539,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,9,900,0.664444,0.623285,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,10,900,0.65,0.608256,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,11,900,0.66,0.609655,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,12,900,0.86,0.782447,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,13,900,0.85,0.792833,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,14,900,0.605556,0.575489,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,15,900,0.615556,0.583528,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,16,900,0.592222,0.558418,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,17,900,0.614444,0.586927,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,18,900,0.588889,0.56643,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,19,900,0.765556,0.720024,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,20,900,0.864444,0.784661,0.99
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,21,900,0.586667,0.561153,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,22,900,0.612222,0.584755,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,23,900,0.595556,0.573101,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,24,900,0.623333,0.586491,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,25,900,0.605556,0.566515,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,26,900,0.774444,0.709176,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.01,90,27,900,0.824444,0.766916,0.986667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,3,900,0.698889,0.659579,0.227778
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,4,900,0.645556,0.594517,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,5,900,0.742222,0.69006,0.25
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,6,900,0.795556,0.744001,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,7,900,0.573333,0.54734,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,8,900,0.598889,0.568875,0.262222
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,9,900,0.6,0.575165,0.264444
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,10,900,0.576667,0.55614,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,11,900,0.6,0.565829,0.255556
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,12,900,0.748889,0.699716,0.262222
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,13,900,0.718889,0.702512,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,14,900,0.558889,0.534286,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,15,900,0.528889,0.540359,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,16,900,0.528889,0.518747,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,17,900,0.565556,0.536338,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,18,900,0.527778,0.519282,0.264444
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,19,900,0.683333,0.647159,0.26
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,20,900,0.706667,0.677266,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,21,900,0.541111,0.529123,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,22,900,0.594444,0.552075,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,23,900,0.551111,0.542509,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,24,900,0.556667,0.541544,0.262222
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,25,900,0.567778,0.53189,0.265556
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,26,900,0.627778,0.624821,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,24,27,900,0.69,0.665252,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,3,900,0.76,0.718061,0.806667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,4,900,0.712222,0.659577,0.952222
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,5,900,0.837778,0.771091,0.976667
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,6,900,0.887778,0.808402,0.988889
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,7,900,0.668889,0.609401,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,8,900,0.69,0.629414,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,9,900,0.68,0.630843,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,10,900,0.661111,0.616623,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,11,900,0.653333,0.609078,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,12,900,0.858889,0.781973,0.99
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,13,900,0.862222,0.805985,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,14,900,0.613333,0.586063,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,15,900,0.627778,0.596122,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,16,900,0.596667,0.566054,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,17,900,0.627778,0.596228,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,18,900,0.604444,0.575539,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,19,900,0.778889,0.723357,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,20,900,0.872222,0.785136,0.992222
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,21,900,0.601111,0.566065,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,22,900,0.626667,0.586109,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,23,900,0.586667,0.5683,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,24,900,0.626667,0.591044,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,25,900,0.593333,0.562213,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,26,900,0.784444,0.720839,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.05,90,27,900,0.82,0.769208,0.993333
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,3,900,0.712222,0.669536,0.256667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,4,900,0.646667,0.598212,0.256667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,5,900,0.75,0.696761,0.244444
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,6,900,0.797778,0.754997,0.261111
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,7,900,0.596667,0.556661,0.26
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,8,900,0.608889,0.578075,0.265556
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,9,900,0.603333,0.582947,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,10,900,0.621111,0.582375,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,11,900,0.575556,0.555317,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,12,900,0.732222,0.699947,0.256667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,13,900,0.718889,0.699601,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,14,900,0.567778,0.553542,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,15,900,0.547778,0.539941,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,16,900,0.53,0.52927,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,17,900,0.576667,0.532519,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,18,900,0.538889,0.520669,0.263333
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,19,900,0.692222,0.655425,0.262222
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,20,900,0.723333,0.683418,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,21,900,0.54,0.517306,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,22,900,0.563333,0.544626,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,23,900,0.547778,0.542414,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,24,900,0.557778,0.538189,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,25,900,0.535556,0.52046,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,26,900,0.661111,0.630556,0.266667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,24,27,900,0.713333,0.684197,0.265556
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,3,900,0.761111,0.716531,0.804444
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,4,900,0.712222,0.658576,0.954444
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,5,900,0.836667,0.770293,0.976667
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,6,900,0.878889,0.808553,0.988889
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,7,900,0.663333,0.606611,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,8,900,0.69,0.629552,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,9,900,0.67,0.624517,0.998889
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,10,900,0.66,0.61853,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,11,900,0.668889,0.616435,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,12,900,0.85,0.784016,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,13,900,0.858889,0.800057,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,14,900,0.606667,0.583869,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,15,900,0.625556,0.591314,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,16,900,0.601111,0.570731,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,17,900,0.62,0.588437,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,18,900,0.613333,0.578981,0.997778
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,19,900,0.793333,0.732781,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,20,900,0.868889,0.785996,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,21,900,0.606667,0.572917,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,22,900,0.634444,0.590188,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,23,900,0.588889,0.578,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,24,900,0.65,0.604375,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,25,900,0.598889,0.568444,1.0
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,26,900,0.773333,0.722617,0.992222
PerpetuaStar,VoIBudgetPriceSense_gamma0.1,90,27,900,0.808889,0.76186,0.994444
PerpetuaStar,VoIThresholdSense_lambda0.01,24,3,900,0.646667,0.636569,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,4,900,0.586667,0.555122,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,5,900,0.695556,0.669059,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,6,900,0.715556,0.701572,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,7,900,0.568889,0.551289,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,8,900,0.562222,0.552034,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,9,900,0.575556,0.562605,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,10,900,0.577778,0.557221,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,11,900,0.588889,0.559926,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,12,900,0.708889,0.677214,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,13,900,0.685556,0.681592,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,14,900,0.531111,0.524363,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,15,900,0.538889,0.530002,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,16,900,0.522222,0.515125,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,17,900,0.536667,0.517149,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,18,900,0.518889,0.525505,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,19,900,0.643333,0.625925,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,20,900,0.705556,0.670691,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,21,900,0.528889,0.513828,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,22,900,0.562222,0.539192,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,23,900,0.534444,0.529883,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,24,900,0.545556,0.533166,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,25,900,0.518889,0.510394,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,26,900,0.626667,0.617319,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,24,27,900,0.662222,0.645285,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.01,90,3,900,0.761111,0.721151,0.803333
PerpetuaStar,VoIThresholdSense_lambda0.01,90,4,900,0.697778,0.655524,0.91
PerpetuaStar,VoIThresholdSense_lambda0.01,90,5,900,0.823333,0.767681,0.938889
PerpetuaStar,VoIThresholdSense_lambda0.01,90,6,900,0.883333,0.813707,0.964444
PerpetuaStar,VoIThresholdSense_lambda0.01,90,7,900,0.663333,0.613197,0.996667
PerpetuaStar,VoIThresholdSense_lambda0.01,90,8,900,0.684444,0.636082,0.987778
PerpetuaStar,VoIThresholdSense_lambda0.01,90,9,900,0.647778,0.621263,0.988889
PerpetuaStar,VoIThresholdSense_lambda0.01,90,10,900,0.656667,0.629528,1.0
PerpetuaStar,VoIThresholdSense_lambda0.01,90,11,900,0.663333,0.624138,0.985556
PerpetuaStar,VoIThresholdSense_lambda0.01,90,12,900,0.85,0.780299,0.972222
PerpetuaStar,VoIThresholdSense_lambda0.01,90,13,900,0.843333,0.80023,0.98
PerpetuaStar,VoIThresholdSense_lambda0.01,90,14,900,0.618889,0.590244,0.997778
PerpetuaStar,VoIThresholdSense_lambda0.01,90,15,900,0.612222,0.59235,1.0
PerpetuaStar,VoIThresholdSense_lambda0.01,90,16,900,0.584444,0.560139,1.0
PerpetuaStar,VoIThresholdSense_lambda0.01,90,17,900,0.627778,0.606509,1.0
PerpetuaStar,VoIThresholdSense_lambda0.01,90,18,900,0.581111,0.570456,1.0
PerpetuaStar,VoIThresholdSense_lambda0.01,90,19,900,0.757778,0.720994,0.997778
PerpetuaStar,VoIThresholdSense_lambda0.01,90,20,900,0.864444,0.796338,0.985556
PerpetuaStar,VoIThresholdSense_lambda0.01,90,21,900,0.602222,0.565308,1.0
PerpetuaStar,VoIThresholdSense_lambda0.01,90,22,900,0.633333,0.598104,1.0
PerpetuaStar,VoIThresholdSense_lambda0.01,90,23,900,0.591111,0.584406,1.0
PerpetuaStar,VoIThresholdSense_lambda0.01,90,24,900,0.602222,0.589302,1.0
PerpetuaStar,VoIThresholdSense_lambda0.01,90,25,900,0.584444,0.560931,1.0
PerpetuaStar,VoIThresholdSense_lambda0.01,90,26,900,0.803333,0.726907,1.0
PerpetuaStar,VoIThresholdSense_lambda0.01,90,27,900,0.822222,0.76829,1.0
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,3,900,0.761111,0.721151,0.803333
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,4,900,0.702222,0.656944,0.946667
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,5,900,0.826667,0.768112,0.972222
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,6,900,0.88,0.81092,0.982222
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,7,900,0.695556,0.627817,1.162222
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,8,900,0.71,0.659017,1.194444
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,9,900,0.7,0.656008,1.196667
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,10,900,0.724444,0.666343,1.223333
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,11,900,0.735556,0.673278,1.223333
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,12,900,0.871111,0.801931,1.043333
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,13,900,0.864444,0.806068,1.122222
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,14,900,0.673333,0.635396,1.411111
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,15,900,0.696667,0.650382,1.438889
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,16,900,0.683333,0.641245,1.491111
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,17,900,0.707778,0.657631,1.555556
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,18,900,0.685556,0.634387,1.61
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,19,900,0.818889,0.776073,1.264444
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,20,900,0.887778,0.815184,1.118889
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,21,900,0.714444,0.644437,1.647778
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,22,900,0.724444,0.670848,1.608889
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,23,900,0.705556,0.661956,1.711111
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,24,900,0.735556,0.685845,1.634444
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,25,900,0.701111,0.645281,1.716667
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,26,900,0.866667,0.777725,1.324444
PerpetuaStar,VoIThresholdSense_lambda0.01,soft,27,900,0.86,0.805737,1.328889
PerpetuaStar,VoIThresholdSense_lambda0.02,24,3,900,0.655556,0.640266,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,4,900,0.59,0.557059,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,5,900,0.695556,0.667252,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,6,900,0.724444,0.707326,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,7,900,0.585556,0.556582,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,8,900,0.574444,0.562583,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,9,900,0.581111,0.568345,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,10,900,0.572222,0.552519,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,11,900,0.593333,0.5699,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,12,900,0.717778,0.687345,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,13,900,0.684444,0.687994,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,14,900,0.541111,0.529007,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,15,900,0.526667,0.528421,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,16,900,0.528889,0.517382,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,17,900,0.537778,0.528256,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,18,900,0.518889,0.520544,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,19,900,0.642222,0.627715,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,20,900,0.706667,0.66739,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,21,900,0.513333,0.507035,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,22,900,0.553333,0.529954,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,23,900,0.535556,0.531152,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,24,900,0.551111,0.541994,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,25,900,0.537778,0.520114,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,26,900,0.623333,0.617299,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,24,27,900,0.67,0.648059,0.266667
PerpetuaStar,VoIThresholdSense_lambda0.02,90,3,900,0.761111,0.718473,0.714444
PerpetuaStar,VoIThresholdSense_lambda0.02,90,4,900,0.703333,0.658519,0.848889
PerpetuaStar,VoIThresholdSense_lambda0.02,90,5,900,0.826667,0.770119,0.877778
PerpetuaStar,VoIThresholdSense_lambda0.02,90,6,900,0.876667,0.809341,0.897778
PerpetuaStar,VoIThresholdSense_lambda0.02,90,7,900,0.681111,0.625334,0.967778
PerpetuaStar,VoIThresholdSense_lambda0.02,90,8,900,0.68,0.647466,0.973333
PerpetuaStar,VoIThresholdSense_lambda0.02,90,9,900,0.676667,0.645004,0.961111
PerpetuaStar,VoIThresholdSense_lambda0.02,90,10,900,0.703333,0.648351,0.977778
PerpetuaStar,VoIThresholdSense_lambda0.02,90,11,900,0.692222,0.642134,0.961111
PerpetuaStar,VoIThresholdSense_lambda0.02,90,12,900,0.843333,0.78679,0.93
PerpetuaStar,VoIThresholdSense_lambda0.02,90,13,900,0.86,0.801728,0.927778
PerpetuaStar,VoIThresholdSense_lambda0.02,90,14,900,0.625556,0.601255,0.991111
PerpetuaStar,VoIThresholdSense_lambda0.02,90,15,900,0.638889,0.608525,1.0
PerpetuaStar,VoIThresholdSense_lambda0.02,90,16,900,0.606667,0.578638,1.0
PerpetuaStar,VoIThresholdSense_lambda0.02,90,17,900,0.638889,0.606732,1.0
PerpetuaStar,VoIThresholdSense_lambda0.02,90,18,900,0.562222,0.555052,1.0
PerpetuaStar,VoIThresholdSense_lambda0.02,90,19,900,0.788889,0.734711,0.985556
PerpetuaStar,VoIThresholdSense_lambda0.02,90,20,900,0.86,0.789809,0.945556
PerpetuaStar,VoIThresholdSense_lambda0.02,90,21,900,0.621111,0.581988,1.0
PerpetuaStar,VoIThresholdSense_lambda0.02,90,22,900,0.638889,0.602723,1.0
PerpetuaStar,VoIThresholdSense_lambda0.02,90,23,900,0.598889,0.587303,1.0
PerpetuaStar,VoIThresholdSense_lambda0.02,90,24,900,0.63,0.597691,1.0
PerpetuaStar,VoIThresholdSense_lambda0.02,90,25,900,0.606667,0.570699,0.997778
PerpetuaStar,VoIThresholdSense_lambda0.02,90,26,900,0.792222,0.725371,0.993333
PerpetuaStar,VoIThresholdSense_lambda0.02,90,27,900,0.821111,0.778209,0.981111
PerpetuaStar,VoIThresholdSense_lambda0.02,soft,3,900,0.761111,0.718473,0.714444
PerpetuaStar,VoIThresholdSense_lambda0.02,soft,4,900,0.705556,0.659038,0.86
PerpetuaStar,VoIThresholdSense_lambda0.02,soft,5,900,0.828889,0.771133,0.886667
PerpetuaStar,VoIThresholdSense_lambda0.02,soft,6,900,0.875556,0.808608,0.901111
PerpetuaStar,VoIThresholdSense_lambda0.02,soft,7,900,0.694444,0.632045,1.031111
PerpetuaStar,VoIThresholdSense_lambda0.02,soft,8,900,0.692222,0.656443,1.078889
