belief,policy,budget,day_index,n,task_accuracy,belief_accuracy,senses_per_question
LastObservation,VoIThresholdSense_lambda0.1,90,16,900,0.525556,0.521146,0.002222
LastObservation,VoIThresholdSense_lambda0.1,90,17,900,0.546667,0.547911,0.002222
LastObservation,VoIThresholdSense_lambda0.1,90,18,900,0.534444,0.526458,0.0
LastObservation,VoIThresholdSense_lambda0.1,90,19,900,0.641111,0.640301,0.0
LastObservation,VoIThresholdSense_lambda0.1,90,20,900,0.71,0.692163,0.0
LastObservation,VoIThresholdSense_lambda0.1,90,21,900,0.558889,0.540776,0.003333
LastObservation,VoIThresholdSense_lambda0.1,90,22,900,0.548889,0.540012,0.0
LastObservation,VoIThresholdSense_lambda0.1,90,23,900,0.55,0.544135,0.0
LastObservation,VoIThresholdSense_lambda0.1,90,24,900,0.521111,0.537295,0.0
LastObservation,VoIThresholdSense_lambda0.1,90,25,900,0.516667,0.51084,0.011111
LastObservation,VoIThresholdSense_lambda0.1,90,26,900,0.611111,0.626421,0.0
LastObservation,VoIThresholdSense_lambda0.1,90,27,900,0.666667,0.691408,0.0
LastObservation,VoIThresholdSense_lambda0.1,soft,3,900,0.607778,0.601281,0.002222
LastObservation,VoIThresholdSense_lambda0.1,soft,4,900,0.547778,0.53065,0.003333
LastObservation,VoIThresholdSense_lambda0.1,soft,5,900,0.633333,0.627069,0.0
LastObservation,VoIThresholdSense_lambda0.1,soft,6,900,0.697778,0.692548,0.002222
LastObservation,VoIThresholdSense_lambda0.1,soft,7,900,0.551111,0.543792,0.0
LastObservation,VoIThresholdSense_lambda0.1,soft,8,900,0.562222,0.553914,0.0
LastObservation,VoIThresholdSense_lambda0.1,soft,9,900,0.575556,0.565535,0.007778
LastObservation,VoIThresholdSense_lambda0.1,soft,10,900,0.565556,0.558946,0.0
LastObservation,VoIThresholdSense_lambda0.1,soft,11,900,0.571111,0.554702,0.0
LastObservation,VoIThresholdSense_lambda0.1,soft,12,900,0.67,0.662361,0.0
LastObservation,VoIThresholdSense_lambda0.1,soft,13,900,0.703333,0.701514,0.0
LastObservation,VoIThresholdSense_lambda0.1,soft,14,900,0.547778,0.541558,0.002222
LastObservation,VoIThresholdSense_lambda0.1,soft,15,900,0.523333,0.531167,0.004444
LastObservation,VoIThresholdSense_lambda0.1,soft,16,900,0.525556,0.521146,0.002222
LastObservation,VoIThresholdSense_lambda0.1,soft,17,900,0.545556,0.547891,0.002222
LastObservation,VoIThresholdSense_lambda0.1,soft,18,900,0.534444,0.526458,0.0
LastObservation,VoIThresholdSense_lambda0.1,soft,19,900,0.641111,0.640345,0.0
LastObservation,VoIThresholdSense_lambda0.1,soft,20,900,0.71,0.692163,0.0
LastObservation,VoIThresholdSense_lambda0.1,soft,21,900,0.558889,0.541096,0.003333
LastObservation,VoIThresholdSense_lambda0.1,soft,22,900,0.548889,0.540042,0.0
LastObservation,VoIThresholdSense_lambda0.1,soft,23,900,0.55,0.544327,0.0
LastObservation,VoIThresholdSense_lambda0.1,soft,24,900,0.521111,0.537295,0.0
LastObservation,VoIThresholdSense_lambda0.1,soft,25,900,0.516667,0.51084,0.011111
LastObservation,VoIThresholdSense_lambda0.1,soft,26,900,0.611111,0.626421,0.0
LastObservation,VoIThresholdSense_lambda0.1,soft,27,900,0.666667,0.691378,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,3,900,0.605556,0.601478,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,4,900,0.546667,0.530237,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,5,900,0.633333,0.627069,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,6,900,0.696667,0.69297,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,7,900,0.551111,0.543792,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,8,900,0.562222,0.553854,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,9,900,0.574444,0.56598,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,10,900,0.565556,0.558946,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,11,900,0.571111,0.554556,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,12,900,0.67,0.662361,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,13,900,0.703333,0.701514,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,14,900,0.547778,0.541588,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,15,900,0.521111,0.531114,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,16,900,0.524444,0.520981,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,17,900,0.545556,0.547842,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,18,900,0.534444,0.526458,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,19,900,0.641111,0.640301,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,20,900,0.71,0.692163,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,21,900,0.557778,0.54042,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,22,900,0.548889,0.539969,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,23,900,0.55,0.544024,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,24,900,0.521111,0.537295,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,25,900,0.512222,0.509894,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,26,900,0.611111,0.626421,0.0
LastObservation,VoIThresholdSense_lambda0.2,24,27,900,0.666667,0.691378,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,3,900,0.606667,0.601226,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,4,900,0.546667,0.530237,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,5,900,0.633333,0.627009,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,6,900,0.697778,0.69291,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,7,900,0.551111,0.543913,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,8,900,0.562222,0.553854,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,9,900,0.574444,0.565491,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,10,900,0.565556,0.558991,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,11,900,0.571111,0.554556,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,12,900,0.67,0.662361,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,13,900,0.703333,0.701551,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,14,900,0.546667,0.541569,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,15,900,0.521111,0.531042,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,16,900,0.524444,0.521049,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,17,900,0.545556,0.548035,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,18,900,0.534444,0.526781,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,19,900,0.641111,0.640301,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,20,900,0.71,0.692163,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,21,900,0.556667,0.540702,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,22,900,0.548889,0.540012,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,23,900,0.55,0.544345,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,24,900,0.521111,0.537295,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,25,900,0.512222,0.509894,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,26,900,0.611111,0.626421,0.0
LastObservation,VoIThresholdSense_lambda0.2,90,27,900,0.666667,0.691408,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,3,900,0.604444,0.601355,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,4,900,0.546667,0.53062,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,5,900,0.633333,0.627037,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,6,900,0.696667,0.692999,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,7,900,0.551111,0.543812,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,8,900,0.562222,0.55385,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,9,900,0.574444,0.565618,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,10,900,0.565556,0.558991,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,11,900,0.571111,0.554638,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,12,900,0.67,0.662361,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,13,900,0.704444,0.701569,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,14,900,0.546667,0.541599,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,15,900,0.521111,0.531042,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,16,900,0.524444,0.521049,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,17,900,0.545556,0.548162,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,18,900,0.534444,0.526781,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,19,900,0.641111,0.640301,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,20,900,0.71,0.692163,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,21,900,0.556667,0.54091,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,22,900,0.548889,0.540073,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,23,900,0.55,0.544239,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,24,900,0.521111,0.537295,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,25,900,0.513333,0.509862,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,26,900,0.611111,0.626421,0.0
LastObservation,VoIThresholdSense_lambda0.2,soft,27,900,0.666667,0.691378,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,3,900,0.604444,0.601355,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,4,900,0.546667,0.530593,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,5,900,0.633333,0.627037,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,6,900,0.696667,0.692909,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,7,900,0.551111,0.543812,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,8,900,0.562222,0.55385,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,9,900,0.574444,0.565618,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,10,900,0.565556,0.558991,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,11,900,0.571111,0.554638,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,12,900,0.67,0.662361,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,13,900,0.704444,0.701532,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,14,900,0.546667,0.541513,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,15,900,0.521111,0.531114,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,16,900,0.524444,0.521102,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,17,900,0.545556,0.548018,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,18,900,0.534444,0.526458,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,19,900,0.641111,0.640301,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,20,900,0.71,0.692163,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,21,900,0.557778,0.540936,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,22,900,0.548889,0.540043,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,23,900,0.55,0.544221,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,24,900,0.521111,0.537295,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,25,900,0.513333,0.509925,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,26,900,0.611111,0.626421,0.0
LastObservation,VoIThresholdSense_lambda0.3,24,27,900,0.666667,0.691408,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,3,900,0.605556,0.6013,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,4,900,0.546667,0.53062,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,5,900,0.633333,0.627037,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,6,900,0.696667,0.692909,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,7,900,0.551111,0.543849,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,8,900,0.562222,0.55385,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,9,900,0.574444,0.565618,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,10,900,0.565556,0.558991,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,11,900,0.571111,0.554638,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,12,900,0.67,0.662361,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,13,900,0.703333,0.701551,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,14,900,0.546667,0.541169,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,15,900,0.521111,0.531042,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,16,900,0.524444,0.521049,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,17,900,0.545556,0.548162,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,18,900,0.534444,0.526781,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,19,900,0.641111,0.640345,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,20,900,0.71,0.692163,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,21,900,0.555556,0.540643,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,22,900,0.548889,0.540043,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,23,900,0.55,0.544151,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,24,900,0.521111,0.537295,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,25,900,0.513333,0.509925,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,26,900,0.611111,0.626421,0.0
LastObservation,VoIThresholdSense_lambda0.3,90,27,900,0.666667,0.691408,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,3,900,0.606667,0.601404,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,4,900,0.546667,0.530237,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,5,900,0.633333,0.627009,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,6,900,0.697778,0.69291,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,7,900,0.551111,0.543792,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,8,900,0.562222,0.553854,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,9,900,0.574444,0.56598,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,10,900,0.565556,0.558946,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,11,900,0.571111,0.554556,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,12,900,0.67,0.662361,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,13,900,0.703333,0.701551,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,14,900,0.547778,0.541613,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,15,900,0.521111,0.531095,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,16,900,0.524444,0.520981,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,17,900,0.545556,0.547842,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,18,900,0.534444,0.526458,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,19,900,0.641111,0.640301,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,20,900,0.71,0.692163,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,21,900,0.557778,0.54042,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,22,900,0.548889,0.539939,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,23,900,0.55,0.544042,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,24,900,0.521111,0.537295,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,25,900,0.512222,0.50983,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,26,900,0.611111,0.626421,0.0
LastObservation,VoIThresholdSense_lambda0.3,soft,27,900,0.666667,0.691408,0.0
PeriodicPersistence,ConformalGlobal_best,24,3,900,0.684444,0.649226,0.221111
PeriodicPersistence,ConformalGlobal_best,24,4,900,0.638889,0.59073,0.217778
PeriodicPersistence,ConformalGlobal_best,24,5,900,0.743333,0.704315,0.193333
PeriodicPersistence,ConformalGlobal_best,24,6,900,0.801111,0.765624,0.178889
PeriodicPersistence,ConformalGlobal_best,24,7,900,0.623333,0.589716,0.237778
PeriodicPersistence,ConformalGlobal_best,24,8,900,0.656667,0.61918,0.245556
PeriodicPersistence,ConformalGlobal_best,24,9,900,0.672222,0.626088,0.233333
PeriodicPersistence,ConformalGlobal_best,24,10,900,0.648889,0.623824,0.242222
PeriodicPersistence,ConformalGlobal_best,24,11,900,0.654444,0.615656,0.252222
PeriodicPersistence,ConformalGlobal_best,24,12,900,0.792222,0.760144,0.18
PeriodicPersistence,ConformalGlobal_best,24,13,900,0.812222,0.7874,0.187778
PeriodicPersistence,ConformalGlobal_best,24,14,900,0.635556,0.606002,0.203333
PeriodicPersistence,ConformalGlobal_best,24,15,900,0.641111,0.613353,0.235556
PeriodicPersistence,ConformalGlobal_best,24,16,900,0.643333,0.592993,0.242222
PeriodicPersistence,ConformalGlobal_best,24,17,900,0.644444,0.610917,0.24
PeriodicPersistence,ConformalGlobal_best,24,18,900,0.61,0.584206,0.265556
PeriodicPersistence,ConformalGlobal_best,24,19,900,0.752222,0.722753,0.174444
PeriodicPersistence,ConformalGlobal_best,24,20,900,0.82,0.768754,0.18
PeriodicPersistence,ConformalGlobal_best,24,21,900,0.632222,0.590299,0.238889
PeriodicPersistence,ConformalGlobal_best,24,22,900,0.657778,0.615141,0.222222
PeriodicPersistence,ConformalGlobal_best,24,23,900,0.637778,0.616009,0.238889
PeriodicPersistence,ConformalGlobal_best,24,24,900,0.64,0.620362,0.226667
PeriodicPersistence,ConformalGlobal_best,24,25,900,0.647778,0.594938,0.243333
PeriodicPersistence,ConformalGlobal_best,24,26,900,0.732222,0.709739,0.18
PeriodicPersistence,ConformalGlobal_best,24,27,900,0.786667,0.772976,0.184444
PeriodicPersistence,ConformalGlobal_best,90,3,900,0.833333,0.712892,0.761111
PeriodicPersistence,ConformalGlobal_best,90,4,900,0.824444,0.652369,0.717778
PeriodicPersistence,ConformalGlobal_best,90,5,900,0.852222,0.772689,0.622222
PeriodicPersistence,ConformalGlobal_best,90,6,900,0.87,0.826755,0.427778
PeriodicPersistence,ConformalGlobal_best,90,7,900,0.82,0.663201,0.777778
PeriodicPersistence,ConformalGlobal_best,90,8,900,0.847778,0.698597,0.822222
PeriodicPersistence,ConformalGlobal_best,90,9,900,0.848889,0.691986,0.734444
PeriodicPersistence,ConformalGlobal_best,90,10,900,0.834444,0.70989,0.703333
PeriodicPersistence,ConformalGlobal_best,90,11,900,0.872222,0.703726,0.716667
PeriodicPersistence,ConformalGlobal_best,90,12,900,0.861111,0.827211,0.571111
PeriodicPersistence,ConformalGlobal_best,90,13,900,0.885556,0.834766,0.494444
PeriodicPersistence,ConformalGlobal_best,90,14,900,0.827778,0.672199,0.708889
PeriodicPersistence,ConformalGlobal_best,90,15,900,0.796667,0.680843,0.744444
PeriodicPersistence,ConformalGlobal_best,90,16,900,0.842222,0.674416,0.815556
PeriodicPersistence,ConformalGlobal_best,90,17,900,0.854444,0.688064,0.786667
PeriodicPersistence,ConformalGlobal_best,90,18,900,0.86,0.668734,0.833333
PeriodicPersistence,ConformalGlobal_best,90,19,900,0.867778,0.80608,0.637778
PeriodicPersistence,ConformalGlobal_best,90,20,900,0.872222,0.829707,0.503333
PeriodicPersistence,ConformalGlobal_best,90,21,900,0.848889,0.67289,0.816667
PeriodicPersistence,ConformalGlobal_best,90,22,900,0.847778,0.697571,0.726667
PeriodicPersistence,ConformalGlobal_best,90,23,900,0.832222,0.691201,0.844444
PeriodicPersistence,ConformalGlobal_best,90,24,900,0.817778,0.696106,0.767778
PeriodicPersistence,ConformalGlobal_best,90,25,900,0.867778,0.678755,0.813333
PeriodicPersistence,ConformalGlobal_best,90,26,900,0.854444,0.79507,0.65
PeriodicPersistence,ConformalGlobal_best,90,27,900,0.87,0.816936,0.554444
PeriodicPersistence,NeverSense,24,3,900,0.616667,0.611023,0.0
PeriodicPersistence,NeverSense,24,4,900,0.551111,0.538102,0.0
PeriodicPersistence,NeverSense,24,5,900,0.636667,0.631479,0.0
PeriodicPersistence,NeverSense,24,6,900,0.705556,0.700107,0.0
PeriodicPersistence,NeverSense,24,7,900,0.553333,0.545317,0.0
PeriodicPersistence,NeverSense,24,8,900,0.565556,0.558844,0.0
PeriodicPersistence,NeverSense,24,9,900,0.584444,0.570548,0.0
PeriodicPersistence,NeverSense,24,10,900,0.568889,0.562001,0.0
PeriodicPersistence,NeverSense,24,11,900,0.578889,0.558567,0.0
PeriodicPersistence,NeverSense,24,12,900,0.676667,0.669851,0.0
PeriodicPersistence,NeverSense,24,13,900,0.706667,0.70409,0.0
PeriodicPersistence,NeverSense,24,14,900,0.544444,0.545099,0.0
PeriodicPersistence,NeverSense,24,15,900,0.522222,0.535137,0.0
PeriodicPersistence,NeverSense,24,16,900,0.525556,0.52371,0.0
PeriodicPersistence,NeverSense,24,17,900,0.551111,0.551163,0.0
PeriodicPersistence,NeverSense,24,18,900,0.543333,0.531721,0.0
PeriodicPersistence,NeverSense,24,19,900,0.652222,0.650798,0.0
PeriodicPersistence,NeverSense,24,20,900,0.715556,0.698637,0.0
PeriodicPersistence,NeverSense,24,21,900,0.563333,0.546388,0.0
PeriodicPersistence,NeverSense,24,22,900,0.555556,0.548139,0.0
PeriodicPersistence,NeverSense,24,23,900,0.554444,0.548339,0.0
PeriodicPersistence,NeverSense,24,24,900,0.524444,0.542739,0.0
PeriodicPersistence,NeverSense,24,25,900,0.522222,0.513827,0.0
PeriodicPersistence,NeverSense,24,26,900,0.617778,0.635525,0.0
PeriodicPersistence,NeverSense,24,27,900,0.673333,0.700832,0.0
PeriodicPersistence,NeverSense,90,3,900,0.616667,0.611173,0.0
PeriodicPersistence,NeverSense,90,4,900,0.55,0.538106,0.0
PeriodicPersistence,NeverSense,90,5,900,0.636667,0.631449,0.0
PeriodicPersistence,NeverSense,90,6,900,0.705556,0.699988,0.0
PeriodicPersistence,NeverSense,90,7,900,0.553333,0.545178,0.0
PeriodicPersistence,NeverSense,90,8,900,0.565556,0.558844,0.0
PeriodicPersistence,NeverSense,90,9,900,0.584444,0.570519,0.0
PeriodicPersistence,NeverSense,90,10,900,0.568889,0.561919,0.0
PeriodicPersistence,NeverSense,90,11,900,0.578889,0.558479,0.0
PeriodicPersistence,NeverSense,90,12,900,0.676667,0.66983,0.0
PeriodicPersistence,NeverSense,90,13,900,0.707778,0.704071,0.0
PeriodicPersistence,NeverSense,90,14,900,0.544444,0.545062,0.0
PeriodicPersistence,NeverSense,90,15,900,0.522222,0.535126,0.0
PeriodicPersistence,NeverSense,90,16,900,0.525556,0.523638,0.0
PeriodicPersistence,NeverSense,90,17,900,0.551111,0.551097,0.0
PeriodicPersistence,NeverSense,90,18,900,0.543333,0.531577,0.0
PeriodicPersistence,NeverSense,90,19,900,0.652222,0.650798,0.0
PeriodicPersistence,NeverSense,90,20,900,0.715556,0.698637,0.0
PeriodicPersistence,NeverSense,90,21,900,0.563333,0.546581,0.0
PeriodicPersistence,NeverSense,90,22,900,0.555556,0.548022,0.0
PeriodicPersistence,NeverSense,90,23,900,0.554444,0.548483,0.0
PeriodicPersistence,NeverSense,90,24,900,0.524444,0.542739,0.0
PeriodicPersistence,NeverSense,90,25,900,0.522222,0.513827,0.0
PeriodicPersistence,NeverSense,90,26,900,0.617778,0.635525,0.0
PeriodicPersistence,NeverSense,90,27,900,0.673333,0.700832,0.0
PeriodicPersistence,ResolvableMassSense_best,24,3,900,0.693333,0.650511,0.213333
PeriodicPersistence,ResolvableMassSense_best,24,4,900,0.632222,0.588454,0.207778
PeriodicPersistence,ResolvableMassSense_best,24,5,900,0.75,0.708079,0.185556
PeriodicPersistence,ResolvableMassSense_best,24,6,900,0.797778,0.766216,0.165556
PeriodicPersistence,ResolvableMassSense_best,24,7,900,0.646667,0.601079,0.23
PeriodicPersistence,ResolvableMassSense_best,24,8,900,0.668889,0.631768,0.247778
PeriodicPersistence,ResolvableMassSense_best,24,9,900,0.665556,0.626536,0.204444
PeriodicPersistence,ResolvableMassSense_best,24,10,900,0.681111,0.639788,0.225556
PeriodicPersistence,ResolvableMassSense_best,24,11,900,0.68,0.624504,0.222222
PeriodicPersistence,ResolvableMassSense_best,24,12,900,0.774444,0.746671,0.162222
PeriodicPersistence,ResolvableMassSense_best,24,13,900,0.794444,0.784768,0.188889
PeriodicPersistence,ResolvableMassSense_best,24,14,900,0.638889,0.614364,0.186667
PeriodicPersistence,ResolvableMassSense_best,24,15,900,0.628889,0.613014,0.21
PeriodicPersistence,ResolvableMassSense_best,24,16,900,0.623333,0.592854,0.234444
PeriodicPersistence,ResolvableMassSense_best,24,17,900,0.656667,0.623137,0.222222
PeriodicPersistence,ResolvableMassSense_best,24,18,900,0.621111,0.592813,0.226667
PeriodicPersistence,ResolvableMassSense_best,24,19,900,0.756667,0.73074,0.182222
PeriodicPersistence,ResolvableMassSense_best,24,20,900,0.815556,0.766,0.184444
PeriodicPersistence,ResolvableMassSense_best,24,21,900,0.645556,0.597839,0.22
PeriodicPersistence,ResolvableMassSense_best,24,22,900,0.648889,0.616182,0.203333
PeriodicPersistence,ResolvableMassSense_best,24,23,900,0.64,0.61022,0.221111
PeriodicPersistence,ResolvableMassSense_best,24,24,900,0.634444,0.621474,0.22
PeriodicPersistence,ResolvableMassSense_best,24,25,900,0.642222,0.590644,0.236667
PeriodicPersistence,ResolvableMassSense_best,24,26,900,0.746667,0.722188,0.181111
PeriodicPersistence,ResolvableMassSense_best,24,27,900,0.777778,0.770365,0.161111
PeriodicPersistence,ResolvableMassSense_best,90,3,900,0.821111,0.689601,0.948889
PeriodicPersistence,ResolvableMassSense_best,90,4,900,0.831111,0.635255,0.955556
PeriodicPersistence,ResolvableMassSense_best,90,5,900,0.87,0.80294,0.972222
PeriodicPersistence,ResolvableMassSense_best,90,6,900,0.927778,0.84872,0.911111
PeriodicPersistence,ResolvableMassSense_best,90,7,900,0.84,0.670781,0.998889
PeriodicPersistence,ResolvableMassSense_best,90,8,900,0.832222,0.688047,0.98
PeriodicPersistence,ResolvableMassSense_best,90,9,900,0.841111,0.691665,0.964444
PeriodicPersistence,ResolvableMassSense_best,90,10,900,0.831111,0.690613,0.995556
PeriodicPersistence,ResolvableMassSense_best,90,11,900,0.844444,0.689529,0.922222
PeriodicPersistence,ResolvableMassSense_best,90,12,900,0.898889,0.84623,0.88
PeriodicPersistence,ResolvableMassSense_best,90,13,900,0.933333,0.86939,0.916667
PeriodicPersistence,ResolvableMassSense_best,90,14,900,0.838889,0.666587,0.997778
PeriodicPersistence,ResolvableMassSense_best,90,15,900,0.817778,0.678501,0.971111
PeriodicPersistence,ResolvableMassSense_best,90,16,900,0.818889,0.653843,1.0
PeriodicPersistence,ResolvableMassSense_best,90,17,900,0.823333,0.676194,1.0
PeriodicPersistence,ResolvableMassSense_best,90,18,900,0.81,0.638996,0.981111
PeriodicPersistence,ResolvableMassSense_best,90,19,900,0.905556,0.817959,0.946667
PeriodicPersistence,ResolvableMassSense_best,90,20,900,0.921111,0.862912,0.86
PeriodicPersistence,ResolvableMassSense_best,90,21,900,0.832222,0.65858,0.996667
PeriodicPersistence,ResolvableMassSense_best,90,22,900,0.845556,0.691092,0.97
PeriodicPersistence,ResolvableMassSense_best,90,23,900,0.812222,0.662152,1.0
