belief,policy,mode,alpha,tau,gamma,feedback,n_households,n_questions,task_accuracy,belief_accuracy,mean_budget,mean_budget_per_day,forced_answer_rate,budget_per_day,qhat_global,budget,sweep
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",SequentialSearch,SequentialSearch,,,,,10,22500,0.680622,0.654261,0.5,45.0,0.0,45,,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.02,global)",global,0.02,,,,10,22500,0.681244,0.654738,0.5,45.0,0.0,45,0.999818,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.02,age_binned)",age_binned,0.02,,,,10,22500,0.681156,0.654854,0.5,45.0,0.0,45,0.999818,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.05,global)",global,0.05,,,,10,22500,0.681156,0.654411,0.5,45.0,0.0,45,0.999600,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.05,age_binned)",age_binned,0.05,,,,10,22500,0.683689,0.656044,0.5,45.0,0.0,45,0.999600,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.1,global)",global,0.1,,,,10,22500,0.688622,0.658286,0.5,45.0,0.0,45,0.999255,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.1,age_binned)",age_binned,0.1,,,,10,22500,0.688311,0.65898,0.5,45.0,0.0,45,0.999255,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.2,global)",global,0.2,,,,10,22500,0.693778,0.662108,0.5,45.0,0.0,45,0.997470,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.2,age_binned)",age_binned,0.2,,,,10,22500,0.703022,0.666872,0.4928,44.352,0.0,45,0.997470,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.3,global)",global,0.3,,,,10,22500,0.709333,0.668662,0.277022,24.932,0.0,45,0.937579,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.3,age_binned)",age_binned,0.3,,,,10,22500,0.722178,0.673471,0.470622,42.356,0.0,45,0.937579,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.4,global)",global,0.4,,,,10,22500,0.733956,0.671756,0.358711,32.284,0.0,45,0.117829,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.4,age_binned)",age_binned,0.4,,,,10,22500,0.718267,0.668802,0.488489,43.964,0.0,45,0.117829,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.5,global)",global,0.5,,,,10,22500,0.762044,0.680011,0.480889,43.28,0.0,45,0.037791,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ConformalSense(alpha=0.5,age_binned)",age_binned,0.5,,,,10,22500,0.732133,0.670383,0.497511,44.776,0.0,45,0.037791,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.2,global)",resolvable,0.2,0.2,,,10,22500,0.703378,0.66355,0.499778,44.98,0.0,45,0.997470,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.4,global)",resolvable,0.2,0.4,,,10,22500,0.712,0.664696,0.499956,44.996,0.0,45,0.997470,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.6,global)",resolvable,0.2,0.6,,,10,22500,0.726089,0.668254,0.5,45.0,0.0,45,0.997470,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.8,global)",resolvable,0.2,0.8,,,10,22500,0.717644,0.668256,0.4996,44.964,0.0,45,0.997470,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.2,global)",resolvable,0.3,0.2,,,10,22500,0.707511,0.66667,0.257422,23.168,0.0,45,0.937579,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.4,global)",resolvable,0.3,0.4,,,10,22500,0.6988,0.663043,0.224044,20.164,0.0,45,0.937579,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.6,global)",resolvable,0.3,0.6,,,10,22500,0.691422,0.659701,0.205111,18.46,0.0,45,0.937579,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.8,global)",resolvable,0.3,0.8,,,10,22500,0.684178,0.654798,0.179467,16.152,0.0,45,0.937579,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.2,global)",resolvable,0.4,0.2,,,10,22500,0.592444,0.58888,0.0,0.0,0.0,45,0.117829,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.4,global)",resolvable,0.4,0.4,,,10,22500,0.5924,0.588878,0.0,0.0,0.0,45,0.117829,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.6,global)",resolvable,0.4,0.6,,,10,22500,0.592489,0.588887,0.0,0.0,0.0,45,0.117829,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.8,global)",resolvable,0.4,0.8,,,10,22500,0.5924,0.588884,0.0,0.0,0.0,45,0.117829,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0,oracle)",aci_static,0.3,,0.0,oracle,10,22500,0.709644,0.667972,0.278444,25.06,0.0,45,0.937579,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.01,oracle)",aci_oracle,0.3,,0.01,oracle,10,22500,0.691244,0.655601,0.368889,33.2,0.0,45,0.937579,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.01,sensed)",aci_sensed,0.3,,0.01,sensed,10,22500,0.610133,0.600665,0.030044,2.704,0.0,45,0.937579,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.05,oracle)",aci_oracle,0.3,,0.05,oracle,10,22500,0.699378,0.662985,0.458622,41.276,0.0,45,0.937579,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.05,sensed)",aci_sensed,0.3,,0.05,sensed,10,22500,0.608844,0.599412,0.027911,2.512,0.0,45,0.937579,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.698222,0.66496,0.481156,43.304,0.0,45,0.937579,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.635111,0.618039,0.1028,9.252,0.0,45,0.937579,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)",NeverSense,NeverSense,,,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,45,,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)",SequentialSearch,SequentialSearch,,,,,10,22500,0.6732,0.640039,0.5,45.0,0.0,45,,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.02,global)",global,0.02,,,,10,22500,0.673822,0.640061,0.5,45.0,0.0,45,0.999316,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.02,age_binned)",age_binned,0.02,,,,10,22500,0.673778,0.640127,0.5,45.0,0.0,45,0.999316,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.05,global)",global,0.05,,,,10,22500,0.674756,0.640804,0.5,45.0,0.0,45,0.999114,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.05,age_binned)",age_binned,0.05,,,,10,22500,0.674667,0.640694,0.5,45.0,0.0,45,0.999114,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.1,global)",global,0.1,,,,10,22500,0.676,0.64157,0.5,45.0,0.0,45,0.998497,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.1,age_binned)",age_binned,0.1,,,,10,22500,0.6812,0.644373,0.5,45.0,0.0,45,0.998497,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.2,global)",global,0.2,,,,10,22500,0.6832,0.645269,0.5,45.0,0.0,45,0.986579,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.2,age_binned)",age_binned,0.2,,,,10,22500,0.692267,0.6554,0.488178,43.936,0.0,45,0.986579,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.3,global)",global,0.3,,,,10,22500,0.708489,0.6533,0.299956,26.996,0.0,45,0.809400,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.3,age_binned)",age_binned,0.3,,,,10,22500,0.702933,0.655439,0.438133,39.432,0.0,45,0.809400,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.4,global)",global,0.4,,,,10,22500,0.687733,0.644276,0.310356,27.932,0.0,45,0.429786,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.4,age_binned)",age_binned,0.4,,,,10,22500,0.712711,0.655898,0.479911,43.192,0.0,45,0.429786,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.5,global)",global,0.5,,,,10,22500,0.724578,0.655859,0.477467,42.972,0.0,45,0.251725,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.5,age_binned)",age_binned,0.5,,,,10,22500,0.715956,0.651112,0.492844,44.356,0.0,45,0.251725,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.2,global)",resolvable,0.2,0.2,,,10,22500,0.686133,0.64458,0.5,45.0,0.0,45,0.986579,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.4,global)",resolvable,0.2,0.4,,,10,22500,0.6896,0.644116,0.5,45.0,0.0,45,0.986579,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.6,global)",resolvable,0.2,0.6,,,10,22500,0.690533,0.643004,0.5,45.0,0.0,45,0.986579,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.8,global)",resolvable,0.2,0.8,,,10,22500,0.681689,0.641841,0.5,45.0,0.0,45,0.986579,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.2,global)",resolvable,0.3,0.2,,,10,22500,0.705644,0.651752,0.292267,26.304,0.0,45,0.809400,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.4,global)",resolvable,0.3,0.4,,,10,22500,0.705556,0.651748,0.292133,26.292,0.0,45,0.809400,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.6,global)",resolvable,0.3,0.6,,,10,22500,0.701956,0.649622,0.274311,24.688,0.0,45,0.809400,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.8,global)",resolvable,0.3,0.8,,,10,22500,0.677689,0.636482,0.201022,18.092,0.0,45,0.809400,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.2,global)",resolvable,0.4,0.2,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,45,0.429786,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.4,global)",resolvable,0.4,0.4,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,45,0.429786,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.6,global)",resolvable,0.4,0.6,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,45,0.429786,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.8,global)",resolvable,0.4,0.8,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,45,0.429786,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0,oracle)",aci_static,0.3,,0.0,oracle,10,22500,0.708444,0.652365,0.302667,27.24,0.0,45,0.809400,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.01,oracle)",aci_oracle,0.3,,0.01,oracle,10,22500,0.684578,0.642491,0.367244,33.052,0.0,45,0.809400,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.01,sensed)",aci_sensed,0.3,,0.01,sensed,10,22500,0.631956,0.612482,0.105733,9.516,0.0,45,0.809400,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.05,oracle)",aci_oracle,0.3,,0.05,oracle,10,22500,0.692844,0.648942,0.450578,40.552,0.0,45,0.809400,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.05,sensed)",aci_sensed,0.3,,0.05,sensed,10,22500,0.636622,0.616695,0.124578,11.212,0.0,45,0.809400,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.693422,0.650648,0.470622,42.356,0.0,45,0.809400,45,budget45
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.645689,0.622727,0.170356,15.332,0.0,45,0.809400,45,budget45
LastObservation,NeverSense,NeverSense,,,,,10,22500,0.586933,0.583337,0.0,0.0,0.0,90,,90,budget90
LastObservation,SequentialSearch,SequentialSearch,,,,,10,22500,0.706578,0.670443,1.0,90.0,0.0,90,,90,budget90
LastObservation,"ConformalSense(alpha=0.02,global)",global,0.02,,,,10,22500,0.707156,0.671214,1.0,90.0,0.0,90,0.999908,90,budget90
LastObservation,"ConformalSense(alpha=0.02,age_binned)",age_binned,0.02,,,,10,22500,0.706222,0.66993,1.0,90.0,0.0,90,0.999908,90,budget90
LastObservation,"ConformalSense(alpha=0.05,global)",global,0.05,,,,10,22500,0.704711,0.66951,1.0,90.0,0.0,90,0.999795,90,budget90
LastObservation,"ConformalSense(alpha=0.05,age_binned)",age_binned,0.05,,,,10,22500,0.705911,0.670407,1.0,90.0,0.0,90,0.999795,90,budget90
LastObservation,"ConformalSense(alpha=0.1,global)",global,0.1,,,,10,22500,0.706133,0.67086,1.0,90.0,0.0,90,0.999667,90,budget90
LastObservation,"ConformalSense(alpha=0.1,age_binned)",age_binned,0.1,,,,10,22500,0.719467,0.681218,0.976978,87.928,0.0,90,0.999667,90,budget90
LastObservation,"ConformalSense(alpha=0.2,global)",global,0.2,,,,10,22500,0.705733,0.670833,0.878267,79.044,0.0,90,0.999197,90,budget90
LastObservation,"ConformalSense(alpha=0.2,age_binned)",age_binned,0.2,,,,10,22500,0.734578,0.685418,0.925822,83.324,0.0,90,0.999197,90,budget90
LastObservation,"ConformalSense(alpha=0.3,global)",global,0.3,,,,10,22500,0.690133,0.657956,0.7776,69.984,0.0,90,0.997277,90,budget90
LastObservation,"ConformalSense(alpha=0.3,age_binned)",age_binned,0.3,,,,10,22500,0.716933,0.672391,0.866489,77.984,0.0,90,0.997277,90,budget90
LastObservation,"ConformalSense(alpha=0.4,global)",global,0.4,,,,10,22500,0.726978,0.658006,0.423022,38.072,0.0,90,0.018034,90,budget90
LastObservation,"ConformalSense(alpha=0.4,age_binned)",age_binned,0.4,,,,10,22500,0.760933,0.681577,0.769156,69.224,0.0,90,0.018034,90,budget90
LastObservation,"ConformalSense(alpha=0.5,global)",global,0.5,,,,10,22500,0.783511,0.69061,0.701822,63.164,0.0,90,0.015333,90,budget90
LastObservation,"ConformalSense(alpha=0.5,age_binned)",age_binned,0.5,,,,10,22500,0.773911,0.690095,0.812489,73.124,0.0,90,0.015333,90,budget90
LastObservation,"ResolvableMassSense(alpha=0.2,tau=0.2,global)",resolvable,0.2,0.2,,,10,22500,0.735422,0.67664,0.864667,77.82,0.0,90,0.999197,90,budget90
LastObservation,"ResolvableMassSense(alpha=0.2,tau=0.4,global)",resolvable,0.2,0.4,,,10,22500,0.774667,0.688827,0.838044,75.424,0.0,90,0.999197,90,budget90
LastObservation,"ResolvableMassSense(alpha=0.2,tau=0.6,global)",resolvable,0.2,0.6,,,10,22500,0.803778,0.699963,0.775556,69.8,0.0,90,0.999197,90,budget90
LastObservation,"ResolvableMassSense(alpha=0.2,tau=0.8,global)",resolvable,0.2,0.8,,,10,22500,0.765956,0.68928,0.6232,56.088,0.0,90,0.999197,90,budget90
LastObservation,"ResolvableMassSense(alpha=0.3,tau=0.2,global)",resolvable,0.3,0.2,,,10,22500,0.722756,0.668399,0.741689,66.752,0.0,90,0.997277,90,budget90
LastObservation,"ResolvableMassSense(alpha=0.3,tau=0.4,global)",resolvable,0.3,0.4,,,10,22500,0.761067,0.684716,0.713289,64.196,0.0,90,0.997277,90,budget90
LastObservation,"ResolvableMassSense(alpha=0.3,tau=0.6,global)",resolvable,0.3,0.6,,,10,22500,0.7828,0.693595,0.6324,56.916,0.0,90,0.997277,90,budget90
LastObservation,"ResolvableMassSense(alpha=0.3,tau=0.8,global)",resolvable,0.3,0.8,,,10,22500,0.733822,0.672022,0.435911,39.232,0.0,90,0.997277,90,budget90
LastObservation,"ResolvableMassSense(alpha=0.4,tau=0.2,global)",resolvable,0.4,0.2,,,10,22500,0.586844,0.583324,0.0,0.0,0.0,90,0.018034,90,budget90
LastObservation,"ResolvableMassSense(alpha=0.4,tau=0.4,global)",resolvable,0.4,0.4,,,10,22500,0.587022,0.583306,0.0,0.0,0.0,90,0.018034,90,budget90
LastObservation,"ResolvableMassSense(alpha=0.4,tau=0.6,global)",resolvable,0.4,0.6,,,10,22500,0.586933,0.583315,0.0,0.0,0.0,90,0.018034,90,budget90
LastObservation,"ResolvableMassSense(alpha=0.4,tau=0.8,global)",resolvable,0.4,0.8,,,10,22500,0.586978,0.583335,0.0,0.0,0.0,90,0.018034,90,budget90
LastObservation,"ACISense(alpha=0.3,gamma=0,oracle)",aci_static,0.3,,0.0,oracle,10,22500,0.690222,0.657725,0.770489,69.344,0.0,90,0.997277,90,budget90
LastObservation,"ACISense(alpha=0.3,gamma=0.01,oracle)",aci_oracle,0.3,,0.01,oracle,10,22500,0.687244,0.656222,0.6928,62.352,0.0,90,0.997277,90,budget90
LastObservation,"ACISense(alpha=0.3,gamma=0.01,sensed)",aci_sensed,0.3,,0.01,sensed,10,22500,0.677289,0.646949,0.601467,54.132,0.0,90,0.997277,90,budget90
LastObservation,"ACISense(alpha=0.3,gamma=0.05,oracle)",aci_oracle,0.3,,0.05,oracle,10,22500,0.717156,0.674352,0.830489,74.744,0.0,90,0.997277,90,budget90
LastObservation,"ACISense(alpha=0.3,gamma=0.05,sensed)",aci_sensed,0.3,,0.05,sensed,10,22500,0.633867,0.614539,0.277378,24.964,0.0,90,0.997277,90,budget90
LastObservation,"ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.721556,0.677405,0.8804,79.236,0.0,90,0.997277,90,budget90
LastObservation,"ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.600178,0.591886,0.098844,8.896,0.0,90,0.997277,90,budget90
MostFrequentLocation(hl=24h),NeverSense,NeverSense,,,,,10,22500,0.592756,0.588511,0.0,0.0,0.0,90,,90,budget90
MostFrequentLocation(hl=24h),SequentialSearch,SequentialSearch,,,,,10,22500,0.710533,0.657864,1.0,90.0,0.0,90,,90,budget90
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.02,global)",global,0.02,,,,10,22500,0.712267,0.658584,1.0,90.0,0.0,90,0.999706,90,budget90
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.02,age_binned)",age_binned,0.02,,,,10,22500,0.7132,0.659239,1.0,90.0,0.0,90,0.999706,90,budget90
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.05,global)",global,0.05,,,,10,22500,0.716178,0.661132,1.0,90.0,0.0,90,0.999353,90,budget90
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.05,age_binned)",age_binned,0.05,,,,10,22500,0.7172,0.66157,1.0,90.0,0.0,90,0.999353,90,budget90
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.1,global)",global,0.1,,,,10,22500,0.718578,0.661901,0.999111,89.92,0.0,90,0.999109,90,budget90
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.1,age_binned)",age_binned,0.1,,,,10,22500,0.741956,0.671285,0.9952,89.568,0.0,90,0.999109,90,budget90
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.2,global)",global,0.2,,,,10,22500,0.743511,0.670988,0.994844,89.536,0.0,90,0.991045,90,budget90
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.2,age_binned)",age_binned,0.2,,,,10,22500,0.723778,0.671073,0.858178,77.236,0.0,90,0.991045,90,budget90
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.3,global)",global,0.3,,,,10,22500,0.697511,0.647348,0.255422,22.988,0.0,90,0.798785,90,budget90
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.3,age_binned)",age_binned,0.3,,,,10,22500,0.736533,0.672461,0.637867,57.408,0.0,90,0.798785,90,budget90
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.4,global)",global,0.4,,,,10,22500,0.690489,0.644418,0.239911,21.592,0.0,90,0.362145,90,budget90
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.4,age_binned)",age_binned,0.4,,,,10,22500,0.780978,0.682662,0.724711,65.224,0.0,90,0.362145,90,budget90
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.5,global)",global,0.5,,,,10,22500,0.818667,0.688803,0.726178,65.356,0.0,90,0.173989,90,budget90
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.5,age_binned)",age_binned,0.5,,,,10,22500,0.835156,0.691734,0.868533,78.168,0.0,90,0.173989,90,budget90
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.2,tau=0.2,global)",resolvable,0.2,0.2,,,10,22500,0.764489,0.671316,0.993867,89.448,0.0,90,0.991045,90,budget90
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.2,tau=0.4,global)",resolvable,0.2,0.4,,,10,22500,0.7928,0.674136,0.994844,89.536,0.0,90,0.991045,90,budget90
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.2,tau=0.6,global)",resolvable,0.2,0.6,,,10,22500,0.8172,0.680331,0.9932,89.388,0.0,90,0.991045,90,budget90
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.2,tau=0.8,global)",resolvable,0.2,0.8,,,10,22500,0.790222,0.683349,0.992133,89.292,0.0,90,0.991045,90,budget90
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.3,tau=0.2,global)",resolvable,0.3,0.2,,,10,22500,0.695022,0.646157,0.246489,22.184,0.0,90,0.798785,90,budget90
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.3,tau=0.4,global)",resolvable,0.3,0.4,,,10,22500,0.694889,0.646065,0.246489,22.184,0.0,90,0.798785,90,budget90
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.3,tau=0.6,global)",resolvable,0.3,0.6,,,10,22500,0.695467,0.645915,0.244667,22.02,0.0,90,0.798785,90,budget90
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.3,tau=0.8,global)",resolvable,0.3,0.8,,,10,22500,0.684133,0.642101,0.217689,19.592,0.0,90,0.798785,90,budget90
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.4,tau=0.2,global)",resolvable,0.4,0.2,,,10,22500,0.592667,0.588506,0.0,0.0,0.0,90,0.362145,90,budget90
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.4,tau=0.4,global)",resolvable,0.4,0.4,,,10,22500,0.592711,0.588516,0.0,0.0,0.0,90,0.362145,90,budget90
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.4,tau=0.6,global)",resolvable,0.4,0.6,,,10,22500,0.592756,0.588511,0.0,0.0,0.0,90,0.362145,90,budget90
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.4,tau=0.8,global)",resolvable,0.4,0.8,,,10,22500,0.592711,0.588514,0.0,0.0,0.0,90,0.362145,90,budget90
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0,oracle)",aci_static,0.3,,0.0,oracle,10,22500,0.696044,0.646983,0.251156,22.604,0.0,90,0.798785,90,budget90
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.01,oracle)",aci_oracle,0.3,,0.01,oracle,10,22500,0.723511,0.654399,0.489644,44.068,0.0,90,0.798785,90,budget90
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.01,sensed)",aci_sensed,0.3,,0.01,sensed,10,22500,0.611644,0.600806,0.036578,3.292,0.0,90,0.798785,90,budget90
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.05,oracle)",aci_oracle,0.3,,0.05,oracle,10,22500,0.731644,0.660265,0.717867,64.608,0.0,90,0.798785,90,budget90
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.05,sensed)",aci_sensed,0.3,,0.05,sensed,10,22500,0.6152,0.602518,0.040533,3.648,0.0,90,0.798785,90,budget90
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.736356,0.669559,0.817067,73.536,0.0,90,0.798785,90,budget90
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.625333,0.60862,0.064311,5.788,0.0,90,0.798785,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)",NeverSense,NeverSense,,,,,10,22500,0.546844,0.542092,0.0,0.0,0.0,90,,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)",SequentialSearch,SequentialSearch,,,,,10,22500,0.648178,0.5902,1.0,90.0,0.0,90,,90,budget90
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.02,global)",global,0.02,,,,10,22500,0.6472,0.589632,1.0,90.0,0.0,90,0.999762,90,budget90
