belief,policy,mode,alpha,tau,gamma,feedback,n_households,n_questions,task_accuracy,belief_accuracy,mean_budget,mean_budget_per_day,forced_answer_rate,budget_per_day,qhat_global,budget,sweep
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.667067,0.64426,0.266178,23.956,0.0,24,0.937579,24,budget24
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)","ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.628044,0.613629,0.077867,7.008,0.0,24,0.937579,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)",NeverSense,NeverSense,,,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,24,,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)",SequentialSearch,SequentialSearch,,,,,10,22500,0.645556,0.624898,0.266667,24.0,0.0,24,,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.02,global)",global,0.02,,,,10,22500,0.6456,0.624911,0.266667,24.0,0.0,24,0.999316,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.02,age_binned)",age_binned,0.02,,,,10,22500,0.645689,0.624911,0.266667,24.0,0.0,24,0.999316,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.05,global)",global,0.05,,,,10,22500,0.645867,0.625202,0.266667,24.0,0.0,24,0.999114,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.05,age_binned)",age_binned,0.05,,,,10,22500,0.645556,0.624897,0.266667,24.0,0.0,24,0.999114,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.1,global)",global,0.1,,,,10,22500,0.646622,0.625187,0.266667,24.0,0.0,24,0.998497,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.1,age_binned)",age_binned,0.1,,,,10,22500,0.650667,0.627469,0.266667,24.0,0.0,24,0.998497,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.2,global)",global,0.2,,,,10,22500,0.6516,0.628235,0.266667,24.0,0.0,24,0.986579,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.2,age_binned)",age_binned,0.2,,,,10,22500,0.659911,0.635342,0.266667,24.0,0.0,24,0.986579,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.3,global)",global,0.3,,,,10,22500,0.682356,0.640541,0.246933,22.224,0.0,24,0.809400,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.3,age_binned)",age_binned,0.3,,,,10,22500,0.6728,0.639356,0.263467,23.712,0.0,24,0.809400,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.4,global)",global,0.4,,,,10,22500,0.663289,0.633441,0.2196,19.764,0.0,24,0.429786,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.4,age_binned)",age_binned,0.4,,,,10,22500,0.6656,0.636057,0.265733,23.916,0.0,24,0.429786,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.5,global)",global,0.5,,,,10,22500,0.665156,0.630887,0.265867,23.928,0.0,24,0.251725,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ConformalSense(alpha=0.5,age_binned)",age_binned,0.5,,,,10,22500,0.658311,0.63024,0.266489,23.984,0.0,24,0.251725,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.2,global)",resolvable,0.2,0.2,,,10,22500,0.651822,0.628072,0.266667,24.0,0.0,24,0.986579,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.4,global)",resolvable,0.2,0.4,,,10,22500,0.652,0.628168,0.266667,24.0,0.0,24,0.986579,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.6,global)",resolvable,0.2,0.6,,,10,22500,0.6512,0.627629,0.266667,24.0,0.0,24,0.986579,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.8,global)",resolvable,0.2,0.8,,,10,22500,0.651778,0.627487,0.266667,24.0,0.0,24,0.986579,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.2,global)",resolvable,0.3,0.2,,,10,22500,0.686222,0.641113,0.244622,22.016,0.0,24,0.809400,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.4,global)",resolvable,0.3,0.4,,,10,22500,0.686622,0.641818,0.2448,22.032,0.0,24,0.809400,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.6,global)",resolvable,0.3,0.6,,,10,22500,0.685689,0.641083,0.240311,21.628,0.0,24,0.809400,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.8,global)",resolvable,0.3,0.8,,,10,22500,0.677022,0.635445,0.197778,17.8,0.0,24,0.809400,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.2,global)",resolvable,0.4,0.2,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,24,0.429786,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.4,global)",resolvable,0.4,0.4,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,24,0.429786,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.6,global)",resolvable,0.4,0.6,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,24,0.429786,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.8,global)",resolvable,0.4,0.8,,,10,22500,0.589867,0.586011,0.0,0.0,0.0,24,0.429786,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0,oracle)",aci_static,0.3,,0.0,oracle,10,22500,0.682667,0.64104,0.246933,22.224,0.0,24,0.809400,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.01,oracle)",aci_oracle,0.3,,0.01,oracle,10,22500,0.661556,0.632456,0.235778,21.22,0.0,24,0.809400,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.01,sensed)",aci_sensed,0.3,,0.01,sensed,10,22500,0.632622,0.613349,0.099556,8.96,0.0,24,0.809400,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.05,oracle)",aci_oracle,0.3,,0.05,oracle,10,22500,0.660933,0.631292,0.259156,23.324,0.0,24,0.809400,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.05,sensed)",aci_sensed,0.3,,0.05,sensed,10,22500,0.632089,0.614693,0.109733,9.876,0.0,24,0.809400,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.661511,0.633819,0.2656,23.904,0.0,24,0.809400,24,budget24
"HierarchyBackoff(po=5,pc=5,hl=24h)","ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.636489,0.615662,0.1372,12.348,0.0,24,0.809400,24,budget24
LastObservation,NeverSense,NeverSense,,,,,10,22500,0.586933,0.583337,0.0,0.0,0.0,45,,45,budget45
LastObservation,SequentialSearch,SequentialSearch,,,,,10,22500,0.666178,0.644534,0.5,45.0,0.0,45,,45,budget45
LastObservation,"ConformalSense(alpha=0.02,global)",global,0.02,,,,10,22500,0.667067,0.644108,0.5,45.0,0.0,45,0.999908,45,budget45
LastObservation,"ConformalSense(alpha=0.02,age_binned)",age_binned,0.02,,,,10,22500,0.665289,0.643611,0.5,45.0,0.0,45,0.999908,45,budget45
LastObservation,"ConformalSense(alpha=0.05,global)",global,0.05,,,,10,22500,0.667822,0.645226,0.5,45.0,0.0,45,0.999795,45,budget45
LastObservation,"ConformalSense(alpha=0.05,age_binned)",age_binned,0.05,,,,10,22500,0.666356,0.644501,0.5,45.0,0.0,45,0.999795,45,budget45
LastObservation,"ConformalSense(alpha=0.1,global)",global,0.1,,,,10,22500,0.667644,0.645296,0.5,45.0,0.0,45,0.999667,45,budget45
LastObservation,"ConformalSense(alpha=0.1,age_binned)",age_binned,0.1,,,,10,22500,0.676222,0.651739,0.5,45.0,0.0,45,0.999667,45,budget45
LastObservation,"ConformalSense(alpha=0.2,global)",global,0.2,,,,10,22500,0.676756,0.651916,0.479956,43.196,0.0,45,0.999197,45,budget45
LastObservation,"ConformalSense(alpha=0.2,age_binned)",age_binned,0.2,,,,10,22500,0.686578,0.658429,0.496667,44.7,0.0,45,0.999197,45,budget45
LastObservation,"ConformalSense(alpha=0.3,global)",global,0.3,,,,10,22500,0.669422,0.645409,0.442044,39.784,0.0,45,0.997277,45,budget45
LastObservation,"ConformalSense(alpha=0.3,age_binned)",age_binned,0.3,,,,10,22500,0.682356,0.653901,0.482933,43.464,0.0,45,0.997277,45,budget45
LastObservation,"ConformalSense(alpha=0.4,global)",global,0.4,,,,10,22500,0.708133,0.646677,0.373378,33.604,0.0,45,0.018034,45,budget45
LastObservation,"ConformalSense(alpha=0.4,age_binned)",age_binned,0.4,,,,10,22500,0.689511,0.648784,0.481778,43.36,0.0,45,0.018034,45,budget45
LastObservation,"ConformalSense(alpha=0.5,global)",global,0.5,,,,10,22500,0.717511,0.649364,0.476622,42.896,0.0,45,0.015333,45,budget45
LastObservation,"ConformalSense(alpha=0.5,age_binned)",age_binned,0.5,,,,10,22500,0.689289,0.649475,0.489156,44.024,0.0,45,0.015333,45,budget45
LastObservation,"ResolvableMassSense(alpha=0.2,tau=0.2,global)",resolvable,0.2,0.2,,,10,22500,0.685244,0.65343,0.478667,43.08,0.0,45,0.999197,45,budget45
LastObservation,"ResolvableMassSense(alpha=0.2,tau=0.4,global)",resolvable,0.2,0.4,,,10,22500,0.693422,0.654097,0.476444,42.88,0.0,45,0.999197,45,budget45
LastObservation,"ResolvableMassSense(alpha=0.2,tau=0.6,global)",resolvable,0.2,0.6,,,10,22500,0.707422,0.656115,0.471689,42.452,0.0,45,0.999197,45,budget45
LastObservation,"ResolvableMassSense(alpha=0.2,tau=0.8,global)",resolvable,0.2,0.8,,,10,22500,0.710267,0.656714,0.448267,40.344,0.0,45,0.999197,45,budget45
LastObservation,"ResolvableMassSense(alpha=0.3,tau=0.2,global)",resolvable,0.3,0.2,,,10,22500,0.680089,0.646863,0.436933,39.324,0.0,45,0.997277,45,budget45
LastObservation,"ResolvableMassSense(alpha=0.3,tau=0.4,global)",resolvable,0.3,0.4,,,10,22500,0.694489,0.649069,0.4344,39.096,0.0,45,0.997277,45,budget45
LastObservation,"ResolvableMassSense(alpha=0.3,tau=0.6,global)",resolvable,0.3,0.6,,,10,22500,0.716133,0.653828,0.424044,38.164,0.0,45,0.997277,45,budget45
LastObservation,"ResolvableMassSense(alpha=0.3,tau=0.8,global)",resolvable,0.3,0.8,,,10,22500,0.709956,0.653727,0.377111,33.94,0.0,45,0.997277,45,budget45
LastObservation,"ResolvableMassSense(alpha=0.4,tau=0.2,global)",resolvable,0.4,0.2,,,10,22500,0.586844,0.583324,0.0,0.0,0.0,45,0.018034,45,budget45
LastObservation,"ResolvableMassSense(alpha=0.4,tau=0.4,global)",resolvable,0.4,0.4,,,10,22500,0.587022,0.583306,0.0,0.0,0.0,45,0.018034,45,budget45
LastObservation,"ResolvableMassSense(alpha=0.4,tau=0.6,global)",resolvable,0.4,0.6,,,10,22500,0.586933,0.583315,0.0,0.0,0.0,45,0.018034,45,budget45
LastObservation,"ResolvableMassSense(alpha=0.4,tau=0.8,global)",resolvable,0.4,0.8,,,10,22500,0.586978,0.583335,0.0,0.0,0.0,45,0.018034,45,budget45
LastObservation,"ACISense(alpha=0.3,gamma=0,oracle)",aci_static,0.3,,0.0,oracle,10,22500,0.668133,0.642711,0.438311,39.448,0.0,45,0.997277,45,budget45
LastObservation,"ACISense(alpha=0.3,gamma=0.01,oracle)",aci_oracle,0.3,,0.01,oracle,10,22500,0.664178,0.642879,0.414267,37.284,0.0,45,0.997277,45,budget45
LastObservation,"ACISense(alpha=0.3,gamma=0.01,sensed)",aci_sensed,0.3,,0.01,sensed,10,22500,0.658978,0.637335,0.407244,36.652,0.0,45,0.997277,45,budget45
LastObservation,"ACISense(alpha=0.3,gamma=0.05,oracle)",aci_oracle,0.3,,0.05,oracle,10,22500,0.677511,0.650366,0.467956,42.116,0.0,45,0.997277,45,budget45
LastObservation,"ACISense(alpha=0.3,gamma=0.05,sensed)",aci_sensed,0.3,,0.05,sensed,10,22500,0.624889,0.612222,0.194711,17.524,0.0,45,0.997277,45,budget45
LastObservation,"ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.678267,0.652533,0.484889,43.64,0.0,45,0.997277,45,budget45
LastObservation,"ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.611556,0.600952,0.127022,11.432,0.0,45,0.997277,45,budget45
MostFrequentLocation(hl=24h),NeverSense,NeverSense,,,,,10,22500,0.592756,0.588511,0.0,0.0,0.0,45,,45,budget45
MostFrequentLocation(hl=24h),SequentialSearch,SequentialSearch,,,,,10,22500,0.671956,0.637063,0.5,45.0,0.0,45,,45,budget45
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.02,global)",global,0.02,,,,10,22500,0.672844,0.636863,0.5,45.0,0.0,45,0.999706,45,budget45
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.02,age_binned)",age_binned,0.02,,,,10,22500,0.6732,0.637923,0.5,45.0,0.0,45,0.999706,45,budget45
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.05,global)",global,0.05,,,,10,22500,0.672,0.636729,0.5,45.0,0.0,45,0.999353,45,budget45
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.05,age_binned)",age_binned,0.05,,,,10,22500,0.674622,0.638103,0.5,45.0,0.0,45,0.999353,45,budget45
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.1,global)",global,0.1,,,,10,22500,0.6768,0.638871,0.5,45.0,0.0,45,0.999109,45,budget45
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.1,age_binned)",age_binned,0.1,,,,10,22500,0.681556,0.64081,0.5,45.0,0.0,45,0.999109,45,budget45
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.2,global)",global,0.2,,,,10,22500,0.685111,0.642019,0.5,45.0,0.0,45,0.991045,45,budget45
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.2,age_binned)",age_binned,0.2,,,,10,22500,0.691111,0.652806,0.488044,43.924,0.0,45,0.991045,45,budget45
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.3,global)",global,0.3,,,,10,22500,0.696978,0.647138,0.255422,22.988,0.0,45,0.798785,45,budget45
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.3,age_binned)",age_binned,0.3,,,,10,22500,0.708978,0.65746,0.437022,39.332,0.0,45,0.798785,45,budget45
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.4,global)",global,0.4,,,,10,22500,0.688711,0.642525,0.234978,21.148,0.0,45,0.362145,45,budget45
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.4,age_binned)",age_binned,0.4,,,,10,22500,0.721333,0.657249,0.478756,43.088,0.0,45,0.362145,45,budget45
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.5,global)",global,0.5,,,,10,22500,0.738756,0.657832,0.480533,43.248,0.0,45,0.173989,45,budget45
MostFrequentLocation(hl=24h),"ConformalSense(alpha=0.5,age_binned)",age_binned,0.5,,,,10,22500,0.722444,0.647592,0.495511,44.596,0.0,45,0.173989,45,budget45
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.2,tau=0.2,global)",resolvable,0.2,0.2,,,10,22500,0.689422,0.642924,0.5,45.0,0.0,45,0.991045,45,budget45
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.2,tau=0.4,global)",resolvable,0.2,0.4,,,10,22500,0.696844,0.643348,0.5,45.0,0.0,45,0.991045,45,budget45
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.2,tau=0.6,global)",resolvable,0.2,0.6,,,10,22500,0.697156,0.642046,0.5,45.0,0.0,45,0.991045,45,budget45
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.2,tau=0.8,global)",resolvable,0.2,0.8,,,10,22500,0.689778,0.642278,0.5,45.0,0.0,45,0.991045,45,budget45
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.3,tau=0.2,global)",resolvable,0.3,0.2,,,10,22500,0.695022,0.646157,0.246489,22.184,0.0,45,0.798785,45,budget45
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.3,tau=0.4,global)",resolvable,0.3,0.4,,,10,22500,0.694889,0.646065,0.246489,22.184,0.0,45,0.798785,45,budget45
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.3,tau=0.6,global)",resolvable,0.3,0.6,,,10,22500,0.695467,0.645915,0.244667,22.02,0.0,45,0.798785,45,budget45
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.3,tau=0.8,global)",resolvable,0.3,0.8,,,10,22500,0.684133,0.642101,0.217689,19.592,0.0,45,0.798785,45,budget45
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.4,tau=0.2,global)",resolvable,0.4,0.2,,,10,22500,0.592667,0.588506,0.0,0.0,0.0,45,0.362145,45,budget45
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.4,tau=0.4,global)",resolvable,0.4,0.4,,,10,22500,0.592711,0.588516,0.0,0.0,0.0,45,0.362145,45,budget45
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.4,tau=0.6,global)",resolvable,0.4,0.6,,,10,22500,0.592756,0.588511,0.0,0.0,0.0,45,0.362145,45,budget45
MostFrequentLocation(hl=24h),"ResolvableMassSense(alpha=0.4,tau=0.8,global)",resolvable,0.4,0.8,,,10,22500,0.592711,0.588514,0.0,0.0,0.0,45,0.362145,45,budget45
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0,oracle)",aci_static,0.3,,0.0,oracle,10,22500,0.696,0.647095,0.251333,22.62,0.0,45,0.798785,45,budget45
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.01,oracle)",aci_oracle,0.3,,0.01,oracle,10,22500,0.687511,0.640477,0.3452,31.068,0.0,45,0.798785,45,budget45
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.01,sensed)",aci_sensed,0.3,,0.01,sensed,10,22500,0.611644,0.600806,0.036578,3.292,0.0,45,0.798785,45,budget45
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.05,oracle)",aci_oracle,0.3,,0.05,oracle,10,22500,0.692222,0.645377,0.434667,39.12,0.0,45,0.798785,45,budget45
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.05,sensed)",aci_sensed,0.3,,0.05,sensed,10,22500,0.6152,0.602518,0.040533,3.648,0.0,45,0.798785,45,budget45
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.693956,0.647996,0.465689,41.912,0.0,45,0.798785,45,budget45
MostFrequentLocation(hl=24h),"ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.625333,0.60862,0.064311,5.788,0.0,45,0.798785,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)",NeverSense,NeverSense,,,,,10,22500,0.546844,0.542092,0.0,0.0,0.0,45,,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)",SequentialSearch,SequentialSearch,,,,,10,22500,0.605911,0.571291,0.5,45.0,0.0,45,,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.02,global)",global,0.02,,,,10,22500,0.606222,0.569909,0.5,45.0,0.0,45,0.999762,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.02,age_binned)",age_binned,0.02,,,,10,22500,0.606978,0.569877,0.5,45.0,0.0,45,0.999762,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.05,global)",global,0.05,,,,10,22500,0.607644,0.569749,0.5,45.0,0.0,45,0.999373,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.05,age_binned)",age_binned,0.05,,,,10,22500,0.6088,0.569659,0.5,45.0,0.0,45,0.999373,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.1,global)",global,0.1,,,,10,22500,0.609156,0.568639,0.5,45.0,0.0,45,0.999247,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.1,age_binned)",age_binned,0.1,,,,10,22500,0.608044,0.568407,0.5,45.0,0.0,45,0.999247,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.2,global)",global,0.2,,,,10,22500,0.612178,0.569219,0.5,45.0,0.0,45,0.998084,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.2,age_binned)",age_binned,0.2,,,,10,22500,0.611467,0.569259,0.5,45.0,0.0,45,0.998084,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.3,global)",global,0.3,,,,10,22500,0.608,0.564727,0.499111,44.92,0.0,45,0.988570,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.3,age_binned)",age_binned,0.3,,,,10,22500,0.592667,0.559115,0.486,43.74,0.0,45,0.988570,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.4,global)",global,0.4,,,,10,22500,0.556933,0.534921,0.104667,9.42,0.0,45,0.758147,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.4,age_binned)",age_binned,0.4,,,,10,22500,0.593689,0.553553,0.448667,40.38,0.0,45,0.758147,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.5,global)",global,0.5,,,,10,22500,0.600578,0.549271,0.400622,36.056,0.0,45,0.214867,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ConformalSense(alpha=0.5,age_binned)",age_binned,0.5,,,,10,22500,0.609689,0.553961,0.490844,44.176,0.0,45,0.214867,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.2,global)",resolvable,0.2,0.2,,,10,22500,0.619111,0.569242,0.5,45.0,0.0,45,0.998084,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.4,global)",resolvable,0.2,0.4,,,10,22500,0.624667,0.569891,0.5,45.0,0.0,45,0.998084,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.6,global)",resolvable,0.2,0.6,,,10,22500,0.629244,0.569988,0.5,45.0,0.0,45,0.998084,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.2,tau=0.8,global)",resolvable,0.2,0.8,,,10,22500,0.618489,0.566158,0.5,45.0,0.0,45,0.998084,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.2,global)",resolvable,0.3,0.2,,,10,22500,0.613511,0.563111,0.499422,44.948,0.0,45,0.988570,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.4,global)",resolvable,0.3,0.4,,,10,22500,0.626489,0.566438,0.4996,44.964,0.0,45,0.988570,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.6,global)",resolvable,0.3,0.6,,,10,22500,0.628444,0.563345,0.4996,44.964,0.0,45,0.988570,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.3,tau=0.8,global)",resolvable,0.3,0.8,,,10,22500,0.614578,0.561724,0.499422,44.948,0.0,45,0.988570,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.2,global)",resolvable,0.4,0.2,,,10,22500,0.554356,0.532958,0.092978,8.368,0.0,45,0.758147,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.4,global)",resolvable,0.4,0.4,,,10,22500,0.554444,0.532954,0.092978,8.368,0.0,45,0.758147,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.6,global)",resolvable,0.4,0.6,,,10,22500,0.554222,0.532921,0.092356,8.312,0.0,45,0.758147,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ResolvableMassSense(alpha=0.4,tau=0.8,global)",resolvable,0.4,0.8,,,10,22500,0.551733,0.532585,0.082711,7.444,0.0,45,0.758147,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0,oracle)",aci_static,0.3,,0.0,oracle,10,22500,0.608267,0.563469,0.4996,44.964,0.0,45,0.988570,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.01,oracle)",aci_oracle,0.3,,0.01,oracle,10,22500,0.601911,0.557349,0.465156,41.864,0.0,45,0.988570,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.01,sensed)",aci_sensed,0.3,,0.01,sensed,10,22500,0.544311,0.527836,0.127689,11.492,0.0,45,0.988570,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.05,oracle)",aci_oracle,0.3,,0.05,oracle,10,22500,0.596756,0.555088,0.479822,43.184,0.0,45,0.988570,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.05,sensed)",aci_sensed,0.3,,0.05,sensed,10,22500,0.550222,0.534411,0.071467,6.432,0.0,45,0.988570,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.1,oracle)",aci_oracle,0.3,,0.1,oracle,10,22500,0.598267,0.558149,0.494933,44.544,0.0,45,0.988570,45,budget45
"TimetableLookup(bin=1h,days=all,hl=24h)","ACISense(alpha=0.3,gamma=0.1,sensed)",aci_sensed,0.3,,0.1,sensed,10,22500,0.555333,0.536517,0.093067,8.376,0.0,45,0.988570,45,budget45
"PeriodicPersistence(min_dep=2,bin=1h,hl=24h)",NeverSense,NeverSense,,,,,10,22500,0.592356,0.588895,0.0,0.0,0.0,45,,45,budget45
