budget,belief,policy,day_index,n_questions,task_accuracy,belief_accuracy
1,last_observation,sequential_search,19,90,0.4444444444444444,0.44640522875816996
1,last_observation,sequential_search,20,90,0.26666666666666666,0.25882352941176473
1,most_frequent,sequential_search,3,90,0.08888888888888889,0.11830065359477124
1,most_frequent,sequential_search,4,90,0.12222222222222222,0.14640522875816994
1,most_frequent,sequential_search,5,90,0.15555555555555556,0.1326797385620915
1,most_frequent,sequential_search,6,90,0.2777777777777778,0.27712418300653596
1,most_frequent,sequential_search,7,90,0.3333333333333333,0.2777777777777778
1,most_frequent,sequential_search,8,90,0.15555555555555556,0.1934640522875817
1,most_frequent,sequential_search,9,90,0.18888888888888888,0.19019607843137254
1,most_frequent,sequential_search,10,90,0.2111111111111111,0.2084967320261438
1,most_frequent,sequential_search,11,90,0.23333333333333334,0.20392156862745098
1,most_frequent,sequential_search,12,90,0.2222222222222222,0.23986928104575164
1,most_frequent,sequential_search,13,90,0.3111111111111111,0.3045751633986928
1,most_frequent,sequential_search,14,90,0.28888888888888886,0.269281045751634
1,most_frequent,sequential_search,15,90,0.25555555555555554,0.24248366013071895
1,most_frequent,sequential_search,16,90,0.18888888888888888,0.2529411764705882
1,most_frequent,sequential_search,17,90,0.32222222222222224,0.28823529411764703
1,most_frequent,sequential_search,18,90,0.26666666666666666,0.2601307189542484
1,most_frequent,sequential_search,19,90,0.24444444444444444,0.23921568627450981
1,most_frequent,sequential_search,20,90,0.24444444444444444,0.23137254901960785
1,timetable,sequential_search,3,90,0.16666666666666666,0.18169934640522875
1,timetable,sequential_search,4,90,0.18888888888888888,0.19738562091503267
1,timetable,sequential_search,5,90,0.26666666666666666,0.24183006535947713
1,timetable,sequential_search,6,90,0.2111111111111111,0.2522875816993464
1,timetable,sequential_search,7,90,0.24444444444444444,0.22745098039215686
1,timetable,sequential_search,8,90,0.2777777777777778,0.26862745098039215
1,timetable,sequential_search,9,90,0.28888888888888886,0.24836601307189543
1,timetable,sequential_search,10,90,0.26666666666666666,0.27647058823529413
1,timetable,sequential_search,11,90,0.4222222222222222,0.41830065359477125
1,timetable,sequential_search,12,90,0.35555555555555557,0.37973856209150325
1,timetable,sequential_search,13,90,0.36666666666666664,0.35751633986928105
1,timetable,sequential_search,14,90,0.36666666666666664,0.369281045751634
1,timetable,sequential_search,15,90,0.35555555555555557,0.4477124183006536
1,timetable,sequential_search,16,90,0.35555555555555557,0.3457516339869281
1,timetable,sequential_search,17,90,0.3333333333333333,0.37058823529411766
1,timetable,sequential_search,18,90,0.3111111111111111,0.338562091503268
1,timetable,sequential_search,19,90,0.35555555555555557,0.3431372549019608
1,timetable,sequential_search,20,90,0.26666666666666666,0.25555555555555554
4,last_observation,sequential_search,3,90,0.18888888888888888,0.18823529411764706
4,last_observation,sequential_search,4,90,0.2,0.19215686274509805
4,last_observation,sequential_search,5,90,0.26666666666666666,0.296078431372549
4,last_observation,sequential_search,6,90,0.3111111111111111,0.31699346405228757
4,last_observation,sequential_search,7,90,0.5111111111111111,0.4647058823529412
4,last_observation,sequential_search,8,90,0.5666666666666667,0.5732026143790849
4,last_observation,sequential_search,9,90,0.6444444444444445,0.6013071895424836
4,last_observation,sequential_search,10,90,0.6222222222222222,0.5607843137254902
4,last_observation,sequential_search,11,90,0.5222222222222223,0.5196078431372549
4,last_observation,sequential_search,12,90,0.4444444444444444,0.47058823529411764
4,last_observation,sequential_search,13,90,0.4888888888888889,0.48562091503267973
4,last_observation,sequential_search,14,90,0.5888888888888889,0.5934640522875817
4,last_observation,sequential_search,15,90,0.6,0.6392156862745098
4,last_observation,sequential_search,16,90,0.5444444444444444,0.5627450980392157
4,last_observation,sequential_search,17,90,0.6111111111111112,0.5973856209150327
4,last_observation,sequential_search,18,90,0.4666666666666667,0.530718954248366
4,last_observation,sequential_search,19,90,0.4777777777777778,0.530718954248366
4,last_observation,sequential_search,20,90,0.3888888888888889,0.3895424836601307
4,most_frequent,sequential_search,3,90,0.23333333333333334,0.25882352941176473
4,most_frequent,sequential_search,4,90,0.23333333333333334,0.2169934640522876
4,most_frequent,sequential_search,5,90,0.3333333333333333,0.2758169934640523
4,most_frequent,sequential_search,6,90,0.26666666666666666,0.27058823529411763
4,most_frequent,sequential_search,7,90,0.5222222222222223,0.47581699346405226
4,most_frequent,sequential_search,8,90,0.5888888888888889,0.5895424836601307
4,most_frequent,sequential_search,9,90,0.5888888888888889,0.5882352941176471
4,most_frequent,sequential_search,10,90,0.6,0.5712418300653594
4,most_frequent,sequential_search,11,90,0.5111111111111111,0.5078431372549019
4,most_frequent,sequential_search,12,90,0.5,0.5098039215686274
4,most_frequent,sequential_search,13,90,0.36666666666666664,0.3542483660130719
4,most_frequent,sequential_search,14,90,0.5111111111111111,0.492156862745098
4,most_frequent,sequential_search,15,90,0.5222222222222223,0.5732026143790849
4,most_frequent,sequential_search,16,90,0.5444444444444444,0.5411764705882353
4,most_frequent,sequential_search,17,90,0.5555555555555556,0.5333333333333333
4,most_frequent,sequential_search,18,90,0.4888888888888889,0.5555555555555556
4,most_frequent,sequential_search,19,90,0.4444444444444444,0.44836601307189544
4,most_frequent,sequential_search,20,90,0.43333333333333335,0.4150326797385621
4,timetable,sequential_search,3,90,0.3333333333333333,0.36209150326797385
4,timetable,sequential_search,4,90,0.4222222222222222,0.39019607843137255
4,timetable,sequential_search,5,90,0.3888888888888889,0.3535947712418301
4,timetable,sequential_search,6,90,0.3,0.3411764705882353
4,timetable,sequential_search,7,90,0.5111111111111111,0.5071895424836601
4,timetable,sequential_search,8,90,0.43333333333333335,0.45816993464052286
4,timetable,sequential_search,9,90,0.6333333333333333,0.6084967320261437
4,timetable,sequential_search,10,90,0.45555555555555555,0.44509803921568625
4,timetable,sequential_search,11,90,0.4222222222222222,0.4562091503267974
4,timetable,sequential_search,12,90,0.5666666666666667,0.5366013071895425
4,timetable,sequential_search,13,90,0.4111111111111111,0.3758169934640523
4,timetable,sequential_search,14,90,0.5222222222222223,0.5169934640522876
4,timetable,sequential_search,15,90,0.5666666666666667,0.630718954248366
4,timetable,sequential_search,16,90,0.5666666666666667,0.596078431372549
4,timetable,sequential_search,17,90,0.6111111111111112,0.5627450980392157
4,timetable,sequential_search,18,90,0.45555555555555555,0.5294117647058824
4,timetable,sequential_search,19,90,0.4444444444444444,0.4973856209150327
4,timetable,sequential_search,20,90,0.37777777777777777,0.373202614379085
24,last_observation,sequential_search,3,90,0.7,0.7071895424836602
24,last_observation,sequential_search,4,90,0.6222222222222222,0.6581699346405229
24,last_observation,sequential_search,5,90,0.6666666666666666,0.6352941176470588
24,last_observation,sequential_search,6,90,0.7222222222222222,0.7300653594771241
24,last_observation,sequential_search,7,90,0.8555555555555555,0.8326797385620915
24,last_observation,sequential_search,8,90,0.7444444444444445,0.7620915032679738
24,last_observation,sequential_search,9,90,0.7888888888888889,0.7529411764705882
24,last_observation,sequential_search,10,90,0.8666666666666667,0.8209150326797385
24,last_observation,sequential_search,11,90,0.7333333333333333,0.7130718954248366
24,last_observation,sequential_search,12,90,0.5888888888888889,0.5895424836601307
24,last_observation,sequential_search,13,90,0.7666666666666667,0.6967320261437908
24,last_observation,sequential_search,14,90,0.8222222222222222,0.8176470588235294
24,last_observation,sequential_search,15,90,0.7,0.707843137254902
24,last_observation,sequential_search,16,90,0.7444444444444445,0.7333333333333333
24,last_observation,sequential_search,17,90,0.8,0.7496732026143791
24,last_observation,sequential_search,18,90,0.7222222222222222,0.7274509803921568
24,last_observation,sequential_search,19,90,0.7444444444444445,0.707843137254902
24,last_observation,sequential_search,20,90,0.5444444444444444,0.5483660130718955
24,most_frequent,sequential_search,3,90,0.7,0.7071895424836602
24,most_frequent,sequential_search,4,90,0.6444444444444445,0.6797385620915033
24,most_frequent,sequential_search,5,90,0.6666666666666666,0.6359477124183006
24,most_frequent,sequential_search,6,90,0.7555555555555555,0.7418300653594772
24,most_frequent,sequential_search,7,90,0.7888888888888889,0.7725490196078432
24,most_frequent,sequential_search,8,90,0.7444444444444445,0.7620915032679738
24,most_frequent,sequential_search,9,90,0.7888888888888889,0.7529411764705882
24,most_frequent,sequential_search,10,90,0.8666666666666667,0.8209150326797385
24,most_frequent,sequential_search,11,90,0.7333333333333333,0.7130718954248366
24,most_frequent,sequential_search,12,90,0.6333333333333333,0.6065359477124183
24,most_frequent,sequential_search,13,90,0.8333333333333334,0.7764705882352941
24,most_frequent,sequential_search,14,90,0.8222222222222222,0.8169934640522876
24,most_frequent,sequential_search,15,90,0.7,0.7058823529411765
24,most_frequent,sequential_search,16,90,0.7444444444444445,0.7333333333333333
24,most_frequent,sequential_search,17,90,0.7666666666666667,0.7150326797385621
24,most_frequent,sequential_search,18,90,0.7222222222222222,0.734640522875817
24,most_frequent,sequential_search,19,90,0.7444444444444445,0.7091503267973857
24,most_frequent,sequential_search,20,90,0.5444444444444444,0.5483660130718955
24,timetable,sequential_search,3,90,0.7,0.7071895424836602
24,timetable,sequential_search,4,90,0.6444444444444445,0.6830065359477124
24,timetable,sequential_search,5,90,0.6666666666666666,0.6352941176470588
24,timetable,sequential_search,6,90,0.8111111111111111,0.8209150326797385
24,timetable,sequential_search,7,90,0.8555555555555555,0.8326797385620915
24,timetable,sequential_search,8,90,0.6777777777777778,0.6986928104575163
24,timetable,sequential_search,9,90,0.7888888888888889,0.7529411764705882
24,timetable,sequential_search,10,90,0.8666666666666667,0.8209150326797385
24,timetable,sequential_search,11,90,0.7333333333333333,0.7130718954248366
24,timetable,sequential_search,12,90,0.5888888888888889,0.5843137254901961
24,timetable,sequential_search,13,90,0.7888888888888889,0.7620915032679738
24,timetable,sequential_search,14,90,0.8222222222222222,0.8143790849673203
24,timetable,sequential_search,15,90,0.6888888888888889,0.7052287581699347
24,timetable,sequential_search,16,90,0.7333333333333333,0.7222222222222222
24,timetable,sequential_search,17,90,0.7888888888888889,0.7339869281045751
24,timetable,sequential_search,18,90,0.6666666666666666,0.673202614379085
24,timetable,sequential_search,19,90,0.6222222222222222,0.5980392156862745
24,timetable,sequential_search,20,90,0.5222222222222223,0.5274509803921569
