household_id,day_index,ess,correct,routine_correct
hh_001,3,1.7773,0,0
hh_001,3,1.779,1,1
hh_001,3,1.8026,1,0
hh_001,3,1.8031,0,0
hh_001,3,1.8045,0,1
hh_001,3,1.7908,1,1
hh_001,3,1.792,1,1
hh_001,3,1.7929,0,1
hh_001,3,1.7938,1,0
hh_001,3,1.7961,1,1
hh_001,3,1.7984,0,0
hh_001,3,1.7985,0,0
hh_001,3,1.7988,1,1
hh_001,3,1.7996,0,0
hh_001,3,1.7997,0,0
hh_001,3,1.8013,1,0
hh_001,3,1.8014,1,1
hh_001,3,1.8023,0,1
hh_001,3,1.8023,1,0
hh_001,3,1.8038,1,1
hh_001,3,1.7683,1,1
hh_001,3,1.7693,0,0
hh_001,3,1.7694,1,1
hh_001,3,1.7695,1,1
hh_001,3,1.7716,1,1
hh_001,3,1.7718,1,1
hh_001,3,1.7735,0,0
hh_001,3,1.7781,1,1
hh_001,3,1.7786,1,1
hh_001,3,1.7791,1,1
hh_001,3,1.7795,1,1
hh_001,3,1.7799,1,0
hh_001,3,1.7778,0,0
hh_001,3,1.7779,1,1
hh_001,3,1.7781,1,0
hh_001,3,1.7799,1,1
hh_001,3,1.7799,1,1
hh_001,3,1.7828,1,1
hh_001,3,1.7837,1,1
hh_001,3,1.7838,1,1
hh_001,3,1.7846,0,0
hh_001,3,1.7854,1,1
hh_001,3,1.7859,1,1
hh_001,3,1.7868,1,1
hh_001,3,1.7871,0,1
hh_001,3,1.7879,0,0
hh_001,3,1.7886,0,1
hh_001,3,1.7895,0,0
hh_001,3,1.7906,1,0
hh_001,3,1.7909,1,1
hh_001,3,1.7909,1,1
hh_001,3,1.7704,1,1
hh_001,3,1.7709,1,1
hh_001,3,1.7714,0,1
hh_001,3,1.7731,0,0
hh_001,3,1.7746,0,0
hh_001,3,1.7756,0,1
hh_001,3,1.7758,1,1
hh_001,3,1.7762,1,1
hh_001,3,1.777,1,1
hh_001,3,1.7789,1,1
hh_001,3,1.7792,1,1
hh_001,3,1.7801,1,1
hh_001,3,1.7809,1,1
hh_001,3,2.1459,1,1
hh_001,3,2.1504,1,1
hh_001,3,2.1506,1,1
hh_001,3,2.1526,1,1
hh_001,3,2.1561,1,1
hh_001,3,2.1582,0,1
hh_001,3,2.1595,1,1
hh_001,3,2.1595,1,1
hh_001,3,2.1608,1,1
hh_001,3,2.1613,1,1
hh_001,3,2.1637,0,1
hh_001,3,2.1643,1,1
hh_001,3,2.1658,1,1
hh_001,3,2.1683,1,1
hh_001,3,2.169,1,1
hh_001,3,2.1721,1,1
hh_001,3,2.1728,1,1
hh_001,3,2.1771,1,1
hh_001,3,2.1802,1,1
hh_001,3,2.1813,1,1
hh_001,3,1.9411,1,1
hh_001,3,1.9444,1,1
hh_001,3,1.9454,1,1
hh_001,3,1.9455,1,1
hh_001,3,1.9495,1,1
hh_001,3,1.9538,1,1
hh_001,4,2.012,1,1
hh_001,4,2.0133,1,1
hh_001,4,2.0179,0,0
hh_001,4,2.0221,0,0
hh_001,4,2.8191,1,1
hh_001,4,2.825,1,1
hh_001,4,2.8252,0,0
hh_001,4,2.8256,0,1
hh_001,4,2.8301,1,1
hh_001,4,2.8426,1,1
hh_001,4,2.8432,1,1
hh_001,4,2.8468,0,0
hh_001,4,2.8497,1,0
hh_001,4,2.8512,1,0
hh_001,4,2.8523,1,1
hh_001,4,2.853,0,1
hh_001,4,2.8535,1,1
hh_001,4,2.8537,1,1
hh_001,4,2.8584,1,1
hh_001,4,2.8654,1,1
hh_001,4,2.8663,0,0
hh_001,4,3.0939,1,1
hh_001,4,3.0958,1,1
hh_001,4,3.0968,0,0
hh_001,4,3.101,1,1
hh_001,4,3.1172,1,1
hh_001,4,3.126,1,1
hh_001,4,3.127,0,0
hh_001,4,3.1352,1,1
hh_001,4,3.1413,1,1
hh_001,4,3.1436,1,1
hh_001,4,3.1467,1,1
hh_001,4,3.3242,1,1
hh_001,4,3.3271,1,1
hh_001,4,3.3482,0,1
hh_001,4,3.3513,1,1
hh_001,4,3.3609,1,1
hh_001,4,3.3653,1,1
hh_001,4,3.3882,1,1
hh_001,4,3.3924,0,0
hh_001,4,3.3956,1,1
hh_001,4,3.399,1,1
hh_001,4,3.3994,1,1
hh_001,4,2.0315,1,1
hh_001,4,2.0332,1,1
hh_001,4,2.0367,1,1
hh_001,4,2.0392,1,0
hh_001,4,2.0435,1,1
hh_001,4,2.0455,1,1
hh_001,4,2.0459,1,1
hh_001,4,2.047,1,1
hh_001,4,2.0491,1,1
hh_001,4,2.0501,1,1
hh_001,4,2.0511,1,1
hh_001,4,2.0539,1,1
hh_001,4,2.0634,1,1
hh_001,4,2.0637,1,1
hh_001,4,2.0642,1,1
hh_001,4,2.0649,0,0
hh_001,4,2.0665,1,1
hh_001,4,2.0729,1,1
hh_001,4,2.0741,1,1
hh_001,4,2.0767,1,1
hh_001,4,2.0791,1,1
hh_001,4,2.0811,0,0
hh_001,4,2.531,1,1
hh_001,4,2.5326,0,0
hh_001,4,2.5428,1,1
