household_id,day_index,ess,correct,routine_correct
hh_001,3,323.5631,0,0
hh_001,3,328.3485,1,1
hh_001,3,396.1659,1,0
hh_001,3,397.4021,0,0
hh_001,3,401.2857,1,1
hh_001,3,403.7135,1,1
hh_001,3,407.5671,1,1
hh_001,3,410.166,1,1
hh_001,3,413.2185,0,0
hh_001,3,419.9628,1,1
hh_001,3,427.0089,0,0
hh_001,3,427.4266,0,0
hh_001,3,428.1629,1,1
hh_001,3,430.4707,0,0
hh_001,3,430.9772,0,0
hh_001,3,435.7612,0,0
hh_001,3,435.9291,1,1
hh_001,3,438.6268,1,1
hh_001,3,438.6969,0,0
hh_001,3,442.9639,1,1
hh_001,3,421.5598,1,1
hh_001,3,424.7422,0,0
hh_001,3,425.0002,1,1
hh_001,3,425.4392,1,1
hh_001,3,432.4651,1,1
hh_001,3,432.8628,1,1
hh_001,3,438.4477,0,0
hh_001,3,452.9806,1,1
hh_001,3,454.7062,1,1
hh_001,3,456.268,1,1
hh_001,3,457.2355,1,1
hh_001,3,458.5547,0,0
hh_001,3,469.593,0,0
hh_001,3,469.6541,1,1
hh_001,3,470.2253,0,0
hh_001,3,475.4661,1,1
hh_001,3,475.6157,1,1
hh_001,3,483.8079,1,1
hh_001,3,486.3108,1,1
hh_001,3,486.3949,1,1
hh_001,3,488.7371,0,0
hh_001,3,491.0702,1,1
hh_001,3,492.4551,1,1
hh_001,3,494.8217,1,1
hh_001,3,495.7014,1,1
hh_001,3,497.8861,0,0
hh_001,3,499.7407,1,1
hh_001,3,502.1548,0,0
hh_001,3,505.1918,0,0
hh_001,3,505.8993,1,1
hh_001,3,505.9737,1,1
hh_001,3,486.977,1,1
hh_001,3,488.6244,1,1
hh_001,3,490.2068,1,1
hh_001,3,495.7698,0,0
hh_001,3,500.6754,0,0
hh_001,3,503.9354,1,1
hh_001,3,504.5049,1,1
hh_001,3,505.8932,1,1
hh_001,3,508.4221,1,1
hh_001,3,514.571,1,1
hh_001,3,515.4488,1,1
hh_001,3,518.2231,1,1
hh_001,3,520.634,1,1
hh_001,3,350.7075,1,1
hh_001,3,356.2638,1,1
hh_001,3,356.5158,1,1
hh_001,3,358.9488,1,1
hh_001,3,363.3014,1,1
hh_001,3,365.9391,1,1
hh_001,3,367.4205,1,1
hh_001,3,367.4535,1,1
hh_001,3,369.017,1,1
hh_001,3,369.6357,1,1
hh_001,3,372.5752,1,1
hh_001,3,373.2841,1,1
hh_001,3,375.1791,1,1
hh_001,3,378.1844,1,1
hh_001,3,378.9867,1,1
hh_001,3,382.7197,1,1
hh_001,3,383.5576,1,1
hh_001,3,388.7805,1,1
hh_001,3,392.4616,1,1
hh_001,3,393.6967,1,1
hh_001,3,390.9125,1,1
hh_001,3,395.8707,1,1
hh_001,3,397.3749,1,1
hh_001,3,397.4849,1,1
hh_001,3,403.495,1,1
hh_001,3,409.7832,1,1
hh_001,4,487.9729,1,1
hh_001,4,489.5802,1,1
hh_001,4,495.129,0,0
hh_001,4,500.0553,0,0
hh_001,4,433.7944,1,1
hh_001,4,438.6348,1,1
hh_001,4,438.7435,0,0
hh_001,4,439.0946,1,1
hh_001,4,442.6874,1,1
hh_001,4,452.5738,1,1
hh_001,4,452.9794,1,1
hh_001,4,455.803,0,0
hh_001,4,458.0131,0,0
hh_001,4,459.1579,0,0
hh_001,4,459.9968,1,1
hh_001,4,460.5676,1,1
hh_001,4,460.9155,1,1
hh_001,4,461.0975,1,1
hh_001,4,464.6569,1,1
hh_001,4,469.9103,1,1
hh_001,4,470.5433,0,0
hh_001,4,469.0721,1,1
hh_001,4,470.2437,1,1
hh_001,4,470.8778,0,0
hh_001,4,473.3916,1,1
hh_001,4,482.9195,1,1
hh_001,4,488.0214,1,1
hh_001,4,488.5894,0,0
hh_001,4,493.2656,1,1
hh_001,4,496.6998,1,1
hh_001,4,497.9913,1,1
hh_001,4,499.6854,1,1
hh_001,4,494.293,1,1
hh_001,4,495.6629,1,1
hh_001,4,505.5388,1,1
hh_001,4,506.9567,1,1
hh_001,4,511.3136,1,1
hh_001,4,513.3129,1,1
hh_001,4,523.399,1,1
hh_001,4,525.1744,0,0
hh_001,4,526.5738,1,1
hh_001,4,528.0376,1,1
hh_001,4,528.1864,1,1
hh_001,4,333.2747,1,1
hh_001,4,334.5035,1,1
hh_001,4,336.9666,1,1
hh_001,4,338.7318,0,0
hh_001,4,341.7291,1,1
hh_001,4,343.1586,1,1
hh_001,4,343.4223,1,1
hh_001,4,344.1516,1,1
hh_001,4,345.6477,1,1
hh_001,4,346.3361,1,1
hh_001,4,347.0576,1,1
hh_001,4,348.9833,1,1
hh_001,4,355.547,1,1
hh_001,4,355.7327,1,1
hh_001,4,356.0917,1,1
hh_001,4,356.6034,0,0
hh_001,4,357.6805,1,1
hh_001,4,362.0795,1,1
hh_001,4,362.9378,1,1
hh_001,4,364.6459,1,1
hh_001,4,366.3085,1,1
hh_001,4,367.7027,0,0
hh_001,4,365.2593,1,1
hh_001,4,366.0986,0,0
hh_001,4,371.3287,1,1
hh_001,4,371.7419,1,0
hh_001,4,375.1156,1,0
hh_001,4,379.9611,1,1
hh_001,4,381.4797,1,1
hh_001,4,382.4101,1,1
hh_001,4,388.0761,0,0
hh_001,4,388.9596,0,0
hh_001,4,390.8721,1,1
hh_001,4,397.4842,0,0
hh_001,4,399.5229,1,1
hh_001,4,399.6323,1,1
hh_001,4,401.5351,1,1
hh_001,4,360.6698,0,0
hh_001,4,367.5255,1,1
hh_001,4,368.6466,1,1
hh_001,4,370.7563,1,1
hh_001,4,371.4663,0,0
hh_001,4,373.1249,1,1
hh_001,4,374.1733,1,1
hh_001,4,374.3299,0,0
hh_001,4,378.5347,1,1
hh_001,4,380.0265,1,1
hh_001,5,524.9563,1,1
hh_001,5,526.0141,1,1
hh_001,5,530.7276,1,1
hh_001,5,531.2853,1,1
hh_001,5,531.3541,1,1
hh_001,5,536.3736,0,0
hh_001,5,537.8574,1,1
hh_001,5,539.4733,0,0
hh_001,5,515.5937,1,1
hh_001,5,517.5604,1,1
hh_001,5,517.9295,1,1
hh_001,5,522.1281,0,0
hh_001,5,522.8406,1,1
hh_001,5,525.709,1,1
hh_001,5,525.7711,1,1
hh_001,5,526.546,1,1
hh_001,5,532.6405,1,1
hh_001,5,533.8953,1,1
hh_001,5,538.73,1,1
hh_001,5,543.2557,0,0
hh_001,5,545.0128,0,0
hh_001,5,547.6015,1,1
hh_001,5,548.7639,1,1
hh_001,5,550.9709,1,1
hh_001,5,547.4008,1,1
hh_001,5,548.0241,1,1
hh_001,5,549.3086,1,1
hh_001,5,556.1219,1,1
hh_001,5,558.9788,1,1
hh_001,5,560.5576,0,0
hh_001,5,562.9787,1,1
hh_001,5,564.3114,1,1
hh_001,5,564.4991,1,1
hh_001,5,565.2461,1,1
hh_001,5,565.8829,1,1
hh_001,5,568.3274,0,0
hh_001,5,569.9655,1,1
hh_001,5,570.4889,0,0
hh_001,5,574.726,1,1
hh_001,5,575.0628,1,1
hh_001,5,379.4325,1,1
hh_001,5,383.2995,1,1
hh_001,5,384.7958,1,1
hh_001,5,384.8405,0,0
hh_001,5,385.3119,1,1
hh_001,5,385.6369,0,0
hh_001,5,388.5195,1,1
hh_001,5,389.797,1,1
hh_001,5,390.0362,1,1
hh_001,5,391.6327,0,0
hh_001,5,393.5758,1,1
hh_001,5,393.9843,1,0
hh_001,5,395.9894,1,1
hh_001,5,403.3094,1,1
hh_001,5,403.9446,0,0
hh_001,5,407.5133,0,0
hh_001,5,409.7564,1,1
hh_001,5,406.7903,0,0
hh_001,5,407.325,1,1
hh_001,5,409.2603,1,0
hh_001,5,414.9584,1,1
hh_001,5,416.3829,1,1
hh_001,5,417.2084,1,1
hh_001,5,420.1796,0,0
hh_001,5,421.6055,1,1
hh_001,5,422.9983,1,1
hh_001,5,423.7449,1,1
hh_001,5,428.5167,1,1
hh_001,5,431.2745,1,1
hh_001,5,432.6196,0,0
hh_001,5,437.0908,1,0
hh_001,5,441.6862,0,0
hh_001,5,446.8145,0,0
hh_001,5,415.1489,0,0
hh_001,5,417.2855,1,1
hh_001,5,418.7984,0,0
hh_001,5,423.2579,0,0
hh_001,5,437.0847,1,1
hh_001,5,441.2713,1,1
hh_001,5,442.2001,0,0
hh_001,5,444.7117,1,1
hh_001,5,451.1836,1,1
hh_001,5,408.7138,1,1
hh_001,5,413.4177,1,1
hh_001,5,415.96,1,1
hh_001,5,416.0539,1,1
hh_001,5,417.4164,1,1
hh_001,5,419.9976,0,0
hh_001,5,427.9219,1,1
hh_001,5,428.5024,1,1
hh_001,6,524.7664,0,0
hh_001,6,526.2919,1,1
hh_001,6,527.1,1,1
hh_001,6,527.7236,1,1
hh_001,6,530.7099,0,0
hh_001,6,534.8001,0,0
hh_001,6,535.2922,1,1
hh_001,6,490.854,1,1
