household,protocol,method,perm,n_days,draw,accuracy,accuracy_moved_only
B,E2,fallback,1,4,3,0.9,0.0
B,E2,pooled,1,4,3,0.9,0.0
B,E2,fallback,1,4,4,0.75,0.0
B,E2,pooled,1,4,4,0.5,0.0
B,E1,persistence,1,8,,0.8773109243697479,
B,E1,modal,1,8,,0.924969987995198,
B,E1,frequency,1,8,,0.9463385354141657,
B,E1,markov,1,8,,0.9381752701080432,
B,E1,pooled,1,8,,0.9345738295318127,
B,E1,fremen,1,8,,0.9454981992797119,
B,E2,fallback,1,8,0,0.961764705882353,0.0
B,E2,pooled,1,8,0,0.5,0.0
B,E2,fallback,1,8,1,0.9294117647058824,0.0
B,E2,pooled,1,8,1,0.9294117647058824,0.0
B,E2,fallback,1,8,2,0.9323529411764706,0.0
B,E2,pooled,1,8,2,0.9323529411764706,0.0
B,E2,fallback,1,8,3,0.9,0.0
B,E2,pooled,1,8,3,0.9,0.0
B,E2,fallback,1,8,4,0.75,0.0
B,E2,pooled,1,8,4,0.5,0.0
B,E1,persistence,1,16,,0.897719087635054,
B,E1,modal,1,16,,0.924969987995198,
B,E1,frequency,1,16,,0.9460984393757503,
B,E1,markov,1,16,,0.9391356542617046,
B,E1,pooled,1,16,,0.946218487394958,
B,E1,fremen,1,16,,0.9452581032412966,
B,E2,fallback,1,16,0,0.961764705882353,0.0
B,E2,pooled,1,16,0,0.5,0.0
B,E2,fallback,1,16,1,0.9294117647058824,0.0
B,E2,pooled,1,16,1,0.9294117647058824,0.0
B,E2,fallback,1,16,2,0.9323529411764706,0.0
B,E2,pooled,1,16,2,0.9323529411764706,0.0
B,E2,fallback,1,16,3,0.9,0.0
B,E2,pooled,1,16,3,0.9,0.0
B,E2,fallback,1,16,4,0.75,0.0
B,E2,pooled,1,16,4,0.5,0.0
B,E1,persistence,1,32,,0.897719087635054,
B,E1,modal,1,32,,0.924969987995198,
B,E1,frequency,1,32,,0.9441776710684273,
B,E1,markov,1,32,,0.9388955582232893,
B,E1,pooled,1,32,,0.9441776710684273,
B,E1,fremen,1,32,,0.9438175270108043,
B,E2,fallback,1,32,0,0.961764705882353,0.0
B,E2,pooled,1,32,0,0.5,0.0
B,E2,fallback,1,32,1,0.9294117647058824,0.0
B,E2,pooled,1,32,1,0.9294117647058824,0.0
B,E2,fallback,1,32,2,0.9323529411764706,0.0
B,E2,pooled,1,32,2,0.9323529411764706,0.0
B,E2,fallback,1,32,3,0.9,0.0
B,E2,pooled,1,32,3,0.9,0.0
B,E2,fallback,1,32,4,0.75,0.0
B,E2,pooled,1,32,4,0.5,0.0
B,E1,persistence,1,48,,0.897719087635054,
B,E1,modal,1,48,,0.924969987995198,
B,E1,frequency,1,48,,0.9441776710684273,
B,E1,markov,1,48,,0.9384153661464586,
B,E1,pooled,1,48,,0.9434573829531813,
B,E1,fremen,1,48,,0.944297719087635,
B,E2,fallback,1,48,0,0.961764705882353,0.0
B,E2,pooled,1,48,0,0.5,0.0
B,E2,fallback,1,48,1,0.9294117647058824,0.0
B,E2,pooled,1,48,1,0.9294117647058824,0.0
B,E2,fallback,1,48,2,0.9323529411764706,0.0
B,E2,pooled,1,48,2,0.9323529411764706,0.0
B,E2,fallback,1,48,3,0.9,0.0
B,E2,pooled,1,48,3,0.9,0.0
B,E2,fallback,1,48,4,0.75,0.0
B,E2,pooled,1,48,4,0.5,0.0
B,E1,persistence,1,65,,0.897719087635054,
B,E1,modal,1,65,,0.924969987995198,
B,E1,frequency,1,65,,0.9441776710684273,
B,E1,markov,1,65,,0.9384153661464586,
B,E1,pooled,1,65,,0.9434573829531813,
B,E1,fremen,1,65,,0.9444177671068428,
B,E2,fallback,1,65,0,0.961764705882353,0.0
B,E2,pooled,1,65,0,0.5,0.0
B,E2,fallback,1,65,1,0.9294117647058824,0.0
B,E2,pooled,1,65,1,0.9294117647058824,0.0
B,E2,fallback,1,65,2,0.9323529411764706,0.0
B,E2,pooled,1,65,2,0.9323529411764706,0.0
B,E2,fallback,1,65,3,0.9,0.0
B,E2,pooled,1,65,3,0.9,0.0
B,E2,fallback,1,65,4,0.75,0.0
B,E2,pooled,1,65,4,0.5,0.0
B,E1,persistence,2,1,,0.8436974789915966,
B,E1,modal,2,1,,0.924969987995198,
B,E1,frequency,2,1,,0.924969987995198,
B,E1,markov,2,1,,0.9252100840336135,
B,E1,pooled,2,1,,0.8027611044417767,
B,E1,fremen,2,1,,0.9198079231692677,
B,E2,fallback,2,1,0,0.961764705882353,0.0
B,E2,pooled,2,1,0,0.5,0.0
B,E2,fallback,2,1,1,0.9294117647058824,0.0
B,E2,pooled,2,1,1,0.4323529411764706,0.0
B,E2,fallback,2,1,2,0.9323529411764706,0.0
B,E2,pooled,2,1,2,0.9323529411764706,0.0
B,E2,fallback,2,1,3,0.9,0.0
B,E2,pooled,2,1,3,0.9,0.0
B,E2,fallback,2,1,4,0.75,0.0
B,E2,pooled,2,1,4,0.0,0.0
B,E1,persistence,2,2,,0.8436974789915966,
B,E1,modal,2,2,,0.924969987995198,
B,E1,frequency,2,2,,0.924969987995198,
B,E1,markov,2,2,,0.9225690276110444,
B,E1,pooled,2,2,,0.9102040816326531,
B,E1,fremen,2,2,,0.9349339735894358,
B,E2,fallback,2,2,0,0.961764705882353,0.0
B,E2,pooled,2,2,0,0.5,0.0
B,E2,fallback,2,2,1,0.9294117647058824,0.0
B,E2,pooled,2,2,1,0.9294117647058824,0.0
B,E2,fallback,2,2,2,0.9323529411764706,0.0
B,E2,pooled,2,2,2,0.9323529411764706,0.0
B,E2,fallback,2,2,3,0.9,0.0
B,E2,pooled,2,2,3,0.9,0.0
B,E2,fallback,2,2,4,0.75,0.0
B,E2,pooled,2,2,4,0.0,0.0
B,E1,persistence,2,4,,0.897719087635054,
B,E1,modal,2,4,,0.924969987995198,
B,E1,frequency,2,4,,0.9417767106842737,
B,E1,markov,2,4,,0.931452581032413,
B,E1,pooled,2,4,,0.9352941176470588,
B,E1,fremen,2,4,,0.9358943577430973,
B,E2,fallback,2,4,0,0.961764705882353,0.0
B,E2,pooled,2,4,0,0.5,0.0
B,E2,fallback,2,4,1,0.9294117647058824,0.0
B,E2,pooled,2,4,1,0.9294117647058824,0.0
B,E2,fallback,2,4,2,0.9323529411764706,0.0
B,E2,pooled,2,4,2,0.9323529411764706,0.0
B,E2,fallback,2,4,3,0.9,0.0
B,E2,pooled,2,4,3,0.9,0.0
B,E2,fallback,2,4,4,0.75,0.0
B,E2,pooled,2,4,4,0.5,0.0
B,E1,persistence,2,8,,0.897719087635054,
B,E1,modal,2,8,,0.924969987995198,
B,E1,frequency,2,8,,0.9470588235294117,
B,E1,markov,2,8,,0.9372148859543817,
B,E1,pooled,2,8,,0.9388955582232893,
B,E1,fremen,2,8,,0.9433373349339735,
B,E2,fallback,2,8,0,0.961764705882353,0.0
B,E2,pooled,2,8,0,0.5,0.0
B,E2,fallback,2,8,1,0.9294117647058824,0.0
B,E2,pooled,2,8,1,0.9294117647058824,0.0
B,E2,fallback,2,8,2,0.9323529411764706,0.0
B,E2,pooled,2,8,2,0.9323529411764706,0.0
B,E2,fallback,2,8,3,0.9,0.0
B,E2,pooled,2,8,3,0.9,0.0
B,E2,fallback,2,8,4,0.75,0.0
B,E2,pooled,2,8,4,0.5,0.0
B,E1,persistence,2,16,,0.897719087635054,
B,E1,modal,2,16,,0.924969987995198,
B,E1,frequency,2,16,,0.9470588235294117,
B,E1,markov,2,16,,0.9374549819927971,
B,E1,pooled,2,16,,0.9470588235294117,
B,E1,fremen,2,16,,0.9447779111644657,
B,E2,fallback,2,16,0,0.961764705882353,0.0
B,E2,pooled,2,16,0,0.5,0.0
B,E2,fallback,2,16,1,0.9294117647058824,0.0
B,E2,pooled,2,16,1,0.9294117647058824,0.0
B,E2,fallback,2,16,2,0.9323529411764706,0.0
B,E2,pooled,2,16,2,0.9323529411764706,0.0
B,E2,fallback,2,16,3,0.9,0.0
B,E2,pooled,2,16,3,0.9,0.0
B,E2,fallback,2,16,4,0.75,0.0
B,E2,pooled,2,16,4,0.5,0.0
B,E1,persistence,2,32,,0.897719087635054,
B,E1,modal,2,32,,0.924969987995198,
B,E1,frequency,2,32,,0.9469387755102041,
B,E1,markov,2,32,,0.936734693877551,
B,E1,pooled,2,32,,0.9466986794717888,
B,E1,fremen,2,32,,0.9454981992797119,
B,E2,fallback,2,32,0,0.961764705882353,0.0
B,E2,pooled,2,32,0,0.5,0.0
B,E2,fallback,2,32,1,0.9294117647058824,0.0
B,E2,pooled,2,32,1,0.9294117647058824,0.0
B,E2,fallback,2,32,2,0.9323529411764706,0.0
B,E2,pooled,2,32,2,0.9323529411764706,0.0
B,E2,fallback,2,32,3,0.9,0.0
B,E2,pooled,2,32,3,0.9,0.0
B,E2,fallback,2,32,4,0.75,0.0
B,E2,pooled,2,32,4,0.5,0.0
B,E1,persistence,2,48,,0.897719087635054,
B,E1,modal,2,48,,0.924969987995198,
B,E1,frequency,2,48,,0.9434573829531813,
B,E1,markov,2,48,,0.9384153661464586,
B,E1,pooled,2,48,,0.9460984393757503,
B,E1,fremen,2,48,,0.944297719087635,
B,E2,fallback,2,48,0,0.961764705882353,0.0
B,E2,pooled,2,48,0,0.5,0.0
B,E2,fallback,2,48,1,0.9294117647058824,0.0
B,E2,pooled,2,48,1,0.9294117647058824,0.0
B,E2,fallback,2,48,2,0.9323529411764706,0.0
B,E2,pooled,2,48,2,0.9323529411764706,0.0
B,E2,fallback,2,48,3,0.9,0.0
B,E2,pooled,2,48,3,0.9,0.0
B,E2,fallback,2,48,4,0.75,0.0
B,E2,pooled,2,48,4,0.5,0.0
B,E1,persistence,2,65,,0.897719087635054,
B,E1,modal,2,65,,0.924969987995198,
B,E1,frequency,2,65,,0.9441776710684273,
B,E1,markov,2,65,,0.9384153661464586,
B,E1,pooled,2,65,,0.9434573829531813,
B,E1,fremen,2,65,,0.9444177671068428,
B,E2,fallback,2,65,0,0.961764705882353,0.0
B,E2,pooled,2,65,0,0.5,0.0
B,E2,fallback,2,65,1,0.9294117647058824,0.0
B,E2,pooled,2,65,1,0.9294117647058824,0.0
B,E2,fallback,2,65,2,0.9323529411764706,0.0
B,E2,pooled,2,65,2,0.9323529411764706,0.0
B,E2,fallback,2,65,3,0.9,0.0
B,E2,pooled,2,65,3,0.9,0.0
B,E2,fallback,2,65,4,0.75,0.0
B,E2,pooled,2,65,4,0.5,0.0
C,E1,persistence,0,1,,0.8361990950226245,
C,E1,modal,0,1,,0.897737556561086,
C,E1,frequency,0,1,,0.8983408748114631,
C,E1,markov,0,1,,0.8956259426847663,
C,E1,pooled,0,1,,0.8285067873303168,
C,E1,fremen,0,1,,0.9010558069381599,
C,E2,fallback,0,1,0,0.9941176470588236,0.0
C,E2,pooled,0,1,0,0.9941176470588236,0.0
C,E2,fallback,0,1,1,0.9823529411764705,0.0
C,E2,pooled,0,1,1,0.9823529411764705,0.0
C,E2,fallback,0,1,2,0.5,0.0
C,E2,pooled,0,1,2,0.0,0.0
C,E2,fallback,0,1,3,0.9882352941176471,0.0
C,E2,pooled,0,1,3,0.5176470588235295,0.0
C,E2,fallback,0,1,4,0.9411764705882353,0.0
C,E2,pooled,0,1,4,0.029411764705882353,0.0
C,E1,persistence,0,2,,0.8361990950226245,
C,E1,modal,0,2,,0.897737556561086,
C,E1,frequency,0,2,,0.9279034690799397,
C,E1,markov,0,2,,0.9155354449472096,
C,E1,pooled,0,2,,0.9277526395173454,
C,E1,fremen,0,2,,0.9230769230769231,
C,E2,fallback,0,2,0,0.9941176470588236,0.0
C,E2,pooled,0,2,0,0.9941176470588236,0.0
C,E2,fallback,0,2,1,0.9823529411764705,0.0
C,E2,pooled,0,2,1,0.9823529411764705,0.0
C,E2,fallback,0,2,2,0.5,0.0
C,E2,pooled,0,2,2,0.0,0.0
C,E2,fallback,0,2,3,0.9882352941176471,0.0
C,E2,pooled,0,2,3,0.9882352941176471,0.0
C,E2,fallback,0,2,4,0.9411764705882353,0.0
C,E2,pooled,0,2,4,0.4676470588235294,0.0
C,E1,persistence,0,4,,0.8823529411764706,
C,E1,modal,0,4,,0.897737556561086,
C,E1,frequency,0,4,,0.9393665158371041,
C,E1,markov,0,4,,0.918552036199095,
C,E1,pooled,0,4,,0.9345399698340875,
C,E1,fremen,0,4,,0.934238310708899,
C,E2,fallback,0,4,0,0.9941176470588236,0.0
C,E2,pooled,0,4,0,0.9941176470588236,0.0
C,E2,fallback,0,4,1,0.9823529411764705,0.0
C,E2,pooled,0,4,1,0.9823529411764705,0.0
C,E2,fallback,0,4,2,0.5,0.0
C,E2,pooled,0,4,2,0.0,0.0
C,E2,fallback,0,4,3,0.9882352941176471,0.0
C,E2,pooled,0,4,3,0.9882352941176471,0.0
C,E2,fallback,0,4,4,0.9411764705882353,0.0
C,E2,pooled,0,4,4,0.49411764705882355,0.0
C,E1,persistence,0,8,,0.8751131221719457,
C,E1,modal,0,8,,0.897737556561086,
C,E1,frequency,0,8,,0.9481146304675716,
C,E1,markov,0,8,,0.9273001508295626,
C,E1,pooled,0,8,,0.9396681749622926,
C,E1,fremen,0,8,,0.9425339366515837,
C,E2,fallback,0,8,0,0.9941176470588236,0.0
C,E2,pooled,0,8,0,0.9941176470588236,0.0
C,E2,fallback,0,8,1,0.9823529411764705,0.0
C,E2,pooled,0,8,1,0.9823529411764705,0.0
C,E2,fallback,0,8,2,0.5,0.0
C,E2,pooled,0,8,2,0.0,0.0
C,E2,fallback,0,8,3,0.9882352941176471,0.0
C,E2,pooled,0,8,3,0.9882352941176471,0.0
C,E2,fallback,0,8,4,0.9411764705882353,0.0
C,E2,pooled,0,8,4,0.49411764705882355,0.0
C,E1,persistence,0,16,,0.8920060331825038,
C,E1,modal,0,16,,0.897737556561086,
C,E1,frequency,0,16,,0.9496229260935143,
C,E1,markov,0,16,,0.9297134238310709,
C,E1,pooled,0,16,,0.9490196078431372,
C,E1,fremen,0,16,,0.9466063348416289,
C,E2,fallback,0,16,0,0.9941176470588236,0.0
C,E2,pooled,0,16,0,0.9941176470588236,0.0
C,E2,fallback,0,16,1,0.9823529411764705,0.0
C,E2,pooled,0,16,1,0.9823529411764705,0.0
C,E2,fallback,0,16,2,0.5,0.0
C,E2,pooled,0,16,2,0.0,0.0
C,E2,fallback,0,16,3,0.9882352941176471,0.0
C,E2,pooled,0,16,3,0.9882352941176471,0.0
C,E2,fallback,0,16,4,0.9411764705882353,0.0
C,E2,pooled,0,16,4,0.49411764705882355,0.0
C,E1,persistence,0,32,,0.885972850678733,
C,E1,modal,0,32,,0.897737556561086,
C,E1,frequency,0,32,,0.9591251885369533,
C,E1,markov,0,32,,0.9318250377073907,
C,E1,pooled,0,32,,0.9497737556561086,
C,E1,fremen,0,32,,0.9478129713423831,
C,E2,fallback,0,32,0,0.9941176470588236,0.0
C,E2,pooled,0,32,0,0.9941176470588236,0.0
C,E2,fallback,0,32,1,0.9823529411764705,0.0
C,E2,pooled,0,32,1,0.9823529411764705,0.0
C,E2,fallback,0,32,2,0.5,0.0
C,E2,pooled,0,32,2,0.0,0.0
C,E2,fallback,0,32,3,0.9882352941176471,0.0
C,E2,pooled,0,32,3,0.9882352941176471,0.0
C,E2,fallback,0,32,4,0.9411764705882353,0.0
C,E2,pooled,0,32,4,0.49411764705882355,0.0
C,E1,persistence,0,48,,0.885972850678733,
C,E1,modal,0,48,,0.897737556561086,
C,E1,frequency,0,48,,0.9591251885369533,
C,E1,markov,0,48,,0.9318250377073907,
C,E1,pooled,0,48,,0.9500754147812971,
C,E1,fremen,0,48,,0.9541478129713424,
C,E2,fallback,0,48,0,0.9941176470588236,0.0
C,E2,pooled,0,48,0,0.9941176470588236,0.0
C,E2,fallback,0,48,1,0.9823529411764705,0.0
C,E2,pooled,0,48,1,0.9823529411764705,0.0
C,E2,fallback,0,48,2,0.5,0.0
C,E2,pooled,0,48,2,0.0,0.0
C,E2,fallback,0,48,3,0.9882352941176471,0.0
C,E2,pooled,0,48,3,0.9882352941176471,0.0
C,E2,fallback,0,48,4,0.9411764705882353,0.0
C,E2,pooled,0,48,4,0.49411764705882355,0.0
C,E1,persistence,0,65,,0.885972850678733,
C,E1,modal,0,65,,0.897737556561086,
C,E1,frequency,0,65,,0.9595776772247361,
C,E1,markov,0,65,,0.9318250377073907,
C,E1,pooled,0,65,,0.9597285067873303,
C,E1,fremen,0,65,,0.9553544494720966,
C,E2,fallback,0,65,0,0.9941176470588236,0.0
C,E2,pooled,0,65,0,0.9941176470588236,0.0
C,E2,fallback,0,65,1,0.9823529411764705,0.0
C,E2,pooled,0,65,1,0.9823529411764705,0.0
C,E2,fallback,0,65,2,0.5,0.0
C,E2,pooled,0,65,2,0.0,0.0
C,E2,fallback,0,65,3,0.9882352941176471,0.0
C,E2,pooled,0,65,3,0.9882352941176471,0.0
C,E2,fallback,0,65,4,0.9411764705882353,0.0
C,E2,pooled,0,65,4,0.49411764705882355,0.0
C,E1,persistence,1,1,,0.885972850678733,
C,E1,modal,1,1,,0.897737556561086,
C,E1,frequency,1,1,,0.9058823529411765,
C,E1,markov,1,1,,0.9251885369532429,
C,E1,pooled,1,1,,0.8453996983408748,
C,E1,fremen,1,1,,0.9372549019607843,
C,E2,fallback,1,1,0,0.9941176470588236,0.0
C,E2,pooled,1,1,0,0.9941176470588236,0.0
C,E2,fallback,1,1,1,0.9823529411764705,0.0
C,E2,pooled,1,1,1,0.9823529411764705,0.0
C,E2,fallback,1,1,2,0.5,0.0
C,E2,pooled,1,1,2,0.0,0.0
C,E2,fallback,1,1,3,0.9882352941176471,0.0
C,E2,pooled,1,1,3,0.5470588235294118,0.0
C,E2,fallback,1,1,4,0.9411764705882353,0.0
C,E2,pooled,1,1,4,0.058823529411764705,0.0
C,E1,persistence,1,2,,0.8458521870286576,
C,E1,modal,1,2,,0.9013574660633484,
C,E1,frequency,1,2,,0.9312217194570136,
C,E1,markov,1,2,,0.9209653092006033,
C,E1,pooled,1,2,,0.924132730015083,
C,E1,fremen,1,2,,0.9327300150829563,
C,E2,fallback,1,2,0,0.9941176470588236,0.0
C,E2,pooled,1,2,0,0.9941176470588236,0.0
C,E2,fallback,1,2,1,0.9823529411764705,0.0
C,E2,pooled,1,2,1,0.9823529411764705,0.0
C,E2,fallback,1,2,2,0.5,0.0
C,E2,pooled,1,2,2,0.0,0.0
C,E2,fallback,1,2,3,0.9882352941176471,0.0
C,E2,pooled,1,2,3,0.9882352941176471,0.0
C,E2,fallback,1,2,4,0.9411764705882353,0.0
C,E2,pooled,1,2,4,0.49411764705882355,0.0
C,E1,persistence,1,4,,0.8751131221719457,
C,E1,modal,1,4,,0.897737556561086,
C,E1,frequency,1,4,,0.9478129713423831,
C,E1,markov,1,4,,0.9282051282051282,
C,E1,pooled,1,4,,0.9360482654600302,
C,E1,fremen,1,4,,0.9300150829562595,
C,E2,fallback,1,4,0,0.9941176470588236,0.0
C,E2,pooled,1,4,0,0.9941176470588236,0.0
C,E2,fallback,1,4,1,0.9823529411764705,0.0
C,E2,pooled,1,4,1,0.9823529411764705,0.0
C,E2,fallback,1,4,2,0.5,0.0
C,E2,pooled,1,4,2,0.0,0.0
C,E2,fallback,1,4,3,0.9882352941176471,0.0
C,E2,pooled,1,4,3,0.9882352941176471,0.0
C,E2,fallback,1,4,4,0.9411764705882353,0.0
C,E2,pooled,1,4,4,0.49411764705882355,0.0
C,E1,persistence,1,8,,0.869079939668175,
C,E1,modal,1,8,,0.9013574660633484,
C,E1,frequency,1,8,,0.9484162895927601,
C,E1,markov,1,8,,0.9312217194570136,
C,E1,pooled,1,8,,0.938763197586727,
C,E1,fremen,1,8,,0.9535444947209654,
C,E2,fallback,1,8,0,0.9941176470588236,0.0
C,E2,pooled,1,8,0,0.9941176470588236,0.0
C,E2,fallback,1,8,1,0.9823529411764705,0.0
C,E2,pooled,1,8,1,0.9823529411764705,0.0
C,E2,fallback,1,8,2,0.5,0.0
C,E2,pooled,1,8,2,0.0,0.0
C,E2,fallback,1,8,3,0.9882352941176471,0.0
C,E2,pooled,1,8,3,0.9882352941176471,0.0
C,E2,fallback,1,8,4,0.9411764705882353,0.0
C,E2,pooled,1,8,4,0.49411764705882355,0.0
C,E1,persistence,1,16,,0.869079939668175,
C,E1,modal,1,16,,0.897737556561086,
C,E1,frequency,1,16,,0.9485671191553544,
C,E1,markov,1,16,,0.9339366515837104,
C,E1,pooled,1,16,,0.9485671191553544,
C,E1,fremen,1,16,,0.9541478129713424,
C,E2,fallback,1,16,0,0.9941176470588236,0.0
C,E2,pooled,1,16,0,0.9941176470588236,0.0
C,E2,fallback,1,16,1,0.9823529411764705,0.0
C,E2,pooled,1,16,1,0.9823529411764705,0.0
C,E2,fallback,1,16,2,0.5,0.0
C,E2,pooled,1,16,2,0.0,0.0
C,E2,fallback,1,16,3,0.9882352941176471,0.0
C,E2,pooled,1,16,3,0.9882352941176471,0.0
C,E2,fallback,1,16,4,0.9411764705882353,0.0
C,E2,pooled,1,16,4,0.49411764705882355,0.0
C,E1,persistence,1,32,,0.885972850678733,
C,E1,modal,1,32,,0.897737556561086,
C,E1,frequency,1,32,,0.9585218702865762,
C,E1,markov,1,32,,0.9327300150829563,
C,E1,pooled,1,32,,0.9500754147812971,
C,E1,fremen,1,32,,0.9541478129713424,
C,E2,fallback,1,32,0,0.9941176470588236,0.0
C,E2,pooled,1,32,0,0.9941176470588236,0.0
C,E2,fallback,1,32,1,0.9823529411764705,0.0
C,E2,pooled,1,32,1,0.9823529411764705,0.0
C,E2,fallback,1,32,2,0.5,0.0
C,E2,pooled,1,32,2,0.0,0.0
C,E2,fallback,1,32,3,0.9882352941176471,0.0
C,E2,pooled,1,32,3,0.9882352941176471,0.0
C,E2,fallback,1,32,4,0.9411764705882353,0.0
C,E2,pooled,1,32,4,0.49411764705882355,0.0
C,E1,persistence,1,48,,0.885972850678733,
C,E1,modal,1,48,,0.897737556561086,
C,E1,frequency,1,48,,0.9594268476621418,
C,E1,markov,1,48,,0.9318250377073907,
C,E1,pooled,1,48,,0.9564102564102565,
C,E1,fremen,1,48,,0.9553544494720966,
C,E2,fallback,1,48,0,0.9941176470588236,0.0
C,E2,pooled,1,48,0,0.9941176470588236,0.0
C,E2,fallback,1,48,1,0.9823529411764705,0.0
C,E2,pooled,1,48,1,0.9823529411764705,0.0
C,E2,fallback,1,48,2,0.5,0.0
C,E2,pooled,1,48,2,0.0,0.0
C,E2,fallback,1,48,3,0.9882352941176471,0.0
C,E2,pooled,1,48,3,0.9882352941176471,0.0
C,E2,fallback,1,48,4,0.9411764705882353,0.0
C,E2,pooled,1,48,4,0.49411764705882355,0.0
C,E1,persistence,1,65,,0.885972850678733,
C,E1,modal,1,65,,0.897737556561086,
C,E1,frequency,1,65,,0.9595776772247361,
C,E1,markov,1,65,,0.9318250377073907,
C,E1,pooled,1,65,,0.9597285067873303,
C,E1,fremen,1,65,,0.9553544494720966,
C,E2,fallback,1,65,0,0.9941176470588236,0.0
C,E2,pooled,1,65,0,0.9941176470588236,0.0
C,E2,fallback,1,65,1,0.9823529411764705,0.0
C,E2,pooled,1,65,1,0.9823529411764705,0.0
C,E2,fallback,1,65,2,0.5,0.0
C,E2,pooled,1,65,2,0.0,0.0
C,E2,fallback,1,65,3,0.9882352941176471,0.0
C,E2,pooled,1,65,3,0.9882352941176471,0.0
C,E2,fallback,1,65,4,0.9411764705882353,0.0
C,E2,pooled,1,65,4,0.49411764705882355,0.0
C,E1,persistence,2,1,,0.885972850678733,
C,E1,modal,2,1,,0.897737556561086,
C,E1,frequency,2,1,,0.897737556561086,
C,E1,markov,2,1,,0.9194570135746606,
C,E1,pooled,2,1,,0.8460030165912519,
C,E1,fremen,2,1,,0.9372549019607843,
C,E2,fallback,2,1,0,0.9941176470588236,0.0
C,E2,pooled,2,1,0,0.9941176470588236,0.0
C,E2,fallback,2,1,1,0.9823529411764705,0.0
C,E2,pooled,2,1,1,0.9823529411764705,0.0
C,E2,fallback,2,1,2,0.5,0.0
C,E2,pooled,2,1,2,0.0,0.0
C,E2,fallback,2,1,3,0.9882352941176471,0.0
C,E2,pooled,2,1,3,0.5470588235294118,0.0
C,E2,fallback,2,1,4,0.9411764705882353,0.0
C,E2,pooled,2,1,4,0.029411764705882353,0.0
C,E1,persistence,2,2,,0.885972850678733,
C,E1,modal,2,2,,0.897737556561086,
C,E1,frequency,2,2,,0.9339366515837104,
C,E1,markov,2,2,,0.9236802413273002,
C,E1,pooled,2,2,,0.9316742081447964,
C,E1,fremen,2,2,,0.9260935143288085,
C,E2,fallback,2,2,0,0.9941176470588236,0.0
C,E2,pooled,2,2,0,0.9941176470588236,0.0
C,E2,fallback,2,2,1,0.9823529411764705,0.0
C,E2,pooled,2,2,1,0.9823529411764705,0.0
C,E2,fallback,2,2,2,0.5,0.0
C,E2,pooled,2,2,2,0.0,0.0
C,E2,fallback,2,2,3,0.9882352941176471,0.0
C,E2,pooled,2,2,3,0.9882352941176471,0.0
C,E2,fallback,2,2,4,0.9411764705882353,0.0
C,E2,pooled,2,2,4,0.49411764705882355,0.0
C,E1,persistence,2,4,,0.885972850678733,
C,E1,modal,2,4,,0.897737556561086,
C,E1,frequency,2,4,,0.9556561085972851,
C,E1,markov,2,4,,0.9318250377073907,
C,E1,pooled,2,4,,0.936500754147813,
C,E1,fremen,2,4,,0.9333333333333333,
C,E2,fallback,2,4,0,0.9941176470588236,0.0
C,E2,pooled,2,4,0,0.9941176470588236,0.0
C,E2,fallback,2,4,1,0.9823529411764705,0.0
C,E2,pooled,2,4,1,0.9823529411764705,0.0
C,E2,fallback,2,4,2,0.5,0.0
C,E2,pooled,2,4,2,0.0,0.0
C,E2,fallback,2,4,3,0.9882352941176471,0.0
C,E2,pooled,2,4,3,0.9882352941176471,0.0
C,E2,fallback,2,4,4,0.9411764705882353,0.0
C,E2,pooled,2,4,4,0.49411764705882355,0.0
C,E1,persistence,2,8,,0.869079939668175,
C,E1,modal,2,8,,0.897737556561086,
C,E1,frequency,2,8,,0.9500754147812971,
C,E1,markov,2,8,,0.9339366515837104,
C,E1,pooled,2,8,,0.9392156862745098,
C,E1,fremen,2,8,,0.9469079939668175,
C,E2,fallback,2,8,0,0.9941176470588236,0.0
C,E2,pooled,2,8,0,0.9941176470588236,0.0
C,E2,fallback,2,8,1,0.9823529411764705,0.0
C,E2,pooled,2,8,1,0.9823529411764705,0.0
C,E2,fallback,2,8,2,0.5,0.0
C,E2,pooled,2,8,2,0.0,0.0
C,E2,fallback,2,8,3,0.9882352941176471,0.0
C,E2,pooled,2,8,3,0.9882352941176471,0.0
C,E2,fallback,2,8,4,0.9411764705882353,0.0
C,E2,pooled,2,8,4,0.49411764705882355,0.0
C,E1,persistence,2,16,,0.885972850678733,
C,E1,modal,2,16,,0.897737556561086,
C,E1,frequency,2,16,,0.9497737556561086,
C,E1,markov,2,16,,0.9306184012066365,
C,E1,pooled,2,16,,0.9493212669683257,
C,E1,fremen,2,16,,0.9547511312217195,
C,E2,fallback,2,16,0,0.9941176470588236,0.0
C,E2,pooled,2,16,0,0.9941176470588236,0.0
C,E2,fallback,2,16,1,0.9823529411764705,0.0
C,E2,pooled,2,16,1,0.9823529411764705,0.0
C,E2,fallback,2,16,2,0.5,0.0
C,E2,pooled,2,16,2,0.0,0.0
C,E2,fallback,2,16,3,0.9882352941176471,0.0
C,E2,pooled,2,16,3,0.9882352941176471,0.0
C,E2,fallback,2,16,4,0.9411764705882353,0.0
C,E2,pooled,2,16,4,0.49411764705882355,0.0
C,E1,persistence,2,32,,0.885972850678733,
C,E1,modal,2,32,,0.897737556561086,
C,E1,frequency,2,32,,0.9500754147812971,
C,E1,markov,2,32,,0.9318250377073907,
C,E1,pooled,2,32,,0.9500754147812971,
C,E1,fremen,2,32,,0.9541478129713424,
